nombre,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel,unidad
BATERIA DURACELL 9VX1 MN1604 B1 BL (BLISTER 1UNID) (48 X CAJA),S308-30000,3050.15,4117.71,3660.18,blister,blister,1.0,100,General,Otros,,,,
ADAPTADOR SCHUKO 2P+T10A BLANC,S3623D,3336.33,4504.05,4003.60,unidad,unidad,1.0,100,General,Otros,,,,
ADAPT P/SCHUKO MACHO 2P+T 16A,S3624D,5359.19,7234.91,6431.03,unidad,unidad,1.0,100,General,Otros,,,,
LIJA MET.NORTON K246 100G X25U7770,S611-20000,11145.40,15046.30,13374.48,Bolsa,Bolsa,1.0,100,General,Otros,,,,
LIJA MET.NORTON K246 120G X25U7787,S612-00000,10942.60,14772.50,13131.12,Bolsa,Bolsa,1.0,100,General,Otros,,,,
LIJA MET.NORTON K246 150G X25U7794,S613-90000,10917.50,14738.62,13101.00,Bolsa,Bolsa,1.0,100,General,Otros,,,,
LIJA MET.NORTON K246 180G X25U7800,S614-70000,11584.15,15638.61,13900.98,Bolsa,Bolsa,1.0,100,General,Otros,,,,
LIJA MAD.NORTON A257 80G X50U 1896,S677-50000,6224.80,8403.48,7469.76,Bolsa,Bolsa,1.0,100,General,Otros,,,,
LIJA MAD.NORTON A257 120G X50U1919,S679-10000,5501.92,7427.59,6602.30,bolsa,bolsa,1.0,100,General,Otros,,,,
LIJA MAD.NORTON A257 150G X50U1926,S681-30000,5501.92,7427.59,6602.30,bolsa,bolsa,1.0,100,General,Otros,,,,
LIJA MAD.NORTON A257 180G X50U1933,S682-10000,5481.84,7400.48,6578.21,bolsa,bolsa,1.0,100,General,Otros,,,,
PILAS ALCALINAS DURACELL AAA X 8 UNIDADES,S754-20000,4805.14,6486.94,5766.17,blister,blister,1.0,100,Construccion,Materiales,,,,
"ALICATE PICO LORO 8"" NITRO",S888008,5309.25,7167.49,6371.10,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
ONE PIECE ROMA GL-1011,SANONE00009,75372.29,101752.59,90446.75,un,un,1.0,100,General,Otros,,,,
ONE PIECE MILAN GL-1019,SANONE00011,73487.78,99208.50,88185.34,un,un,1.0,100,General,Otros,,,,
SACO PAPERO DE 60 X 90CM ROJO PARA 50 KG,SAPAP,205.82,277.86,246.98,unidad,unidad,1.0,100,General,Otros,,,,
SALA DE BAÑO DECA DESCARGA PISO 30CM BOTÓN CENTRAL (INOJAD/J + LAV JAD + PED JAD ),SBJADJ,45718.14,61719.49,54861.77,unidad,unidad,1.0,100,General,Otros,,,,
SET DE CUBIERTOS PLEGABLES,SCO-01,2761.00,3727.35,3313.20,unidad,unidad,1.0,100,General,Otros,,,,
SIERRA COPA 4PCS,SEO004,3442.44,4647.30,4130.93,set,set,1.0,100,Herramientas,Discos y Corte,,,,
SIERRA COPA 11PCS (3/4-2-1/2),SEO011,5681.18,7669.60,6817.42,set,set,1.0,100,Herramientas,Discos y Corte,,,,
KIT DE RIEGO POR GOTEO IRRIGO AGRICULTOR 150M2,SHA150ST20NFI,113949.98,153832.48,136739.98,unidad,unidad,1.0,100,General,Otros,,,,
DILUYENTE SINTETICO 1 LITRO,SINT002,1635.52,2207.95,1962.62,botella,botella,1.0,100,Pinturas,Aplicacion,,,,
HORNO 1 CÁMARA INOX. SEMI INDUSTRIAL. 58X65 N°4 CAMARA INOXIDABLE_GLP,SKU.10001,215979.48,291572.29,259175.37,un,un,1.0,100,General,Otros,,,,
ANAFE 1 QUEMADOR BAJO ECONOMICO. (QUEMADOR 180MM)_GLP,SKU.10037,50192.97,67760.51,60231.57,UN,UN,1.0,100,General,Otros,,,,
ANAFE 2 QUEMADORES ALTO ECONOMICO. (QUEMADOR 180MM)_GLP,SKU.10039,75292.97,101645.51,90351.57,UN,UN,1.0,100,General,Otros,,,,
"SUJETADOR MAGNETICO PARA SOLDAR 3""/25LB UYU",SMS03U,5395.50,7283.92,6474.60,unidad,unidad,1.0,100,General,Otros,,,,
SODA CAUSTICA BOLSA 1K,SODA001,2459.80,3320.73,2951.76,bolsa,bolsa,1.0,100,General,Otros,,,,
SODA PERLA BOLSA 1/2 KILO,SODA002,1348.37,1820.30,1618.05,bolsa,bolsa,1.0,100,General,Otros,,,,
SODA CAUSTICA ESCAMA 1 KILO,SODA010,2321.25,3133.68,2785.50,bolsa,bolsa,1.0,100,General,Otros,,,,
SODA CAUSTICA ESCAMA 1/2 KILO,SODA011,1249.98,1687.47,1499.98,bolsa,bolsa,1.0,100,General,Otros,,,,
SOPLETE PINTAR PQ-2U UYUSTOOLS,SPA02U,33693.24,45485.87,40431.88,unidad,unidad,1.0,100,General,Otros,,,,
"SERRUCHO CON BASE PLASTICA 2PCS 12"" UYUSTOOLS",SRB312,10482.75,14151.72,12579.30,set,set,1.0,100,General,Otros,,,,
"SERRUCHO MANGO PLASTICO X NEGRA 22"" M2012 UYUSTOOLS",SRN22U,8766.93,11835.35,10520.31,unidad,unidad,1.0,100,General,Otros,,,,
"SERRUCHO MANGO PLASTICO X NEGRA 24"" M2012 UYUSTOOLS",SRN24U,6070.80,8195.58,7284.96,un,un,1.0,100,General,Otros,,,,
SIFON CORRUGADO UNIVERSAL,SSU40MX2,942.76,1272.72,1131.31,UNIDAD,UNIDAD,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
SULFATO DE COBRE 1KG,SULF002,5577.22,7529.25,6692.66,bolsa,bolsa,1.0,100,General,Otros,,,,
SULFATO DE COBRE 1/2 KG,SULF004,3203.76,4325.08,3844.52,bolsa,bolsa,1.0,100,General,Otros,,,,
CINTA DE PELIGRO 350 MT,SV0008,3413.60,4608.36,4096.32,unidad,unidad,1.0,100,General,Otros,,,,
OASIS JASPE 31X54,SVN-12-0002,9388.26,12674.16,11265.92,m2,m2,1.0,100,General,Otros,,,,
SANDWICHERA 2 PANES 800W SW-840 BLANCA,SW-840BL,10623.32,14341.49,12747.99,cj,cj,1.0,100,General,Otros,,,,
PINO AROM.CAR-FRESHNER AUTO NUEVO X1,T801-3AUNU,740.95,1000.29,889.14,unidad,unidad,1.0,100,General,Otros,,,,
PINO AROM.CAR-FRESHNER HIELO NEGRO X1,T801-3BLAC,740.95,1000.29,889.14,unidad,unidad,1.0,100,General,Otros,,,,
PINO AROM.CAR-FRESHNER CANELA/MANZ X1,T801-3CANE,740.95,1000.29,889.14,unidad,unidad,1.0,100,General,Otros,,,,
PINO AROM.CAR-FRESHNER COCONUTX1,T801-3COCO,740.95,1000.29,889.14,unidad,unidad,1.0,100,General,Otros,,,,
PINO AROM.CAR-FRESHNER FRUTILLA X1,T801-3FRUT,740.95,1000.29,889.14,unidad,unidad,1.0,100,General,Otros,,,,
PINO AROM.CAR-FRESHNER LAVANDAX1,T801-3LAVA,740.95,1000.29,889.14,unidad,unidad,1.0,100,General,Otros,,,,
PINO AROM.CAR-FRESHNER PIÑA COLADA X1,T801-3PCOL,740.95,1000.29,889.14,unidad,unidad,1.0,100,General,Otros,,,,
PINO AROM.CAR-FRESHNER VAINILLAROMA X1,T801-3VAIN,740.95,1000.29,889.14,unidad,unidad,1.0,100,General,Otros,,,,
PINO AROM.CAR-FRESHNER SANDIA X1,T801-3WATE,740.95,1000.29,889.14,unidad,unidad,1.0,100,General,Otros,,,,
LLAVE SACA FILTRO C/CADENA,TA024CJ211,2762.00,3728.71,3314.40,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
TABURETE PISO METALICO 2P / 150KG,TAB-02E,15813.00,21347.55,18975.60,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
BROCA METAL HSS 3MM (10 UND),TAC100303,943.76,1274.08,1132.51,unidad,unidad,1.0,100,General,Otros,,,,
BROCA METAL HSS 4MM (10 UND),TAC100403,1495.96,2019.55,1795.15,unidad,unidad,1.0,100,General,Otros,,,,
BROCA METAL HSS 6MM (10 UND),TAC100603,2600.36,3510.49,3120.43,unidad,unidad,1.0,100,General,Otros,,,,
BROCA METAL HSS 9MM (5 UND),TAC100903,2851.36,3849.34,3421.63,unidad,unidad,1.0,100,General,Otros,,,,
BROCA METAL HSS 10MM (5 UND),TAC101003,1054.20,1423.17,1265.04,unidad,unidad,1.0,100,General,Otros,,,,
CINCEL PUNTA PARA ROTOMARTILLO 18X3000MM,TAC1521181,2801.16,3781.57,3361.39,unidad,unidad,1.0,100,Electricidad,Cables y Accesorios,,,,
CINCEL PUNTA PLANA PARA ROTOMARTILLO 18X300X25MM,TAC15221811,2851.36,3849.34,3421.63,unidad,unidad,1.0,100,Electricidad,Cables y Accesorios,,,,
SET PUNTA PHILLIPS PH2 DOBLE 10PZAS,TAC16HL133,3363.40,4540.59,4036.08,set,set,1.0,100,General,Otros,,,,
SET PUNTAS CRUZ PH2 25MM 2 PCS,TAC16PH214,441.76,596.38,530.11,set,set,1.0,100,General,Otros,,,,
SET PUNTA PHILLIPS PH2 SIMPLE 10PZAS,TAC16PH223,2951.76,3984.88,3542.11,set,set,1.0,100,General,Otros,,,,
BROCA PARA CONCRETO 6X150MM,TAC210602,953.80,1287.63,1144.56,unidad,unidad,1.0,100,General,Otros,,,,
BROCA PARA CONCRETO 8X150MM,TAC210802,1054.20,1423.17,1265.04,unidad,unidad,1.0,100,General,Otros,,,,
DISCO DIAMANTADO EN SECO 4 1/2'' X 7.5MM,TAC2111153,1646.56,2222.86,1975.87,un,un,1.0,100,Herramientas,Discos y Corte,,,,
DISCO DE DIAMANTE 115MM,TAC21111532,2459.80,3320.73,2951.76,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
DISCO DIAMANTADO EN SECO 7'' X 7.5MM,TAC2111803,4116.40,5557.14,4939.68,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
DISCO DIAMANTADO EN SECO 9'' X 7.5MM,TAC2112303,6576.20,8877.87,7891.44,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
DISCO DIAMANTADO CORTE HUMEDO 4 1/2'' X 22MM,TAC2121153,1596.36,2155.09,1915.63,un,un,1.0,100,Herramientas,Discos y Corte,,,,
DISCO DIAMANTADO ULTRAFINO 4''X20MM,TAC2131051HT,4066.20,5489.37,4879.44,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
"DISCO SIERRA MADERA 4 1/2"" 40 DIENTES - INDUSTRIAL",TAC231255,2951.76,3984.88,3542.11,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
"DISCO SIERRA MADERA 6 1/4"" 48 DIENTES - IND (TSLI1651)",TAC231312,4507.96,6085.75,5409.55,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
"DISCO SIERRA MADERA 7 1/4"" 60 DIENTES - INDUSTRIAL",TAC231413,6917.56,9338.71,8301.07,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
"DISCO SIERRA MADERA 7 1/4"" 40 DIENTES - INDUSTRIAL",TAC231415,5060.16,6831.22,6072.19,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
"DISCO SIERRA MADERA 5-1/2"" 24 DIENTES / TSLI1401",TAC232241,3855.36,5204.74,4626.43,un,un,1.0,100,Herramientas,Discos y Corte,,,,
"DISCO PULIR TURBO SEGMENTADO 4 1/2"""" X 20MM",TAC2411151,7670.56,10355.26,9204.67,un,un,1.0,100,Herramientas,Discos y Corte,,,,
"GRATA COPA BRONCE P/ESMERIL 3""",TAC31031,1696.76,2290.63,2036.11,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
"GRATA COPA BRONCE P/ESMERIL 4""",TAC31041,2058.20,2778.57,2469.84,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
"GRATA COPA BRONCE P/ESMERIL 5""",TAC31051,3112.40,4201.74,3734.88,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
BROCA SDS PLUS 8X160MM,TAC310802,943.76,1274.08,1132.51,unidad,unidad,1.0,100,General,Otros,,,,
BROCA SDS PLUS 12X160MM,TAC311202,1305.20,1762.02,1566.24,unidad,unidad,1.0,100,General,Otros,,,,
BROCA SDS PLUS 14X160MM,TAC311402,1355.40,1829.79,1626.48,unidad,unidad,1.0,100,General,Otros,,,,
BROCA SDS PLUS 16X160MM,TAC311601,1696.76,2290.63,2036.11,unidad,unidad,1.0,100,General,Otros,,,,
"GRATA COPA ACERO P/ESMERIL 3""",TAC32031,1847.36,2493.94,2216.83,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"GRATA COPA TALADRO 3""",TAC33031,893.56,1206.31,1072.27,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
MANDRIL TALADRO 13MM,TAC451301,2901.56,3917.11,3481.87,set,set,1.0,100,Herramientas,Discos y Corte,,,,
LLAVE PARA MANDRIL 13MM,TAC470131,803.20,1084.32,963.84,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
SET HOJAS SIERRA CALADORA PARA MADERA 5PZAS,TAC51111C,1255.00,1694.25,1506.00,set,set,1.0,100,Construccion,Materiales,,,,
SET HOJAS SIERRA CALADORA PARA METAL 5PZAS,TAC51118B,2459.80,3320.73,2951.76,set,set,1.0,100,Construccion,Materiales,,,,
SET HOJAS CEPILLO ELÉCTRICO 2PZAS,TAC618201,2349.36,3171.64,2819.23,set,set,1.0,100,General,Otros,,,,
"DISCO FLAP 4 1/2"" GRANO 40",TAC631151,1004.00,1355.40,1204.80,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
"DISCO FLAP 4 1/2"" GRANO 60",TAC631152,953.80,1287.63,1144.56,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
"DISCO FLAP 4 1/2"" GRANO 80",TAC631153,953.80,1287.63,1144.56,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
BROCA ESCALONADA 10-20 MM,TAC8210201,3654.56,4933.66,4385.47,un,un,1.0,100,Construccion,Materiales,,,,
BROCA ESCALONADA 6-35 MM,TAC8263501,6164.56,8322.16,7397.47,un,un,1.0,100,Construccion,Materiales,,,,
CAJA CORCHETES 25MM (2500 UNI),TAC918252,3865.40,5218.29,4638.48,unidad,unidad,1.0,100,General,Otros,,,,
CAJA CORCHETES 40MM (2500 UNI),TAC918402,6174.60,8335.71,7409.52,unidad,unidad,1.0,100,General,Otros,,,,
SET DE PUNTAS MAGNÉTICAS DOBLE PHILLIPS DE IMPACTO PH2,TACIM16PH233,3754.96,5069.20,4505.95,pcs,pcs,1.0,100,General,Otros,,,,
SET BROCAS METAL HSS 12 PIEZAS,TACSD0125,3202.76,4323.73,3843.31,set,set,1.0,100,General,Otros,,,,
SET BROCAS METAL HSS 6 PIEZAS,TACSD0605,1746.96,2358.40,2096.35,set,set,1.0,100,General,Otros,,,,
JUEGO DREMEL 357 PIEZAS,TACSD13571,20873.16,28178.77,25047.79,unidad,unidad,1.0,100,General,Otros,,,,
SET DE BROCAS ESCALONADAS 3PZS (4-12 / 4-20 / 4-32 MM),TACSD2031,14999.76,20249.68,17999.71,set,set,1.0,100,Construccion,Materiales,,,,
JUEGO ATORNILLADOR INTERCAMBIABLES 24 PZAS,TACSD30186,4959.76,6695.68,5951.71,set,set,1.0,100,General,Otros,,,,
JUEGO DE DESTORNILLADOR CON MANGO TIPO T 47 PIEZAS,TACSD30476,8825.16,11913.97,10590.19,set,set,1.0,100,General,Otros,,,,
SET PUNTA PHILLIPS 10PZAS,TACSD3091,2399.56,3239.41,2879.47,set,set,1.0,100,General,Otros,,,,
JUEGO BROCAS CEMENTO 5 PIEZAS,TACSD5055,2198.76,2968.33,2638.51,set,set,1.0,100,Construccion,Materiales,,,,
SET 12 PCS FRESAS 6MM,TACSR0121,15511.80,20940.93,18614.16,set,set,1.0,100,General,Otros,,,,
SET 12 PCS FRESAS 8MM,TACSR1121,14849.16,20046.37,17818.99,set,set,1.0,100,General,Otros,,,,
"PISTOLA PARA PINTAR 1000 CC - BOQ 1,5MM CARGA INFERIOR",TAT11001,13371.27,18051.22,16045.53,unidad,unidad,1.0,100,General,Otros,,,,
PISTOLA PULVERIZADORA 750CC,TAT20751,7620.36,10287.49,9144.43,pcs,pcs,1.0,100,General,Otros,,,,
PISTOLA 2 EN 1 - CLAVADORA Y ENGRAPADORA AUTOMATICA,TAT81501,32429.20,43779.42,38915.04,unidad,unidad,1.0,100,Electricidad,Cables y Accesorios,,,,
PISTOLA CLAVADORA AUTOMATICA (60-100PSI),TAT83501,29467.40,39780.99,35360.88,unidad,unidad,1.0,100,Electricidad,Cables y Accesorios,,,,
JUEGO DE HERRAMIENTAS NEUMARTICA 5 PIEZAS,TATK053-1,23935.36,32312.74,28722.43,unidad,unidad,1.0,100,General,Otros,,,,
PISTOLA CALOR 2000W 1 BOQUILLA,TB200365,16957.56,22892.71,20349.07,unidad,unidad,1.0,100,Construccion,Materiales,,,,
PISTOLA DE CALOR 2000W (NEW),TB2006,19377.20,26159.22,23252.64,unidad,unidad,1.0,100,Construccion,Materiales,,,,
SOPLADOR/ ASPIRADOR 400W,TB2046,17670.40,23855.04,21204.48,unidad,unidad,1.0,100,General,Otros,,,,
TRAMPA RATON CHICA,TBA001,8579.27,11582.01,10295.12,doz,doz,1.0,100,General,Otros,,,,
TRAMPA RATON METAL GRANDE,TBA002,9357.46,12632.57,11228.95,doz,doz,1.0,100,General,Otros,,,,
"TUBO CUAD.100 X 100 X 2.0 X 6000 MM PESO: 36,42",TC10020,50476.53,68143.32,60571.84,tira,tira,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
TUBO CUAD.100 X 100 X 3.0 X 6000 MM,TC10030,74509.02,100587.18,89410.82,tira,tira,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"TUBO CUAD.15 X 15 X 1.5 X 6000 MM PESO: 3,54",TC1515,5060.81,6832.10,6072.98,tira,tira,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"TUBO CUAD.20 X 20 X 2.0 X 6000 MM PESO: 6,3",TC2020,8731.53,11787.56,10477.83,tira,tira,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"TUBO CUAD.30 X 30 X 2.0 X 6000 MM PESO: 10,08",TC3020,13970.44,18860.09,16764.53,tira,tira,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"TUBO CUAD.40 X 40 X 2.0 X 6000 MM PESO: 13,86",TC4020,19209.36,25932.64,23051.23,tira,tira,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"TUBO CUAD.40 X 40 X 3.0 X 6000 MM PESO: 19,8",TC4030,27441.94,37046.62,32930.33,tira,tira,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"TUBO CUAD.50 X 50 X 2.0 X 6000 MM PESO: 17,58",TC5020,24365.11,32892.90,29238.13,tira,tira,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"TUBO CUAD.50 X 50 X 3.0 X 6000 MM PESO: 25,5",TC5030,35341.89,47711.56,42410.27,tira,tira,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
TUBO CUAD.75 X 75 X 2.0 X 6000 MM PESO: 27,TC7520,37420.83,50518.12,44904.99,Tira,Tira,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"TUBO CUAD.75 X 75 X 3.0 X 6000 MM PESO: 39,6",TC7530,54883.88,74093.24,65860.66,tira,tira,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
COMBO SIERRA CIRCULAR + SIERRACALADORA +TALADRO + ATORNILLADOR DE IMPACTO 20V,TCKLI2010,170669.96,230404.45,204803.95,combo,combo,1.0,100,Construccion,Materiales,,,,
TALADRO ATORNILLADOR INALAMBRICO 12V 10MM - 2 BATERIAS - 1 CARGADOR - 1 BOLSO TORQUE 15+1,TDLI1222,34626.11,46745.25,41551.34,pcs,pcs,1.0,100,Herramientas,Discos y Corte,,,,
TALADRO INALAMBRICO 20V 10MM - 2 BATERIA - 1 CARGADOR RAPIDO,TDLI20012,40953.16,55286.77,49143.79,un,un,1.0,100,Herramientas,Discos y Corte,,,,
TALADRO INALAMBRICO 20V 10MM - 2/BAT 2AH- CARGADOR INTELIGENTE,TDLI200215,75350.20,101722.77,90420.24,und,und,1.0,100,Herramientas,Discos y Corte,,,,
"MOTOCULTIVADOR MOTOR DIESEL 9,0 HP CON KIT CAPOT",TDT110,1696760.00,2290626.00,2036112.00,unidad,unidad,1.0,100,General,Otros,,,,
MOTOCULTIVADOR DIESEL (X) 11.0 HP CON KIT CAPOT,TDT110X,1696760.00,2290626.00,2036112.00,unidad,unidad,1.0,100,General,Otros,,,,
TECLE UYU 1 X 3M,TEC201,121849.46,164496.77,146219.35,unidad,unidad,1.0,100,General,Otros,,,,
CAUTIN LAPIZ 40W,TET1406,6174.60,8335.71,7409.52,unidad,unidad,1.0,100,General,Otros,,,,
CAUTIN LAPIZ 60W,TET1606,6174.60,8335.71,7409.52,unidad,unidad,1.0,100,General,Otros,,,,
LIJADORA ORBITAL RECTANGULAR 320W INCLUYE SET 5 LIJAS,TF1301826,26104.00,35240.40,31324.80,unidad,unidad,1.0,100,General,Otros,,,,
LIJADORA ORBITAL RECTANGULAR 350W INCLUYE SET 5 LIJAS,TF1302206,47228.16,63758.02,56673.79,unidad,unidad,1.0,100,General,Otros,,,,
LIJADORA ROTO ORBITAL 320W - INDUSTRIAL,TF2031256,34276.56,46273.36,41131.87,unidad,unidad,1.0,100,General,Otros,,,,
LIJADORA ORBITAL CUADRADA 240W INCLUYE SET 5 LIJAS,TF2231106,33157.10,44762.08,39788.52,unidad,unidad,1.0,100,General,Otros,,,,
BATERIA DE LITIO-ION DE 2AH 20V (NEW),TFBLI20011,18925.40,25549.29,22710.48,unidad,unidad,1.0,100,General,Otros,,,,
TALADRO DE IMPACTO 650W - 13 MM / VEL 3.000 RPM,TG1061336,28061.80,37883.43,33674.16,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
TALADRO DE IMPACTO 680W - 13MM NEW,TG1061356-2,16390.30,22126.90,19668.36,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
ESMERIL ANGULAR 4 1/2 750W,TG10711556,27559.80,37205.73,33071.76,und,und,1.0,100,Herramientas,Discos y Corte,,,,
"ESMERIL ANGULAR 4 1/2"" 950W (NEW)",TG10911526,18162.36,24519.19,21794.83,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
ESMERIL ANGULAR 4 1/2'' 950W,TG1091156,20873.16,28178.77,25047.79,un,un,1.0,100,Herramientas,Discos y Corte,,,,
ESMERIL ANGULAR 4 1/2'' 900W VEL. VARIABLE,TG109125565,23548.32,31790.23,28257.98,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
"ESMERIL ANGULAR 7"" 2400W",TG1251806,74245.80,100231.83,89094.96,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
DREMEL MULTIPROPOSITO 130W C/ACC.,TG501032,19969.56,26958.91,23963.47,un,un,1.0,100,General,Otros,,,,
DISCO DE CORTE 255MM 3 DIENTES,TGTBCB95,5271.00,7115.85,6325.20,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
REPUESTO NYLON ORILLADORA (TG103251),TGTLS1261,2409.60,3252.96,2891.52,unidad,unidad,1.0,100,General,Otros,,,,
REPUESTO NYLON 2.5MM 4MTS,TGTLS2545,6526.00,8810.10,7831.20,unidad,unidad,1.0,100,General,Otros,,,,
ROTOMARTILLO 800W CON ADAPTADOR,TH308268-2,47854.05,64602.97,57424.86,un,un,1.0,100,Electricidad,Cables y Accesorios,,,,
