nombre,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel,unidad
TAPA PLASTICA CIEGA RECTANGULAR EKOLINE,I0610564,114.46,154.52,137.35,unidad,unidad,1.0,100,General,Otros,,,,
CALOTA 1 MÓDULO SOBREPUESTO BLANCO EKOLINE,I0610605,1546.16,2087.32,1855.39,unidad,unidad,1.0,100,Construccion,Materiales,,,,
ALARGADOR 4 POS 10A 2P+T 3M CON SWITCH Y 2 TOMAS USB EKOLINE,I0610609,13041.96,17606.65,15650.35,unidad,unidad,1.0,100,Electricidad,Cables y Accesorios,,,,
FOTOCELDA ELECTRONICA S/BASE 120-277 VAC EKOLINE,I0610634,13041.96,17606.65,15650.35,unidad,unidad,1.0,100,General,Otros,,,,
ENCHUFE MACHO FORCE 10A EKOLINE,I0610695,1997.96,2697.25,2397.55,unidad,unidad,1.0,100,Electricidad,Cables y Accesorios,,,,
ENCHUFE HEMBRA FORCE 10/16A EKOLINE,I0610697,2700.76,3646.03,3240.91,unidad,unidad,1.0,100,Electricidad,Cables y Accesorios,,,,
PROYECTOR LED 30W SPEED LUZ DIA EGB,I0610802,9025.96,12185.05,10831.15,unidad,unidad,1.0,100,General,Otros,,,,
REGLETA PLASTICA CONEXION (4-6MM) 12P,I0929002,1048.18,1415.04,1257.81,unidad,unidad,1.0,100,General,Otros,,,,
REGLETA PLASTICA CONEXION (6-10MM) 12P,I0929003,1455.80,1965.33,1746.96,unidad,unidad,1.0,100,General,Otros,,,,
MEDIDOR DE HUMEDAD SCHNEIDER ELECTRIC,IMT23208,4005.96,5408.05,4807.15,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
LÁPIZ DETECTOR DE VOLTAJE SCHNEIDER ELECTRIC,IMT23209,3203.76,4325.08,3844.52,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
ALAMBRE PUAS IOWA BWG 14 ROLLO 100M,IOG10211127000,17630.24,23800.82,21156.29,rollo,rollo,1.0,100,Electricidad,Cables y Accesorios,,,,
ALAMBRE PUAS IOWA BWG 14 ROLLO 275M,IOG10211127001,47127.76,63622.48,56553.31,rollo,rollo,1.0,100,Electricidad,Cables y Accesorios,,,,
ALAMBRE PUAS IOWA BWG 12.1/2 ROLLO 275M,IOG10241127000,56264.16,75956.62,67516.99,rollo,rollo,1.0,100,Electricidad,Cables y Accesorios,,,,
ESCOBILLA PLANCA SUPERGRUESA BICOLOR,IVO-3504,539.15,727.85,646.98,1,1,1.0,100,General,Otros,,,,
PERRO ROPA MADERA 24PIEZAS,IVO-444,408.63,551.65,490.35,1,1,1.0,100,General,Otros,,,,
JARRO GRADUADO 5000ML,IVO-9075,3943.71,5324.01,4732.45,unidad,unidad,1.0,100,General,Otros,,,,
JARRO GRADUADO 2000 ML,IVO-9148,881.51,1190.04,1057.81,1,1,1.0,100,General,Otros,,,,
TIJERA CORTAR CESPED ERGO RAYÜN,JARTIJCES041,8785.00,11859.75,10542.00,unidad,unidad,1.0,100,General,Otros,,,,
TOSTADOR GRUESO,JCA-4,1475.88,1992.44,1771.06,1,1,1.0,100,General,Otros,,,,
JUEGO 4P CELTIC 30 CM BLANCO,JS0070801301CF,56286.25,75986.43,67543.50,unidad,unidad,1.0,100,General,Otros,,,,
SURQUEADOR PARA MOTOCULTIVADOR TDT110,K1,27108.00,36595.80,32529.60,unidad,unidad,1.0,100,General,Otros,,,,
COSECHADOR DE PAPAS PARA MOTOCULTIVADOR TDT110,K3,35140.00,47439.00,42168.00,unidad,unidad,1.0,100,General,Otros,,,,
"VALVULA DE ADMISION 15/16""",KEF26/NX,2791.12,3768.01,3349.34,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
KIT FOSA SEPTICA,KFH1250,150518.93,203200.55,180622.71,unidad,unidad,1.0,100,General,Otros,,,,
KIT INSTALACIÃ“N WC (SELLO CERA + LLAVE ANG.+ FLEXIBLE COFLEX + SET ANCLAJE),KITCO01,5231.99,7063.19,6278.39,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
LUMBER CAFE MATE 51X51,KPC-13-0044,5505.44,7432.35,6606.53,m2,m2,1.0,100,General,Otros,,,,
LICUADORA JARRO VIDRIO 1.5LT L-1630 NEGRA,L-1630NG,17001.86,22952.51,20402.23,unidad,unidad,1.0,100,General,Otros,,,,
LAMPARA TRABAJO 5M-CABLE UYUSTOOLS,LAT05U,12902.40,17418.25,15482.88,unidad,unidad,1.0,100,Electricidad,Cables y Accesorios,,,,
"BISAGRA #840 CINCADA 3"" X 3"" (3 UNIDADES)",LBAU-003,1327.21,1791.73,1592.65,bolsa,bolsa,1.0,100,Hogar,Banio y Decoracion,,,,
BISAGRA MUEBLE COCINA RETEN RECTA 26MM (24 UNIDADES),LBBT-024,8537.12,11525.12,10244.55,caja,caja,1.0,100,Hogar,Banio y Decoracion,,,,
BISAGRA MUEBLE COCINA RETEN RECTA 35MM (24 UNIDADES),LBBU-024,12004.18,16205.64,14405.01,caja,caja,1.0,100,Hogar,Banio y Decoracion,,,,
"LLAVE DE PASO 1/2"" SOLDAR MANILLA AZUL",LC32,4106.36,5543.59,4927.63,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
MOLINO GRANO TOLVA ALTA,LD105,16064.00,21686.40,19276.80,unidad,unidad,1.0,100,General,Otros,,,,
SET PUERTA CELOSIA MIXTA 20X600X2000,LF2420,29919.20,40390.92,35903.04,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
COBERTOR AFAMILY SHAGGIE GRIS 1.5P,LICCBSHAAF15G,15060.00,20331.00,18072.00,unidad,unidad,1.0,100,General,Otros,,,,
COBERTOR AFAMILY SHAGGIE ROSA 1.5P,LICCBSHAAF15R,15060.00,20331.00,18072.00,unidad,unidad,1.0,100,General,Otros,,,,
"BANDAS DE LIJA 3""X21"" 2PCS/SET #60 UYU",LJ360BD,1433.71,1935.51,1720.45,set,set,1.0,100,General,Otros,,,,
DISCO LIJA FIBRA P/MADERA 5UN/SET 115MM #40 UYU,LJF440M,1717.39,2318.48,2060.87,set,set,1.0,100,Herramientas,Discos y Corte,,,,
LIJA PAPEL SET 5PCS 180MM,LJP502,1435.80,1938.33,1722.96,set,set,1.0,100,General,Otros,,,,
DISCO LIJA CON VELCRO 50UN/SET 115MM #120 UYU,LJV4120,6129.69,8275.08,7355.63,set,set,1.0,100,Herramientas,Discos y Corte,,,,
DISCO LIJA CON VELCRO 50UN/SET 115MM #60 UYU,LJV460,7306.56,9863.86,8767.87,set,set,1.0,100,Herramientas,Discos y Corte,,,,
DISCO LIJA CON VELCRO 50UN/SET 115MM #80 UYU,LJV480,6129.69,8275.08,7355.63,set,set,1.0,100,Herramientas,Discos y Corte,,,,
LLANA UYUSTOOLS SIN DT. PTN-120W,LLS101,3781.06,5104.44,4537.28,unidad,unidad,1.0,100,General,Otros,,,,
ACEITE SAE 30 FUTUROIL API SC CAJA (24BTX1LT),LMFMB030001-8,27542.64,37182.57,33051.17,caja,caja,1.0,100,General,Otros,,,,
LONA MULTIUSO DE 2 X 50M CON OJETILLOS AZU/PLA,LMULTI250,56072.40,75697.73,67286.88,unidad,unidad,1.0,100,General,Otros,,,,
LONA MULTIUSO DE 4 X 50M SIN OJETILLOS AZU/PLA,LMULTI450,134154.48,181108.55,160985.38,unidad,unidad,1.0,100,General,Otros,,,,
ASPERSOR PLASTICO SECTORIAL DE 1/2,LN47360001,803.20,1084.32,963.84,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
UNIÓN RÁPIDA HE 3/4,LN47360015,180.72,243.97,216.86,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
LINTERNA RECARGABLE NO.825 LED 7 UYUSTOOLS,LNR825,4386.11,5921.25,5263.34,un,un,1.0,100,General,Otros,,,,
LINTERNA RECARGABLE NO.826 LED 15 UYUSTOOLS,LNR826,4405.28,5947.13,5286.34,un,un,1.0,100,General,Otros,,,,
ANTENA EXTERIOR ECONOMICA,LOG-12,5923.60,7996.86,7108.32,unidad,unidad,1.0,100,General,Otros,,,,
"ANGULO LAMINADO 20 X 20 X 30 X 6000 MM PESO: 5,27",LPA2030,7735.33,10442.69,9282.39,tira,tira,1.0,100,General,Otros,,,,
"ANGULO LAMINADO 25 X 25 X 30 X 6000 MM PESO: 6,68",LPA2530,9804.93,13236.66,11765.92,tira,tira,1.0,100,General,Otros,,,,
"ANGULO LAMINADO 30 X 30 X 30 X 6000 MM PESO: 8,19",LPA3030,12021.31,16228.77,14425.58,tira,tira,1.0,100,General,Otros,,,,
"ANGULO LAMINADO 40 X 40 X 30 X 6000 MM PESO: 11,06",LPA4030,16233.92,21915.79,19480.70,tira,tira,1.0,100,General,Otros,,,,
"ANGULO LAMINADO 50 X 50 X 30 X 6000 MM PESO: 13,98",LPA5030,20519.90,27701.87,24623.88,tira,tira,1.0,100,General,Otros,,,,
"POMELES DE ACERO TREF CON GOLILLA 1"" X 120 MM 2 UN.",LPAA-002,3966.59,5354.90,4759.91,bolsa,bolsa,1.0,100,Aceros y Techumbre,Planchas,,,,
FE CUADRADO LAMINADO 10 X 6000 MM,LPC10,4941.69,6671.28,5930.03,TIRA,TIRA,1.0,100,General,Otros,,,,
"FE CUADRADO LAMINADO 12 X 6000 MM PESO: 6,78",LPC12,10506.64,14183.96,12607.97,tira,tira,1.0,100,General,Otros,,,,
"PLETINA LAMINADA 12 X 30 X 6000 MM PESO: 1,7",LPP1230,2634.41,3556.45,3161.29,tira,tira,1.0,100,General,Otros,,,,
"PLETINA LAMINADA 20 X 3,0 X 6000 MM",LPP2030,2883.49,3892.71,3460.19,TIRA,TIRA,1.0,100,General,Otros,,,,
"PLETINA LAMINADA 25 X 30 X 6000 MM PESO: 3,53",LPP2530,5470.27,7384.87,6564.33,tira,tira,1.0,100,General,Otros,,,,
"PLETINA LAMINADA 25 X 5,0 X 6000 MM",LPP2550,6001.91,8102.58,7202.29,TIRA,TIRA,1.0,100,General,Otros,,,,
"PLETINA LAMINADA 32 X 30 X 6000 MM PESO: 4,52",LPP3230,7004.43,9455.98,8405.31,tira,tira,1.0,100,General,Otros,,,,
"PLETINA LAMINADA 38 X 30 X 6000 MM PESO: 5,37",LPP3830,8321.63,11234.21,9985.96,tira,tira,1.0,100,General,Otros,,,,
"PLETINA LAMINADA 38 X 50 X 6000 MM PESO: 8,95",LPP3850,13869.39,18723.67,16643.26,tira,tira,1.0,100,General,Otros,,,,
"PLETINA LAMINADA 50 X 30 X 6000 MM PESO: 7,07",LPP5030,10956.04,14790.65,13147.25,tira,tira,1.0,100,General,Otros,,,,
"PLETINA LAMINADA 50 X 50 X 6000 MM PESO: 11,78",LPP5050,18254.90,24644.11,21905.88,tira,tira,1.0,100,General,Otros,,,,
PACK DE 3 LINTERNAS LED DE CABEZA A BATERÍA 3 X AAA INCLUIDAS,LX-HL044-1,4909.56,6627.91,5891.47,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
383906 HORNO MICROONDAS MEC. 20LTS 700W,M-2030NG,53145.74,71746.74,63774.88,unidad,unidad,1.0,100,General,Otros,,,,
MAS. MAGICA LIV.700 ML NVA FORMULA.,M01MARM00ML87,7730.80,10436.58,9276.96,700 ml,700 ml,1.0,100,General,Otros,,,,
MASILLA MAGICA TRADICIONAL,M01MARM91MT86,4497.92,6072.19,5397.50,350 ml,350 ml,1.0,100,General,Otros,,,,
"MANGA RECUPERADA NEGRA A1L 100X0,100 (200MT / 38,4KG APROX)",MARNAN0100020000100,66010.21,89113.78,79212.25,rollo,rollo,1.0,100,General,Otros,,,,
"MANGA RECUPERADA NEGRA A1L 200X0,090 (100MT / 35,9KG APROX)",MARNAN0200010000090,57104.79,77091.47,68525.75,rollo,rollo,1.0,100,General,Otros,,,,
"MANGA RECUPERADA NEGRA A1L 200X0,100 (100MT / 39,6KG APROX)",MARNAN0200010000100,63631.05,85901.92,76357.26,rollo,rollo,1.0,100,General,Otros,,,,
"MANGA RECUPERADA TRANSPARENTE A1L 200X0,090 (100MT / 35,9KG APROX)",MARTAN0200010000090,62820.17,84807.23,75384.20,rollo,rollo,1.0,100,General,Otros,,,,
"MANGA RECUPERADA TRANSPARENTE A1L 200X0,100 (100MT / 39,6KG APROX)",MARTAN0200010000100,80103.14,108139.23,96123.76,unidad,unidad,1.0,100,General,Otros,,,,
MASILLA BLANCA 1 KILO,MASI002,1207.81,1630.55,1449.37,bol,bol,1.0,100,General,Otros,,,,
MASILLA NEGRA 1 KG,MASI004,1207.81,1630.55,1449.37,bol,bol,1.0,100,General,Otros,,,,
MARTILLO 16 OZ MANGO TPR FERRAWYY-TMX,MAT16YX,6228.82,8408.90,7474.58,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
MARTILLO 24 OZ MANGO TPR FERRAWYY-TMX,MAT24YX,7610.32,10273.93,9132.38,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
DRYWALL.MADERA #6-9[CRS]X1 5/8 NBO,MB22TAD,8.30,11.21,9.96,unidad,unidad,1.0,100,General,Otros,,,,
"DRYWALL.MADERA #6-9[CRS]X2"" NBO",MB23TAD,8.01,10.82,9.61,unidad,unidad,1.0,100,General,Otros,,,,
"MUEBLE BASE LAVAPLATOS 100 CMS, MDP (A PEDIDO, FORMATO RTA)",MBL0100,21887.20,29547.72,26264.64,Unidad,Unidad,1.0,100,General,Otros,,,,
"MUEBLE BASE LAVAPLATOS 120 CMS, MDP (A PEDIDO, FORMATO RTA)",MBL0120,23995.60,32394.06,28794.72,Unidad,Unidad,1.0,100,General,Otros,,,,
"MUEBLE BASE LAVAPLATOS 80 CMS, MDP (A PEDIDO, FORMATO RTA)",MBL080,19578.00,26430.30,23493.60,unidad,unidad,1.0,100,General,Otros,,,,
MARCO SIERRA CROMADO FIJA UYUSTOOLS,MCC009,4111.38,5550.36,4933.66,un,un,1.0,100,Herramientas,Discos y Corte,,,,
MALLA CUADRADA ECOSOL 1.00M ROLLO 25M,MCG1060019510000,39176.08,52887.71,47011.30,rollo,rollo,1.0,100,General,Otros,,,,
MALLA CUADRADA ECOSOL 1.20M ROLLO 25M,MCG1060019512000,51424.88,69423.59,61709.86,rollo,rollo,1.0,100,General,Otros,,,,
MALLA CUADRADA ECOSOL 1.50M ROLLO 25M,MCG1060019515000,64311.22,86820.15,77173.46,rollo,rollo,1.0,100,General,Otros,,,,
MALLA CUADRADA ECOSOL 1.80M ROLLO 25M,MCG1060019518000,76951.58,103884.63,92341.90,rollo,rollo,1.0,100,General,Otros,,,,
MALLA CUADRADA 7014X1.80M ROLLO 25M,MCG1070021118000,78261.80,105653.43,93914.16,rollo,rollo,1.0,100,General,Otros,,,,
"ALARGADOR MULTIPLE CON SWITCH, 4 POSICIONES, NEGRO 3 MTS",ME-069B,3363.40,4540.59,4036.08,unidad,unidad,1.0,100,General,Otros,,,,
"ALARGADOR MULTIPLE CON SWITCH, 4 POSICIONES, BLANCO 3 MTS",ME-069W,3363.40,4540.59,4036.08,unidad,unidad,1.0,100,General,Otros,,,,
"ALARGADOR MULTIPLE CON SWITCH, 6 POSICIONES, NEGRO 3 MTS",ME-070B,3303.16,4459.27,3963.79,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
ALARGADOR DE 5 METROS MULTIPLE CON SWITCH 5 POSISIONES NEGRO,ME-071B5,3915.60,5286.06,4698.72,unidad,unidad,1.0,100,General,Otros,,,,
ALARGADOR 5MT C/SWITCH 5 POSICIONES BLANCO,ME-071w5,3915.60,5286.06,4698.72,unidad,unidad,1.0,100,General,Otros,,,,
EXTENCION ELECTRICA 10 METROS PRODUCTO CERTIFICADO,ME-1210,7489.84,10111.28,8987.81,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
EXTENSION 15 MT,ME-1215,8534.00,11520.90,10240.80,unidad,unidad,1.0,100,General,Otros,,,,
"MANGUERA ENTRADA PARA LAVADORA 3/4"" 1.50 CM.",MEL150,2121.45,2863.96,2545.74,unidad,unidad,1.0,100,General,Otros,,,,
INICIADORES DE FUEGO 24 UN FLAMAX,MENPARENC011,998.98,1348.62,1198.78,unidad,unidad,1.0,100,General,Otros,,,,
PASTILLAS GREEN WHITE 32 S/OLOR FLAMAX,MENPARENC013,1024.08,1382.51,1228.90,unidad,unidad,1.0,100,General,Otros,,,,
"MALLA MULT 1,00X2,00 M 5050MM",MGBM0100020001,17134.83,23132.02,20561.79,unidad,unidad,1.0,100,General,Otros,,,,
MALLA HEXAGONAL 3/4X22X0.60M ROLLO 50M,MHG1190067060000,43508.34,58736.26,52210.01,rollo,rollo,1.0,100,General,Otros,,,,
MALLA HEXAGONAL 3/4X22X0.80M ROLLO 50M,MHG1190067080000,58467.94,78931.72,70161.53,rollo,rollo,1.0,100,General,Otros,,,,
MALLA HEXAGONAL 3/4X22X1.20M ROLLO 50M,MHG1190067120000,85872.12,115927.36,103046.54,rollo,rollo,1.0,100,General,Otros,,,,
"MALLA HEXAGONAL 1""X21X0.60M ROLLO 50M",MHG1250076060000,47172.94,63683.47,56607.53,rollo,rollo,1.0,100,General,Otros,,,,
"MALLA HEXAGONAL 1""X21X0.80M ROLLO 50M",MHG1250076080000,60691.80,81933.93,72830.16,rollo,rollo,1.0,100,General,Otros,,,,
"MALLA HEXAGONAL 1""X21X1.00M ROLLO 50M",MHG1250076100000,76258.82,102949.41,91510.58,rollo,rollo,1.0,100,General,Otros,,,,
"MALLA HEXAGONAL 1""X21X1.20M ROLLO 50M",MHG1250076120000,92187.28,124452.83,110624.74,rollo,rollo,1.0,100,General,Otros,,,,
"MALLA HEXAGONAL 1""X21X1.50M ROLLO 50M",MHG1250076150000,111313.48,150273.20,133576.18,rollo,rollo,1.0,100,General,Otros,,,,
"MALLA HEXAGONAL 1""X21X1.80M ROLLO 50M",MHG1250076180000,134425.56,181474.51,161310.67,rollo,rollo,1.0,100,General,Otros,,,,
BETONERA 140 LITROS 650W 220V HCM500S (EN CAJA),MI-EVE-049803,357926.00,483200.10,429511.20,unidad,unidad,1.0,100,General,Otros,,,,
"CORTADORA DE CESPED 5,6 HP CON RECO",MI-EVE-055333,381520.00,515052.00,457824.00,unidad,unidad,1.0,100,General,Otros,,,,
PULVERIZADOR /FUMIGADOR MANUAL A PRESION PM 415/1,MI-FYG-050731,6024.00,8132.40,7228.80,unidad,unidad,1.0,100,General,Otros,,,,
"DISCO FLAP 4 1/2"" ACERO Y MADERA GR",MI-GLA-049989,953.80,1287.63,1144.56,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"DISCO FLAP 4 1/2"" ACERO Y MADERA GR",MI-GLA-049990,953.80,1287.63,1144.56,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"DISCO FLAP 4 1/2"" ACERO Y MADERA GR",MI-GLA-051527,953.80,1287.63,1144.56,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
CARRO ARRASTRE MULTIFUNCION CMU 8150,MI-GLA-051898,98392.00,132829.20,118070.40,unidad,unidad,1.0,100,General,Otros,,,,
TALADRO PERCUTOR 13MM 750W TP 813/4/220,MI-GLA-052771,39156.00,52860.60,46987.20,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
BATERIA GLADIATOR 18V 2 AMPERES BAT 818-2,MI-GLA-053550,31124.00,42017.40,37348.80,unidad,unidad,1.0,100,General,Otros,,,,
CARGADOR PARA BATERIA GLADIATOR 18V,MI-GLA-053758,12349.20,16671.42,14819.04,unidad,unidad,1.0,100,General,Otros,,,,
"DISCO CORTE 4 1/2"" X 0,8MM METAL/INOX DAC 811508",MI-GLA-054291,391.56,528.61,469.87,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
"DISCO CORTE MADERA 4 1/2"" DM 8115",MI-GLA-054401,5321.20,7183.62,6385.44,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
KIT JARDIN HOGAR INALAMBRICO 18V 2BAT 4 PRODUCTOS,MI-GLA-054512,313248.00,422884.80,375897.60,unidad,unidad,1.0,100,General,Otros,,,,
NIVEL LASER AUTONIVELANTE 45 MTS NL45,MI-GLA-055546,150600.00,203310.00,180720.00,unidad,unidad,1.0,100,General,Otros,,,,
DISCO CORTE METAL 180 X 1.8 MM 1218018,MI-NEO-051183,1004.00,1355.40,1204.80,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
"CHIPEADORA GASOLINA 4"" 15 HP TOLVA",MI-SDS-054933,1395560.00,1884006.00,1674672.00,1,1,1.0,100,General,Otros,,,,
TECLE PALANCA DE 1 TONELADA TR7010,MI-TON-35229,118923.80,160547.13,142708.56,unidad,unidad,1.0,100,General,Otros,,,,
JUEGO DE HERRAMIENTAS COMBINADAS 17 PIEZAS,MI-WKP-055287,22590.00,30496.50,27108.00,unidad,unidad,1.0,100,General,Otros,,,,
BATERÍA COCINA ANTIHADERENTE ANGÈLE 5 PZAS,MJEBATCAANG5P,20080.00,27108.00,24096.00,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
SET CUBIERTOS BERNA 24 PZAS,MJESCBAIBE24P,14440.53,19494.72,17328.64,unidad,unidad,1.0,100,General,Otros,,,,
SET SARTENES ANTIHADERENTE BELFORT 3 PZAS,MJESSTALABE3P,11044.00,14909.40,13252.80,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
TETERA NICE 3 LT,MJETTAINCE3LT,5020.00,6777.00,6024.00,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
"MALLA MOSQUITERA 1,30MTSX1,30MTS NEGRA CON VELCRO ADHESIVO",MMO130130NE,4038.09,5451.42,4845.71,unidad,unidad,1.0,100,General,Otros,,,,
