nombre,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel,unidad
VALVULA FLOTANTE 1' P/PRENSA,100335,17534.93,23672.16,21041.92,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
VALVULA FLOTANTE 3/4' P/PRENSA,100340,12551.38,16944.36,15061.65,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"ELECTROBOMBA PEDROLLO PKM 60-1 0,5HP 220V",100356,90450.36,122107.99,108540.43,unidad,unidad,1.0,100,General,Otros,,,,
"ELECTROBOMBA PEDROLLO PKM 70-1 0,85HP 220V",100359,308633.86,416655.71,370360.63,unidad,unidad,1.0,100,General,Otros,,,,
"ELECTROBOMBA PEDROLLO PKM 80-1 1,0HP 220V",100360,293667.91,396451.68,352401.49,unidad,unidad,1.0,100,General,Otros,,,,
ELECTROBOMBA PEDROLLO CPM 158 1HP 220V,100369,223034.99,301097.23,267641.98,unidad,unidad,1.0,100,General,Otros,,,,
BARRA 19MM X 1.60 MT C/FLANCHE,10050160,3903.55,5269.80,4684.26,unidad,unidad,1.0,100,General,Otros,,,,
BARRA 19MM X 2.00 MT C/FLANCHE,10050200,4292.10,5794.34,5150.52,unidad,unidad,1.0,100,General,Otros,,,,
TRABADOR ROJO VERSACHEM 6 ML,100510,2727.87,3682.62,3273.44,display,display,1.0,100,General,Otros,,,,
BARRA ANGULADA 19MM 0.75 X 0.75 C/FLANCHE,10051075,3536.09,4773.72,4243.31,unidad,unidad,1.0,100,General,Otros,,,,
BARRA ANGULADA 19MM 0.80 X 0.80 C/FLANCHE,10051080,3728.86,5033.96,4474.63,unidad,unidad,1.0,100,General,Otros,,,,
BARRA ANGULADA 19MM 1.00 X 1.00 C/FLANCHE,10051100,4512.98,6092.52,5415.58,unidad,unidad,1.0,100,General,Otros,,,,
BARRA ANGULADA 19MM 0.75 X 1.75 C/FLANCHE,10051175,5493.89,7416.75,6592.67,unidad,unidad,1.0,100,General,Otros,,,,
999-3C MEGA SILICONA GRIS (ULTRA GREY) 85 GRS,100520,4312.18,5821.44,5174.62,display,display,1.0,100,General,Otros,,,,
TRABADOR AZUL VERSACHEM 6 ML,100526,2075.27,2801.61,2490.32,display,display,1.0,100,General,Otros,,,,
CORTADORA DE CECINAS 300MM CON CORREA 1/3 HP,100560,791574.73,1068625.89,949889.68,unidad,unidad,1.0,100,General,Otros,,,,
SACO CEMENTO ESPECIAL (25 KG),10056366-CONCEPCION,3587.09,4842.57,4304.51,Unidad,Unidad,1.0,100,Construccion,Materiales,,,,
CONSERVADORA TAPA DURA 100 LTS,100650,116464.00,157226.40,139756.80,unidad,unidad,1.0,100,General,Otros,,,,
CONSERVADORA VIDRIO SEMI-CURVA 500 LTS,100655,477703.20,644899.32,573243.84,unidad,unidad,1.0,100,General,Otros,,,,
LUZ TOQUE 6 LED + 3 PILAS,100660,1009.02,1362.18,1210.82,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
CONSERVADORA TAPA DURA DUAL 600 LTS,100664,432222.00,583499.70,518666.40,unidad,unidad,1.0,100,General,Otros,,,,
DUCHA MOVIL BLANCA,10067,2027.08,2736.55,2432.49,unidad,unidad,1.0,100,General,Otros,,,,
CONSERVADORA TAPA DURA 201 LTS,100672,174394.80,235432.98,209273.76,unidad,unidad,1.0,100,General,Otros,,,,
CONSERVADORA TAPA DURA 300 LTS,100673,237747.20,320958.72,285296.64,unidad,unidad,1.0,100,General,Otros,,,,
VISI-COOLER 2 PTAS CORREDERA 1000 LTS,100725,992353.60,1339677.36,1190824.32,unidad,unidad,1.0,100,General,Otros,,,,
VITRINA REFRIGERADA MURAL,100754,1902315.79,2568126.31,2282778.94,unidad,unidad,1.0,100,General,Otros,,,,
"VITRINA PASTELERA 1,0 MTS CUADRADA ECO BASE A.INOX",100758,873162.95,1178769.98,1047795.54,unidad,unidad,1.0,100,General,Otros,,,,
"VENTUS VITRINA PANORAMICA REFRIGERADA 1,5MTS FER-1500 PRO",100763,865553.68,1168497.47,1038664.42,unidad,unidad,1.0,100,General,Otros,,,,
BARRA EXTENSIBLE 25MM DE 1.40 A 2.60 BLAN (BOLSA),10080374,8026.98,10836.42,9632.38,unidad,unidad,1.0,100,General,Otros,,,,
BARRA EXTENSIBLE 25MM DE 1.40 A 2.60 ALUM (BOLSA),10080375,8821.14,11908.54,10585.37,unidad,unidad,1.0,100,General,Otros,,,,
BARRA EXTENSIBLE 25MM DE 1.10 A 2.00 BLAN (BOLSA),10080381,6699.69,9044.58,8039.63,unidad,unidad,1.0,100,General,Otros,,,,
BALANZA DIGITAL DE 40 KGS VISOR AEREO,100807,20180.40,27243.54,24216.48,unidad,unidad,1.0,100,General,Otros,,,,
BALANZA DIGITAL DE 40 KGS LED ROJO,100808,17168.40,23177.34,20602.08,unidad,unidad,1.0,100,General,Otros,,,,
CORTADORA DE CECINAS 250MM,100816,242064.40,326786.94,290477.28,unidad,unidad,1.0,100,General,Otros,,,,
BATIDORA INDUSTRIAL 20 LTS,100833,445675.60,601662.06,534810.72,unidad,unidad,1.0,100,General,Otros,,,,
VENTUS MAQUINA EXPENDEDORA DE BEBIDAS CALIENTES 4 SABORES,100902,305416.80,412312.68,366500.16,unidad,unidad,1.0,100,Construccion,Materiales,,,,
"MOTOBOMBA GASOLINA 2X2"" MOD TWP50S-XP 36 M³/H 196CC",101-003,239956.00,323940.60,287947.20,unidad,unidad,1.0,100,General,Otros,,,,
"MOTOBOMBA GASOLINA 3X3"" MOD TWP80S-XP 85 M³/H MOTOR 196CC",101-004,286140.00,386289.00,343368.00,unidad,unidad,1.0,100,General,Otros,,,,
SOLD ESTAÑO 50% EN ALAM. 1/8 CARRET.1/2 KG,101-01,29618.00,39984.30,35541.60,kl,kl,1.0,100,General,Otros,,,,
SOLD ESTAÑO 50% EN ALAM. 1/8 DISP.1M C/PASTA,101-04,3092.32,4174.63,3710.78,unidad,unidad,1.0,100,General,Otros,,,,
SOLD ESTAÑO 95% EN ALAM. 1/8 DISP.1M C/PASTA,101-06,5823.20,7861.32,6987.84,unidad,unidad,1.0,100,General,Otros,,,,
CLORO TABLETAS,10100,4556.30,6151.01,5467.56,POTE,POTE,1.0,100,General,Otros,,,,
SOPORTE SIMPLE METALICO CROMADO P/BARRA 12MM,10100021,883.52,1192.75,1060.22,unidad,unidad,1.0,100,General,Otros,,,,
RUEDA ECO 50 MM,10100112405,3249.95,4387.43,3899.94,UN,UN,1.0,100,General,Otros,,,,
RUEDA ECO 64 MM,10100112521,7045.77,9511.79,8454.92,un,un,1.0,100,General,Otros,,,,
RUEDA ECO 75 MM,10100112753,4253.95,5742.83,5104.74,UN,UN,1.0,100,General,Otros,,,,
RUEDA ECO 85 MM,10100113003,10155.40,13709.79,12186.48,un,un,1.0,100,General,Otros,,,,
RUEDA 100 MM CON PASADOR,10100114003,12430.82,16781.60,14916.98,un,un,1.0,100,General,Otros,,,,
CORREDERA D7-D14 S/C/P,10100201001,1589.61,2145.98,1907.54,set,set,1.0,100,General,Otros,,,,
CORREDERA D7-D14 D/C/P,10100204001,2627.17,3546.68,3152.60,set,set,1.0,100,General,Otros,,,,
CORREDERA D-100,10100217501,15975.08,21566.35,19170.09,set,set,1.0,100,General,Otros,,,,
"PUNTAS PARA DESARMADOR PHILLIPS PH2,2',50PZAS, TRUPER EXPERT",10100251,12339.16,16657.87,14806.99,pza,pza,1.0,100,General,Otros,,,,
CORREDERA ECO-80,10100271080,9509.22,12837.44,11411.06,set,set,1.0,100,General,Otros,,,,
CORREDERA ECO-100,10100271100,13167.76,17776.48,15801.31,set,set,1.0,100,General,Otros,,,,
CORREDERA SBP-350 C/B,10100303501,1217.96,1644.25,1461.55,par,par,1.0,100,General,Otros,,,,
CORREDERA SBP-500 C/B,10100305001,1596.77,2155.64,1916.13,par,par,1.0,100,General,Otros,,,,
RIEL U-20-D 1.5 MT GALV.,10100620010,6161.89,8318.55,7394.27,un,un,1.0,100,General,Otros,,,,
RIEL U-20-D 2.0 MT GALV.,10100621002,8207.52,11080.15,9849.02,un,un,1.0,100,General,Otros,,,,
RIEL U-100 6.0 MT (EX U-29),10100650001,31497.78,42522.00,37797.33,Unidad,Unidad,1.0,100,General,Otros,,,,
BOMBA MANUAL P/PETROLEO Y ACEITE,1010067,44075.60,59502.06,52890.72,pza,pza,1.0,100,General,Otros,,,,
PICAP 3/8-10,10101002001,2266.89,3060.30,2720.27,UN,UN,1.0,100,General,Otros,,,,
GUIA 25 MM BRONCE,10101108025,4196.54,5665.33,5035.85,un,un,1.0,100,General,Otros,,,,
GUIA 25 MM (NYLON),10101108125,2494.98,3368.22,2993.98,un,un,1.0,100,General,Otros,,,,
GUIA DOBLE 35 MM NYLON,10101108200,8288.10,11188.94,9945.72,un,un,1.0,100,General,Otros,,,,
S.ESCUADRA 20 X 25 BLANCO,10101230201,894.72,1207.88,1073.67,un,un,1.0,100,General,Otros,,,,
"CULTIVADOR FORJADO PARA JARDÍN 5 DIENTES, MANGO DE 60'",10101543,17319.00,23380.65,20782.80,pza,pza,1.0,100,General,Otros,,,,
STR-22,10101870,10893.40,14706.09,13072.08,pza,pza,1.0,100,General,Otros,,,,
WT-300GL,10101974,5672.60,7658.01,6807.12,pza,pza,1.0,100,General,Otros,,,,
WT-400CA,10101975,4618.40,6234.84,5542.08,pza,pza,1.0,100,General,Otros,,,,
"ARCO CALADOR P/SEGUETA 6""",1010221,8684.60,11724.21,10421.52,pza,pza,1.0,100,Construccion,Materiales,,,,
"ARCO MECÁNICO 12""",1010230,10752.84,14516.33,12903.41,pza,pza,1.0,100,General,Otros,,,,
"ARCO MECÁNICO PROFESIONAL TUBULAR 12""",1010234,8403.48,11344.70,10084.18,pza,pza,1.0,100,General,Otros,,,,
FUMIGADOR DOMÉSTICO 2 LTS.,1010235,7359.32,9935.08,8831.18,pza,pza,1.0,100,General,Otros,,,,
EQUIPO ALTA EFICIENCIA LED 2X18W SOB C/TUBO,1010333009,24927.31,33651.87,29912.77,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
ESTANCO LED 2X18W 1200MM CON TUBO,1010381933,9747.84,13159.58,11697.40,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
MULTIMETRO DIGITAL CASERO,1010400,8272.96,11168.50,9927.55,pza,pza,1.0,100,General,Otros,,,,
PUERTA PINO OREGON 45 MM 70X200,1010720070,61935.76,83613.27,74322.91,unidad,unidad,1.0,100,General,Otros,,,,
PUERTA PINO OREGON 45 MM 75X200,1010720075,61788.17,83414.03,74145.80,unidad,unidad,1.0,100,General,Otros,,,,
PUERTA PINO OREGON 45 MM 80X200,1010720080,61865.48,83518.39,74238.57,unidad,unidad,1.0,100,General,Otros,,,,
PUERTA PINO OREGON 45 MM 85X200,1010720085,62096.40,83830.13,74515.68,unidad,unidad,1.0,100,General,Otros,,,,
PUERTA PINO OREGON 45 MM 90X200,1010720090,66430.66,89681.40,79716.80,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
HUINCHA 5 MTS. ART. FA-5M,1010747,6415.56,8661.01,7698.67,pza,pza,1.0,100,General,Otros,,,,
LIBERO FREEZER HORIZONTAL 100 LTS    LFH-100/ LFH-101,101082400003,114365.64,154393.61,137238.77,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
LIBERO FREEZER HORIZONTAL 300 LTS    LFH-300,101082900006,230970.20,311809.77,277164.24,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
FUMIGADOR 3 LITROS,1010835,19608.12,26470.96,23529.74,pza,pza,1.0,100,General,Otros,,,,
LIBERO FREEZER HORIZONTAL 200 LTS    LFH-200B / LFH-201,101083500024,160939.19,217267.91,193127.03,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
FUMIGADOR 5 LITROS,1010836,20036.83,27049.72,24044.19,pza,pza,1.0,100,General,Otros,,,,
FUMIGADOR 7 LITROS,1010837,23967.49,32356.11,28760.99,pza,pza,1.0,100,General,Otros,,,,
MARTILLO CAB. CONICA 29MM MGO FIBRA VIDRIO,1010852,10145.42,13696.32,12174.50,pza,pza,1.0,100,Herramientas,Discos y Corte,,,,
SOPORTE DOBLE 12 MM CROMADO (2 UNID),10110021,1816.24,2451.92,2179.48,unidad,unidad,1.0,100,General,Otros,,,,
"MECHA CARPINTERO 1/2""",1011372,1506.00,2033.10,1807.20,pza,pza,1.0,100,General,Otros,,,,
"MECHA CARPINTERO 3/4""",1011378,1716.84,2317.73,2060.21,pza,pza,1.0,100,General,Otros,,,,
"MECHA CARPINTERO 7/8""",1011381,1867.44,2521.04,2240.93,pza,pza,1.0,100,General,Otros,,,,
"MECHA CARPINTERO 1""",1011384,1957.80,2643.03,2349.36,pza,pza,1.0,100,General,Otros,,,,
"FRESA REDONDEADORA C/RODAMIENTO 1"" X 7/32""",1011469,6275.00,8471.25,7530.00,pza,pza,1.0,100,General,Otros,,,,
"ESCOBILLA ACERO C/MANGO CALIBRE 0,40 MM.",1011553,1965.83,2653.87,2359.00,pza,pza,1.0,100,Construccion,Materiales,,,,
"ESCOBILLA ACERO S/MANGO CALIBRE 0,40 MM.",1011556,2701.76,3647.38,3242.12,pza,pza,1.0,100,Construccion,Materiales,,,,
ESCOBILLA DE ACERO,1011559,2078.28,2805.68,2493.94,pza,pza,1.0,100,Aceros y Techumbre,Planchas,,,,
"BROCA PARA VIDRIO Y AZULEJO 1/8""",1011700,1566.24,2114.42,1879.49,pza,pza,1.0,100,General,Otros,,,,
"BROCA PARA VIDRIO Y AZULEJO 3/16""",1011701,1777.08,2399.06,2132.50,pza,pza,1.0,100,General,Otros,,,,
"BROCA PARA VIDRIO Y AZULEJO 1/4""",1011702,2198.76,2968.33,2638.51,pza,pza,1.0,100,General,Otros,,,,
"BROCA PARA VIDRIO Y AZULEJO 5/16""",1011703,2389.52,3225.85,2867.42,pza,pza,1.0,100,General,Otros,,,,
"PALA CAVADORA MANGOS MADERA 45""",1011973,31234.44,42166.49,37481.33,pza,pza,1.0,100,General,Otros,,,,
"CINTA SEÑALIZACION ""PELIGRO """,1012585,7453.70,10062.49,8944.44,pza,pza,1.0,100,General,Otros,,,,
"CORTAPERNOS DE 12""",1012830,17639.28,23813.02,21167.13,pza,pza,1.0,100,Ferreteria,Fijaciones,,,,
"CORTAPERNOS DE 18""",1012832,24984.54,33729.13,29981.45,pza,pza,1.0,100,Ferreteria,Fijaciones,,,,
CORTATUBO HASTA 30 MM.,1012853,9708.68,13106.72,11650.42,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
AVELLANADOR P/TUBOS,1012868,15361.20,20737.62,18433.44,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
CORTADOR CERÁMICA 40 CM.,1012929,42168.00,56926.80,50601.60,pza,pza,1.0,100,General,Otros,,,,
"JUEGO DADOS MAGNÉTICOS, 5/16', 5 PIEZAS, TRUPER EXPERT",1012942,2550.16,3442.72,3060.19,pza,pza,1.0,100,General,Otros,,,,
"DISCO DIAMANTE CONTINUO 4.1/2""",1012977,7599.28,10259.02,9119.13,pza,pza,1.0,100,Herramientas,Discos y Corte,,,,
HILO P/ALBAÑIL 65 MTS.,1012988,1058.22,1428.59,1269.86,pza,pza,1.0,100,General,Otros,,,,
HILO P/ALBAÑIL 165 MTS.,1012989,2028.08,2737.91,2433.70,pza,pza,1.0,100,General,Otros,,,,
LUBRICANTE AFLOJA TODO DE 110 ML,1013468,1852.38,2500.71,2222.86,pza,pza,1.0,100,General,Otros,,,,
LUBRICANTE AFLOJA TODO DE 235 ML,1013469,2302.17,3107.93,2762.61,pza,pza,1.0,100,General,Otros,,,,
LUBRICANTE AFLOJA TODO DE 400 ML,1013471,3405.57,4597.52,4086.68,pza,pza,1.0,100,General,Otros,,,,
MINI BOMBIN,1013790,6393.47,8631.19,7672.17,pza,pza,1.0,100,General,Otros,,,,
DESTORNILLADOR CRUZ 1/4 X4 DP-1/4X4B,1014076,2008.00,2710.80,2409.60,pza,pza,1.0,100,General,Otros,,,,
DESTORNILLADOR CRUZ 1/4 X8 DP-1/4X8B,1014082,2279.08,3076.76,2734.90,pza,pza,1.0,100,General,Otros,,,,
CALORKOTE NEGRO 280 (CERESITA),10141604,5791.07,7817.95,6949.29,litro,litro,1.0,100,Construccion,Materiales,,,,
DESTORNILLADOR DOS PUNTAS DOBLES JUEGO,1014200,4057.16,5477.17,4868.60,pza,pza,1.0,100,General,Otros,,,,
BARRE HOJAS METÁLICO DE 22 DIENTES C/MANGO MADERA,1014324,8094.25,10927.23,9713.10,pza,pza,1.0,100,General,Otros,,,,
"ESCUADRA COMBINACIÓN 12""",1014380,9917.51,13388.64,11901.01,pza,pza,1.0,100,General,Otros,,,,
"ESCUADRA FALSA 8""",1014382,4272.02,5767.23,5126.42,pza,pza,1.0,100,General,Otros,,,,
"ESCUADRA ALBAÑIL 16""X 24""",1014384,9086.20,12266.37,10903.44,pza,pza,1.0,100,General,Otros,,,,
"ESPATULA PLÁSTICA 4""",1014445,582.32,786.13,698.78,pza,pza,1.0,100,General,Otros,,,,
"ESPATULA FLEXIBLE 2""",1014448,2791.12,3768.01,3349.34,pza,pza,1.0,100,General,Otros,,,,
"ESPATULA FLEXIBLE 4""",1014450,3584.28,4838.78,4301.14,pza,pza,1.0,100,General,Otros,,,,
"ESPATULA FLEXIBLE 5""",1014451,3775.04,5096.30,4530.05,pza,pza,1.0,100,General,Otros,,,,
"EXTRACTOR DE POLEA 3""",1014500,16294.92,21998.14,19553.90,pza,pza,1.0,100,General,Otros,,,,
EXTRACTOR DE TORNILLO JUEGO 5 PIEZAS,1014512,4643.50,6268.73,5572.20,pza,pza,1.0,100,Ferreteria,Fijaciones,,,,
"FORMÓN PROFESIONAL 3/4""",1014627,3835.28,5177.63,4602.34,pza,pza,1.0,100,General,Otros,,,,
ACEITERA 500 ML.,1014874,3993.91,5391.78,4792.69,pza,pza,1.0,100,General,Otros,,,,
HACHA CAZADORA 1.1/4 LBS.CON MANGO MADERA,1014950,11234.76,15166.93,13481.71,pza,pza,1.0,100,General,Otros,,,,
HACHA MANO 1.1/3 LBS.CON MANGO HICKORY,1014954,13001.80,17552.43,15602.16,pza,pza,1.0,100,General,Otros,,,,
CLORO GRANULADO,10150,4029.05,5439.22,4834.86,POTE,POTE,1.0,100,General,Otros,,,,
"HUINCHA FATBOY DE 7,5 MTS.",1015025,8544.04,11534.45,10252.85,pza,pza,1.0,100,General,Otros,,,,
LLANA LISA,1015406,5160.56,6966.76,6192.67,pza,pza,1.0,100,General,Otros,,,,
LLANA DIENTE TRIANGULO,1015409,5301.12,7156.51,6361.34,pza,pza,1.0,100,General,Otros,,,,
LLANA DIENTE CUADRADO,1015410,5301.12,7156.51,6361.34,pza,pza,1.0,100,General,Otros,,,,
"LLAVE REGULABLE C/MANGO VINILO 8""",1015510,5331.24,7197.17,6397.49,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"LLAVE REGULABLE C/MANGO VINILO 10""",1015511,7921.56,10694.11,9505.87,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
LLAVES ALLEN PZA 10 MM.,1015536,4307.16,5814.67,5168.59,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
LLAVES ALLEN LARGAS C/BOLA,1015551,6024.00,8132.40,7228.80,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
LLAVE PUNTA Y CORONA 10 MM.,1015614,2389.52,3225.85,2867.42,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
LLAVE PUNTA Y CORONA 11 MM.,1015615,2610.40,3524.04,3132.48,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
LLAVE PUNTA Y CORONA 12 MM.,1015616,3062.20,4133.97,3674.64,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
LLAVE PUNTA Y CORONA 13 MM.,1015617,3323.24,4486.37,3987.89,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
LLAVE PUNTA Y CORONA 14 MM.,1015618,3614.40,4879.44,4337.28,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
LLAVE PUNTA Y CORONA 17 MM.,1015621,4407.56,5950.21,5289.07,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
LLAVE PUNTA Y CORONA 19 MM.,1015623,5130.44,6926.09,6156.53,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"LLAVE STILLSON 12""",1015837,14387.32,19422.88,17264.78,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"LLAVE STILLSON 14""",1015838,17700.52,23895.70,21240.62,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"MACHETES 18""",1015885,6144.48,8295.05,7373.38,pza,pza,1.0,100,General,Otros,,,,
TOPE LISO 12MM,10160002,66.26,89.46,79.52,unidad,unidad,1.0,100,General,Otros,,,,
COMBO C/MANGO MADERA 4 LBS.,1016508,16224.64,21903.26,19469.57,pza,pza,1.0,100,General,Otros,,,,
MARTILLO M/MADERA 16 OZ 27 MM,1016752,6987.84,9433.58,8385.41,pza,pza,1.0,100,Herramientas,Discos y Corte,,,,
MARTILLO M/MADERA 20 OZ. 29 MM.,1016753,8795.04,11873.30,10554.05,pza,pza,1.0,100,Herramientas,Discos y Corte,,,,
CORTADOR DE AZULEJO DE 60 CMS,1016781,63252.00,85390.20,75902.40,pza,pza,1.0,100,General,Otros,,,,
CUCHILLO CARTONERO,1016950,6666.56,8999.86,7999.87,pza,pza,1.0,100,General,Otros,,,,
CUCHILLO CARTONERO C/GRIP,1016977,3001.96,4052.65,3602.35,pza,pza,1.0,100,General,Otros,,,,
"NIVEL CLÁSICO DE ALUMINIO 2 AGUAS 14""",1017032,7560.12,10206.16,9072.14,pza,pza,1.0,100,General,Otros,,,,
"NIVEL CLÁSICO DE ALUMINIO 2 AGUAS 18""",1017034,10100.24,13635.32,12120.29,pza,pza,1.0,100,General,Otros,,,,
"NIVEL CLÁSICO DE ALUMINIO 2 AGUAS 24""",1017036,12590.16,16996.72,15108.19,pza,pza,1.0,100,General,Otros,,,,
"NIVEL CLÁSICO DE ALUMINIO 2 AGUAS 36""",1017038,17710.56,23909.26,21252.67,pza,pza,1.0,100,General,Otros,,,,
"NIVEL CLÁSICO DE ALUMINIO 2 AGUAS 48""",1017040,20677.38,27914.46,24812.86,pza,pza,1.0,100,General,Otros,,,,
"SIERRA COPA P/CERAMICA Y AZULEJO 1 1/2""",1017130,14558.00,19653.30,17469.60,pza,pza,1.0,100,Herramientas,Discos y Corte,,,,
"SIERRA COPA P/CERAMICA Y AZULEJO 1 3/4""",1017131,17188.48,23204.45,20626.18,pza,pza,1.0,100,Herramientas,Discos y Corte,,,,
"ALICATE UNIVERSAL 7""",1017303,7700.68,10395.92,9240.82,pza,pza,1.0,100,Herramientas,Discos y Corte,,,,
"ALICATE UNIVERSAL 8""",1017304,9046.04,12212.15,10855.25,pza,pza,1.0,100,Herramientas,Discos y Corte,,,,
"ALICATE UNIVERSAL 9""",1017305,10562.08,14258.81,12674.50,pza,pza,1.0,100,Herramientas,Discos y Corte,,,,
"ALICATE UNIVERSAL DE 7"" 1.000 VOLTS",1017329,8624.36,11642.89,10349.23,pza,pza,1.0,100,Herramientas,Discos y Corte,,,,
PISTOLA CALAFATEAR C/CREMALLERA,1017550,3393.52,4581.25,4072.22,pza,pza,1.0,100,Construccion,Materiales,,,,
PISTOLA CALAFATEAR EXTRA-FUERTA DOBLE VARILLA,1017558,8393.44,11331.14,10072.13,pza,pza,1.0,100,Construccion,Materiales,,,,
"PRENSA CARPINTERO 6""",1017663,12580.12,16983.16,15096.14,pza,pza,1.0,100,General,Otros,,,,
"GRAPAS P/ENGRAPADORA ET-50 1.000 PZAS. 1/4""",1017965,1006.01,1358.11,1207.21,pza,pza,1.0,100,General,Otros,,,,
"GRAPAS P/ENGRAPADORA ET-50 1.000 PZAS. 5/16""",1017966,1131.51,1527.54,1357.81,pza,pza,1.0,100,General,Otros,,,,
"GRAPAS P/ENGRAPADORA ET-19 1.000 PZAS. 1/4""",1017970,753.00,1016.55,903.60,pza,pza,1.0,100,General,Otros,,,,
"GRAPAS P/ENGRAPADORA ET-19 1.000 PZAS. 5/16""",1017971,845.37,1141.25,1014.44,pza,pza,1.0,100,General,Otros,,,,
ENGRAPADORA TIPO PISTOLA,1017977,13724.68,18528.32,16469.62,pza,pza,1.0,100,General,Otros,,,,
"SIERRA COPA BIMETALICA 1.3/ 4""",1018096,6455.72,8715.22,7746.86,pza,pza,1.0,100,Herramientas,Discos y Corte,,,,
"SIERRA COPA BIMETALICA 2""",1018097,7479.80,10097.73,8975.76,pza,pza,1.0,100,Herramientas,Discos y Corte,,,,
"SERRUCHO 22"" 7DPP CON MANGO DE MADERA. LÍNEA SELECTO",1018160,12449.60,16806.96,14939.52,unidad,unidad,1.0,100,General,Otros,,,,
"SERRUCHO PODAR 16""",1018179,7871.36,10626.34,9445.63,pza,pza,1.0,100,General,Otros,,,,
"SIERRA CIRCULAR P/MADERA 7.1/4"" 24 DIENTES CENTRO 5/8",1018300,6594.27,8902.27,7913.13,pza,pza,1.0,100,Herramientas,Discos y Corte,,,,
"SIERRA CIRCULAR P/MADERA 7.1/4"" 40 DIENTES CENTRO 5/8",1018301,7550.08,10192.61,9060.10,pza,pza,1.0,100,Herramientas,Discos y Corte,,,,
