nombre,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel,unidad
ADAPTADOR MANGUERA 1/2' HE - EDR,116102,251.00,338.85,301.20,unidad,unidad,1.0,100,General,Otros,,,,
ADAPTADOR MANGUERA 1/2' HI - EDR,116108,240.96,325.30,289.15,unidad,unidad,1.0,100,General,Otros,,,,
ADAPTADOR BI MANGUERA 1/2' Y 3/4' HI - EDR,116112,431.72,582.82,518.06,unidad,unidad,1.0,100,General,Otros,,,,
ADAPTADOR BI MANGUERA 3/4' Y 1' HI EDR,116114,662.64,894.56,795.17,unidad,unidad,1.0,100,General,Otros,,,,
CONECTOR RAPIDO 1/2' SIMPLE - EDR,116122,612.44,826.79,734.93,unidad,unidad,1.0,100,General,Otros,,,,
CONECTOR RAPIDO 3/4' SIMPLE - EDR,116124,773.08,1043.66,927.70,unidad,unidad,1.0,100,General,Otros,,,,
CONECTOR RAPIDO 1/2' AUTO STOP - EDR,116126,562.24,759.02,674.69,unidad,unidad,1.0,100,General,Otros,,,,
REPARADOR DE MANGUERA 1/2' - EDR,116132,612.44,826.79,734.93,unidad,unidad,1.0,100,General,Otros,,,,
REPARADOR DE MANGUERA 3/4' - EDR,116134,773.08,1043.66,927.70,unidad,unidad,1.0,100,General,Otros,,,,
LLAVEROS,1165002,712.84,962.33,855.41,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
LLAVERO CON DESTORNILLADOR Y DESTAPADOR,1165015,1777.08,2399.06,2132.50,pza,pza,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"RETORNO ORIENTABLE EXTERIOR 1 1/2""",117000,2374.66,3205.79,2849.59,Unidad,Unidad,1.0,100,General,Otros,,,,
"RETORNO EMBUTIR ARO BLANCO 1 1/2""",117003,3090.31,4171.92,3708.37,Unidad,Unidad,1.0,100,General,Otros,,,,
"CONECTOR MANGUERA 1/2"" P/LLAVE JARDÍN 1/2"" - LATÓN",117703001-T,462.84,624.84,555.41,unid.,unid.,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"CONECTOR MANGUERA 1/2"" P/LLAVE JARDÍN 3/4"" - LATÓN",117804001-T,663.64,895.92,796.37,unid.,unid.,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
SACAHOJAS PLANO 32MM SIN MANGO,118000,2492.85,3365.35,2991.42,Unidad,Unidad,1.0,100,General,Otros,,,,
SACAHOJAS PLANO 19 MM CON MANGO ALUMINIO,118001,4830.65,6521.37,5796.77,unidad,unidad,1.0,100,General,Otros,,,,
"SACAHOJAS BOLSA GRANDE 32 MM, SIN MANGO",118005,10531.96,14218.15,12638.35,Unidad,Unidad,1.0,100,General,Otros,,,,
PAPEL FOTOCOPIA CARTA 75 GR EQUALIT 500 HJ.,11820,3490.75,4712.51,4188.90,resma,resma,1.0,100,General,Otros,,,,
PUERTA TOKYO ENCHAPADA MARA 2000X800X45MM,119220200080C,55284.12,74633.56,66340.94,unidad,unidad,1.0,100,General,Otros,,,,
ESMALTE AL AGUA ACRYFOL BLANCO 005,1200002,76891.34,103803.31,92269.61,balde,balde,1.0,100,Pinturas,Aplicacion,,,,
"LISA ZG 0,35X1000X2500 G60",1200083,7392.25,9979.54,8870.70,PL,PL,1.0,100,General,Otros,,,,
"LISA ZA 0,35X950X2000 AZ80",1200299,5612.36,7576.69,6734.83,pl,pl,1.0,100,General,Otros,,,,
"LISA ZA 0,35X950X2500 AZ80",1200300,7540.04,10179.05,9048.05,pl,pl,1.0,100,General,Otros,,,,
MALLA CUADRADA TIPO 5014 1.20 X 25 MTS,1202-62,55739.92,75248.89,66887.91,rollo,rollo,1.0,100,General,Otros,,,,
MALLA CUADRADA TIPO 5014 1.50 X 25 MTS,1202-63,69640.83,94015.13,83569.00,rollo,rollo,1.0,100,General,Otros,,,,
MALLA CUADRADA TIPO 5014 1.80 X 25 MTS,1202-64,83405.45,112597.36,100086.54,rollo,rollo,1.0,100,General,Otros,,,,
"MALLA ROMBO GALVANIZADA 5014 X 1,20 X 25 MTS.",120202,2927.09,3951.57,3512.51,ml,ml,1.0,100,General,Otros,,,,
"MALLA ROMBO GALVANIZADA 5014 X 1,50 X 25 MTS.",120203,3658.30,4938.71,4389.97,ml,ml,1.0,100,General,Otros,,,,
"MALLA ROMBO GALVANIZADA 5014 X 1,80 X 25 MTS.",120204,4380.04,5913.05,5256.05,ml,ml,1.0,100,General,Otros,,,,
"MALLA ROMBO GALVANIZADA TIPO 5014 X 1,0 X 25 MTS.",120261,1642.91,2217.92,1971.49,ml,ml,1.0,100,General,Otros,,,,
"ROMBO ALTEC 60 BWG 15 Ø=1,95MM 1,20 X 25 MTS.",120262,2007.00,2709.44,2408.40,ml,ml,1.0,100,General,Otros,,,,
"ROMBO ALTEC 60 BWG 15 Ø=1,95MM 1,50 X 25 MTS.",120263,2507.99,3385.79,3009.59,ml,ml,1.0,100,General,Otros,,,,
"ROMBO ALTEC 60 BWG 15 Ø=1,95MM 1 ,80X 25 MTS.",120264,3002.96,4054.00,3603.56,ml,ml,1.0,100,General,Otros,,,,
"CERCO GANADERO 7 HEBRAS X 1,00 MTS.",120302,10345.22,13966.04,12414.26,ml,ml,1.0,100,General,Otros,,,,
CINTA AZUDSPRINT 8 MIL 20CM (16MM) 5 L/H/M - ROLLO 2.700M,120444,140700.56,189945.76,168840.67,rollo,rollo,1.0,100,General,Otros,,,,
"CINTA AZUDSPRINT 8 MIL 30CM (16MM) 3,33 L/H/M - ROLLO 2.900M ( 05CAC030 )",120446,143843.08,194188.16,172611.70,rollo,rollo,1.0,100,General,Otros,,,,
"MANGO AZADON CORRIENTE 50""",1205,2208.80,2981.88,2650.56,unidad,unidad,1.0,100,General,Otros,,,,
PLACA ARMADA C/ TOMA DOBLE 2P+T 10A 250V - BLANCO,1208BN,1944.75,2625.41,2333.70,UNIDAD,UNIDAD,1.0,100,Electricidad,Cables y Accesorios,,,,
SIN CLAVOS NI TORNILLOS INTERIOR 360 GRS BELGICA,120933,1734.91,2342.13,2081.89,caja,caja,1.0,100,Ferreteria,Fijaciones,,,,
SIN CLAVOS NI TORNILLOS EXTERIOR 360 GRS BELGICA,120935,1964.83,2652.52,2357.79,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
HIDRO AGUA FRIA HOGAR 105 BAR MOD.RAP 110,121051,49299.41,66554.21,59159.29,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
HIDRO AGUA FRIA HOGAR 120BAR MOD.HOUSE 120,121052,74203.63,100174.90,89044.36,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
MANILLA 10-2 AL SKIN PACK,121062,3062.20,4133.97,3674.64,unidad,unidad,1.0,100,Hogar,Banio y Decoracion,,,,
MANILLA 10-3 AL SKIN PACK,121072,3694.72,4987.87,4433.66,unidad,unidad,1.0,100,Hogar,Banio y Decoracion,,,,
BISAGRA ACERO 35 X 35 X 2 MM NS CJ,121460,5592.28,7549.58,6710.74,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"MANGO HACHA OVALADA 36""",1216,1586.32,2141.53,1903.58,unidad,unidad,1.0,100,General,Otros,,,,
"PLACA MARM TRAVERTINO BEIGE C ROMA1,20X2,40X6MM (PARA COTIZAR)",121605,40962.87,55299.87,49155.44,unidad,unidad,1.0,100,General,Otros,,,,
"CAÑ AZUD GENIUN PC 16/40 2 L/H 0,5 M - ROLLO 500 M ( 2608C050 )",121635,114255.20,154244.52,137106.24,unidad,unidad,1.0,100,General,Otros,,,,
PERMANIT RANURADO 120X240X6 (80 UND X PALLET),121815,14272.86,19268.37,17127.44,unidad,unidad,1.0,100,General,Otros,,,,
PLANCHA SUPERPUDAHUEL 1200X2400X5 MM,121862,10730.53,14486.22,12876.64,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
PLANCHA SUPERPUDAHUEL 1200X2400X6 MM,121865,12957.05,17492.02,15548.46,Unidad,Unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
PLANCHA SUPERPUDAHUEL 1200X2400X4 MM,121867,7739.80,10448.72,9287.76,Unidad,Unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
PLANCHA CERAMIC BASE 120X240X6 MM,121933,15913.10,21482.68,19095.72,Unidad,Unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
CEDRALNATURAL C00 190X3660X6 MM,121938,4329.25,5844.48,5195.10,unidad,unidad,1.0,100,General,Otros,,,,
GOT DESMONTABLE AUTOCOMPENSADO 4 L/H RAMBO NEGRO,122058,108.43,146.38,130.12,unidad,unidad,1.0,100,General,Otros,,,,
GOT REGULABLE R70 0-70 L/HR VERDE,122312,46.18,62.35,55.42,unidad,unidad,1.0,100,General,Otros,,,,
GOT REGULABLE R70 0-70 L/HR ROJO,122314,46.18,62.35,55.42,unidad,unidad,1.0,100,General,Otros,,,,
GOT DESMONTABLE REGULAR 4 L/HR RAMBO,122328,84.34,113.85,101.20,unidad,unidad,1.0,100,General,Otros,,,,
MSD MACHIHEMBRADO 3/4X5X3200X370 (CONCEPCIÓN),1225512-Concepción,2199.76,2969.68,2639.72,un,un,1.0,100,General,Otros,,,,
ESPUMA POLIURETANO 1K 500 ML SOUDAL,123362,3928.65,5303.68,4714.38,unidad,unidad,1.0,100,General,Otros,,,,
FIX ALL HUGH TACK BLANCO 290ML,123393,4146.52,5597.80,4975.82,unidad,unidad,1.0,100,General,Otros,,,,
SIN CLAVOS NI TORNILLOS INTERIOR 280ML SOUDAL,123476,1734.91,2342.13,2081.89,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
TERCIADO ESTRUCTURAL 9X 2440X1220X108 (CONCEPCIÓN),1236426-Concepción,12309.04,16617.20,14770.85,un,un,1.0,100,General,Otros,,,,
"TERMINAL MANGUERA 1 1/2""",124002,1073.48,1449.19,1288.17,unidad,unidad,1.0,100,General,Otros,,,,
"MANGO PICOTA OVALADA 36""",1242,1581.30,2134.76,1897.56,unidad,unidad,1.0,100,General,Otros,,,,
"MANGO ROZON 50""",1243,2055.69,2775.18,2466.83,unidad,unidad,1.0,100,General,Otros,,,,
PLATACHO CHICO (COIGUE) 14.5 X 30CM.(*),1244,4743.90,6404.27,5692.68,unidad,unidad,1.0,100,General,Otros,,,,
PLATACHO GRANDE (COIGUE) 14.5 X 40CM.(*),1245,4819.20,6505.92,5783.04,unidad,unidad,1.0,100,General,Otros,,,,
PALA ASEO PLASTICA MANGO LARGO,12457,722.88,975.89,867.46,unidad,unidad,1.0,100,General,Otros,,,,
"DRENO DE FONDO C/TAPA ANTIRREMOLINO, SALIDA 2""",125000,8032.00,10843.20,9638.40,unidad,unidad,1.0,100,General,Otros,,,,
SIKACERAM 300 EXTRA PASTA TINETA 25 KG (SANTIAGO),1250225,10003.86,13505.21,12004.63,tineta,tineta,1.0,100,General,Otros,,,,
OLB 8X1220X2440 (85PLS) CONCEPCIÓN,12817NH085-CON,8015.94,10821.51,9619.12,UN,UN,1.0,100,General,Otros,,,,
"BARANDA RECTA 3.00 MTS C/REGATONES, SIN SOPORTES",129053,32128.00,43372.80,38553.60,unidad,unidad,1.0,100,General,Otros,,,,
SOPORTE BARANDA EN PLASTICO ABS C/FV S/TORNILLOS,129054,2911.60,3930.66,3493.92,Unidad,Unidad,1.0,100,Ferreteria,Fijaciones,,,,
CERRADURA SOBREPONER CHILENA 2010 PITON TITANIO BT,129831,22248.64,30035.66,26698.37,unidad,unidad,1.0,100,Hogar,Banio y Decoracion,,,,
CINTA PELIGRO 350M (1 CAJA CON 8 ROLLOS),13.09,26003.60,35104.86,31204.32,CAJA,CAJA,1.0,100,General,Otros,,,,
ROLLO MALLA FAENERA NARANJA 1X 45 MTS DE 56 GR,13.10,7017.96,9474.25,8421.55,rollo,rollo,1.0,100,General,Otros,,,,
EXCÉNTRICA 47-52 MM PARA GRIFS. TINA Y RECEPTÁCULO,130000022-T,676.70,913.54,812.04,unid.,unid.,1.0,100,General,Otros,,,,
TUERCA LOCA Y POSTIZO PARA MONOMANDO TINA,130000025-N,713.84,963.69,856.61,unid.,unid.,1.0,100,Ferreteria,Fijaciones,,,,
CUELLO COMBINACIÓN LAVAPLATO ANTONELLA,130000044-T,2349.36,3171.64,2819.23,unid.,unid.,1.0,100,General,Otros,,,,
"GOLILLA PLANA SELLO DESAGÜE A SIFÓN 1.1/2""",130000149-T,70.28,94.88,84.34,unid.,unid.,1.0,100,General,Otros,,,,
CUELLO NEGRO FLEXIBLE PARA MONOMANDO LAVAPLATO,130000159-T,3983.87,5378.23,4780.65,unid.,unid.,1.0,100,General,Otros,,,,
CUELLO ROJO FLEXIBLE PARA MONOMANDO LAVAPLATO,130000160-T,4024.03,5432.44,4828.84,unid.,unid.,1.0,100,General,Otros,,,,
CUELLO VERDE FLEXIBLE PARA MONOMANDO LAVAPLATO,130000161-T,3983.87,5378.23,4780.65,unid.,unid.,1.0,100,General,Otros,,,,
CARRITO CON 2 RUEDAS PARA SHOWER DOOR (SUPERIOR),130000194-N,1624.47,2193.04,1949.37,unid.,unid.,1.0,100,General,Otros,,,,
SACO PAPERO ROJO 25 KG 45X76,130080006092,125.50,169.43,150.60,unidad,unidad,1.0,100,General,Otros,,,,
TUBO SANITARIO GRIS 110 MM CLASE 4 (6MTS),13010,14125.28,19069.12,16950.33,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
TUBO SANITARIO GRIS 110 MM CLASE 4 (6MTS),13010,14125.28,19069.12,16950.33,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
MALLA ASADERA 0.60X90,1302-19,12232.74,16514.19,14679.28,ROLLO,ROLLO,1.0,100,General,Otros,,,,
PARRILLA ASADO 0.90X0.60 AL.3.40 MM.,130219,13152.40,17755.74,15782.88,unidad,unidad,1.0,100,General,Otros,,,,
PLACA ARMADA C/ TOMA 2P+T TRIPLE 10A 250V - BLANCO,1308BN,2672.65,3608.07,3207.18,UNIDAD,UNIDAD,1.0,100,Electricidad,Cables y Accesorios,,,,
SILICONA PRO ESPECIAL PROSIL TRANSPARENTE CON FUNGICIDA,131691,1395.56,1884.01,1674.67,unidad,unidad,1.0,100,General,Otros,,,,
SIMPLISIMA PIEDRA AZTECA AMARILLA 6MM,131861,45062.13,60833.88,54074.56,unidad,unidad,1.0,100,General,Otros,,,,
SELLADOR DE POLIURETANO 300ML 40FC GRIS,131893,3710.78,5009.56,4452.94,unidad,unidad,1.0,100,General,Otros,,,,
SELLADOR DE POLIURETANO 300ML 40FC BLANCO,131895,3710.78,5009.56,4452.94,unidad,unidad,1.0,100,General,Otros,,,,
CERA AUTO 200 CC CREMA KIT TEFLON,13328,3291.21,4443.14,3949.45,und,und,1.0,100,General,Otros,,,,
SILICONA AUTO SPRAY 420 CC KIT,13330,3582.17,4835.93,4298.61,und,und,1.0,100,General,Otros,,,,
TESTER CLORO Y PH,134100,4216.80,5692.68,5060.16,unidad,unidad,1.0,100,General,Otros,,,,
SILICONA PRO ESPECIAL PROSIL BLANCA CON FUNGICIDA,134613,1395.56,1884.01,1674.67,unidad,unidad,1.0,100,General,Otros,,,,
CERRADURA CILINDRICA YALE OFICINA-DORMITORIO INOX BT,134631,14969.64,20209.01,17963.57,unidad,unidad,1.0,100,Hogar,Banio y Decoracion,,,,
CERRADURA CILINDRICA YALE OFICINA-DORMITORIO BP BT,134691,15290.92,20642.74,18349.10,unidad,unidad,1.0,100,Hogar,Banio y Decoracion,,,,
PLACA CEMENTO CLASICO AZTECA GRIS 1.20MX2.40MX6MM,134957,37931.09,51206.97,45517.31,unidad,unidad,1.0,100,Construccion,Materiales,,,,
DRENES VC-100,137201,823.00,1111.05,987.60,unidad,unidad,1.0,100,General,Otros,,,,
CANDADO BRONCE ESTÁNDAR P/140 40MM BR BT,137221,6957.72,9392.92,8349.26,unidad,unidad,1.0,100,Hogar,Banio y Decoracion,,,,
CANDADO BRONCE ESTÁNDAR P/150 50MM BR BT,137231,10863.28,14665.43,13035.94,unidad,unidad,1.0,100,Hogar,Banio y Decoracion,,,,
SELLADOR ACRILICO SILICONIZADO BLANCO RETAIL TUBO AMARILLO,138094,1026.09,1385.22,1231.31,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"CANAL CORNISA ZG 0,35X300X2000 G60",1400001,2018.04,2724.35,2421.65,ti,ti,1.0,100,General,Otros,,,,
"CANAL CORNISA ZG 0,35X300X3000 G60",1400002,3047.14,4113.64,3656.57,ti,ti,1.0,100,General,Otros,,,,
"PERLON TRENZADO 4,0 MM X CARRETE 1000 METROS",14004,70280.00,94878.00,84336.00,unidad,unidad,1.0,100,General,Otros,,,,
"PERLON TRENZADO 5,0 MM X CARRETE 800 METROS",14005,70280.00,94878.00,84336.00,unidad,unidad,1.0,100,General,Otros,,,,
"PERLON TRENZADO 6,0 MM X CARRETE 500 METROS",14006,70280.00,94878.00,84336.00,unidad,unidad,1.0,100,General,Otros,,,,
