nombre,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel,unidad
"PERNO COCINA CAB REDONDA ZN 1/4 X 2""",001004_CZ016128,100.60,135.81,120.72,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"PERNO ANCLAJE 3/8 X 5"" (CAJAS DE 50)",001010__024319,566.26,764.45,679.51,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"PERNO ANCLAJE ZN 3/8 X 6.1/2"" (50)",001010__024416,695.57,939.02,834.69,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"PERNO ANCLAJE ZN 1/2 X 4.1/4"" (40)",001010__032272,855.41,1154.80,1026.49,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
CLAVO P/TECHO 1.3/4 (100 PZ.),001CLATEC112,4116.40,5557.14,4939.68,bolsa,bolsa,1.0,100,General,Otros,,,,
CLAVO TECHO HELICOIDAL ZINC 2.1/2 C/GOLILLA (100 PZ),001CLATEC159,4317.20,5828.22,5180.64,bolsa,bolsa,1.0,100,Aceros y Techumbre,Planchas,,,,
"GOLILLA PLANA CTE NG 1/4"" (100)",003003_C_015999,46.18,62.35,55.42,unidad,unidad,1.0,100,General,Otros,,,,
"GOLILLA PLANA CTE NG 5/16"" (100)",003003_C_019999,48.19,65.06,57.83,unidad,unidad,1.0,100,General,Otros,,,,
"MOTOR GASOLINA MOD TF55FX 5,5 HP, 163CC PART. MANUAL",004-003,189756.00,256170.60,227707.20,unidad,unidad,1.0,100,General,Otros,,,,
"MOTOR GASOLINA MOD TF150FX 15,0 HP, 420CC PART. MANUAL",004-012,451800.00,609930.00,542160.00,unidad,unidad,1.0,100,General,Otros,,,,
"TORNILLO AUTOP #3 C/GOL ZN 12-14 X 1"" (100)",004010__012-064,51.00,68.85,61.20,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO AUTOP #3 C/GOL ZN 12-14 X 2"" (100)",004010__012-128,73.69,99.49,88.43,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO AUTOP #3 C/GOL ZN 12-14 X 2.1/2"" (100)",004010__012-160,86.95,117.38,104.34,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO AUTOP TAP FAST GALV 9-15 X 1.1/2"" C 5/16",004010_0915096,62.75,84.71,75.30,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO AUTOP TAP FAST GALV 9-15 X 2"" C 5/16",004010_0915127,68.87,92.98,82.65,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO AUTOP TAP FAST GALV 9-15 X 2.1/2"" C 5/16",004010_0915160,77.11,104.09,92.53,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"T.AUT.TAP-FAST C/GOL. 9-15X3"" HEX 5/16 CAJA 100 PC",004010_0915193,89.36,120.63,107.23,unidad,unidad,1.0,100,General,Otros,,,,
"TORNILLO SOBERBIO ZN 3/16 X 2""",4010012127,37.15,50.15,44.58,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO AUTOP TAP FAST C/GOL PTA ESP 10-12 X 2""",004012_1012128,29.22,39.44,35.06,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO AUTOP TAP FAST GALV 10-12 X 2.1/2"" C 5/16 (100)",004012_1012160,34.14,46.08,40.96,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA CRS ZN 6 X 3/4"" (100-7.500)",004016VNZ006048,9.54,12.88,11.45,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA CRS H.ESP.ZN 6 X 1.5/8""",004016VNZ006104,17.77,23.99,21.32,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA CRS ZN 6 X 2"" (100-2.400)",004016VNZ006128,20.98,28.33,25.18,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA CRS ZN 8 X 2.1/2"" (100-2.400)",004016VNZ008129,29.82,40.26,35.78,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA CRS ZN 8 X 3"" (100-2.400)",004016VNZ008192,36.55,49.34,43.85,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA CRS ZN 8 X 3.1/2"" (100-2.400)",004016VNZ008222,38.15,51.51,45.78,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA CRS ZN 8 X 4"" (100-1.600)",004016VNZ008256,46.18,62.35,55.42,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA ZN P/B 6 X 1.1/4"" (100-4.000)",004017_PB006080,17.57,23.72,21.08,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO VOLCANITA PH.ZN.P/BR 6 X 1.5/8""",004017_PB006104,21.99,29.68,26.39,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TORNILLO TRUSS ZN P/F 8-18 X 1/2"" (100)",004018PF_008032,12.55,16.94,15.06,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
TORNILLO TECHO POLICARBONATO 1.1/2 (BOLSA 100 PZ),004019_P0000961,19232.62,25964.04,23079.15,bolsa,bolsa,1.0,100,Ferreteria,Fijaciones,,,,
"TORN.TECHO POLICARBONATO 2"" (BOLSA 100 PZ)",004019_P0001281,20029.80,27040.23,24035.76,bolsa,bolsa,1.0,100,General,Otros,,,,
"HILO ZN 3/8"" X 1 METRO",005005_CZ024000,2012.02,2716.22,2414.42,unidad,unidad,1.0,100,General,Otros,,,,
TARUGO CLAVO PH 8 X 120MM (100),006004___008120,190.86,257.66,229.03,unidad,unidad,1.0,100,General,Otros,,,,
REMACHE POP ALUMINIO 4.0 X 12MM (1.000),007019_RK_4012,28.11,37.95,33.73,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 8MM (1.000),007019_RK_4808,30.12,40.66,36.14,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 10MM (1.000),007019_RK_4810,32.13,43.37,38.55,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 12MM (1.000),007019_RK_4812,35.14,47.44,42.17,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 14MM (1.000),007019_RK_4814,39.16,52.86,46.99,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 16MM (1.000),007019_RK_4816,50.20,67.77,60.24,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 20MM,007019_RK_4820,50.20,67.77,60.24,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 25MM (500),007019_RK_4825,50.20,67.77,60.24,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
REMACHE POP ALUMINIO 4.8 X 30MM,007019_RK_4830,50.20,67.77,60.24,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
"TIRAFONDO NG PAVONADO 1/4 X 2.1/2""",007022__016159,100.40,135.54,120.48,unidad,unidad,1.0,100,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 1""",007022__020064,85.34,115.21,102.41,unidad,unidad,1.0,100,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 1.1/2""",007022__020095,99.40,134.18,119.28,unidad,unidad,1.0,100,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 2""",007022__020127,123.89,167.26,148.67,unidad,unidad,1.0,100,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 2.1/2""",007022__020159,159.64,215.51,191.56,unidad,unidad,1.0,100,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 3""",007022__020191,187.75,253.46,225.30,unidad,unidad,1.0,100,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 3.1/2""",007022__020223,245.98,332.07,295.18,unidad,unidad,1.0,100,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 4""",007022__020255,337.65,455.82,405.17,unidad,unidad,1.0,100,General,Otros,,,,
"TIRAFONDO NG PAVONADO 5/16 X 4.1/2""",007022__020287,363.05,490.11,435.66,unidad,unidad,1.0,100,General,Otros,,,,
ELECT 6011 3/32-2.5MM TB11 (25/5K) TB,007025_TB11-24,4216.80,5692.68,5060.16,kg,kg,1.0,100,General,Otros,,,,
CALEFACTOR LEÑA SCANTEK 360,45323,329961.59,445448.14,395953.91,unidad,unidad,1.0,100,Construccion,Materiales,,,,
CALEFACTOR LEÑA CLASSIC 400 ROJA,45505,424246.22,572732.40,509095.47,unidad,unidad,1.0,100,Construccion,Materiales,,,,
CALEFACTOR LEÑA CLASSIC 500 ROJA,45597,508615.36,686630.73,610338.43,unidad,unidad,1.0,100,Construccion,Materiales,,,,
COCINA LEÑA TRADICIONAL ANGELINA BLANCA,01-118,491741.13,663850.52,590089.35,unidad,unidad,1.0,100,General,Otros,,,,
COCINA LEÑA TRADICIONAL ANGELINA NEGRA,01-170,491741.13,663850.52,590089.35,unidad,unidad,1.0,100,General,Otros,,,,
CALEFACTOR LEÑA NORDIC 380,43831,407372.00,549952.19,488846.40,unidad,unidad,1.0,100,Construccion,Materiales,,,,
CALEFACTOR A PELLET ITALY 7100 ROJA,01-219,719540.70,971379.94,863448.84,unidad,unidad,1.0,100,Construccion,Materiales,,,,
CALEFACTOR LEÑA SCANTEK 350,12055,297692.02,401884.23,357230.43,unidad,unidad,1.0,100,Construccion,Materiales,,,,
CALEFACTOR LEÑA NORDIC 450,13150,424246.22,572732.40,509095.47,unidad,unidad,1.0,100,Construccion,Materiales,,,,
TB. HIDRÁULICO. 110MMC-4,01.01.100,17323.09,23386.17,20787.70,unidad,unidad,1.0,100,General,Otros,,,,
TB. SANITARIO GRIS 40MM,01.02.005,3866.66,5219.98,4639.99,unidad,unidad,1.0,100,General,Otros,,,,
TB. SANITARIO GRIS 50MM,01.02.015,4891.32,6603.28,5869.58,unidad,unidad,1.0,100,General,Otros,,,,
TB. SANITARIO GRIS 75MM,01.02.025,7443.31,10048.47,8931.98,unidad,unidad,1.0,100,General,Otros,,,,
"CLAVO C/GOL PLASTICA 2""",0100191_SDM0128,52.21,70.48,62.65,unidad,unidad,1.0,100,General,Otros,,,,
"CLAVO C/GOL PLASTICA 2.1/2"" (100)",0100191_SDM0160,80.32,108.43,96.38,unidad,unidad,1.0,100,General,Otros,,,,
"CLAVO C/GOL PLASTICA 3"" (100)",0100191_SDM0192,86.34,116.56,103.61,unidad,unidad,1.0,100,General,Otros,,,,
PARRILLA DISCO ARADO 55CM.,01003-0015,22709.48,30657.79,27251.37,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
PARRILLA DISCO 45CM,01003-0020,17454.54,23563.63,20945.45,unidad,unidad,1.0,100,Herramientas,Discos y Corte,,,,
MONOMANDO LAVATORIO COLOMBA,010100102-T,6227.81,8407.55,7473.37,unid.,unid.,1.0,100,General,Otros,,,,
MONOMANDO LAVATORIO DOMENICA,010100302-T,7308.12,9865.96,8769.74,unid.,unid.,1.0,100,General,Otros,,,,
MONOMANDO LAVATORIO MODERN TAUMM,010100601-T,11058.06,14928.38,13269.67,unid.,unid.,1.0,100,General,Otros,,,,
MONOMANDO LAVATORIO MODERN INOX,010100607-T,10492.80,14165.29,12591.36,unid.,unid.,1.0,100,General,Otros,,,,
MONOMANDO LAVATORIO ALTO MODERN INOX,010100608-T,13359.22,18034.95,16031.07,unid.,unid.,1.0,100,General,Otros,,,,
MONOMANDO LAVATORIO AL MURO HESSEN,010100702-T,32314.74,43624.90,38777.69,unid.,unid.,1.0,100,General,Otros,,,,
MONOMANDO LAVATORIO NOTTE,010101002-T,11238.78,15172.35,13486.53,unid.,unid.,1.0,100,General,Otros,,,,
BISAGRA L55 1 '' C/TORN. BRONCEADO DP 2 U.,10111150,471.88,637.04,566.26,display,display,1.0,100,Hogar,Banio y Decoracion,,,,
MONOMANDO TINA-DUCHA COLOMBA,010300102-T,9810.08,13243.61,11772.10,unid.,unid.,1.0,100,General,Otros,,,,
BISAGRA L38 1 1/2'' A. ZINCADO C/ TORNILLOS DP 2,10311168,788.14,1063.99,945.77,display,display,1.0,100,Ferreteria,Fijaciones,,,,
BISAGRA L38 2'' A. ZINCADO C/TORNILLOS DP 2 U,10311228,1012.03,1366.24,1214.44,display,display,1.0,100,Ferreteria,Fijaciones,,,,
BISAGRA L38 2 1/2'' A. ZINCADO C/TORNILLOS DP 2 U,10311231,1249.98,1687.47,1499.98,display,display,1.0,100,Ferreteria,Fijaciones,,,,
BISAGRA L38 3'' A. ZINCADO C/TORNILLOS DP 2 U,10311260,1596.36,2155.09,1915.63,display,display,1.0,100,Ferreteria,Fijaciones,,,,
BISAGRA L38 3 1/2'' A. ZINCADO C/TORNILLOS DP 2 U,10311262,2018.04,2724.35,2421.65,display,display,1.0,100,Ferreteria,Fijaciones,,,,
BISAGRA L38 4'' A. ZINCADO C/TORNILLOS DP 2 U,10311280,3106.38,4193.61,3727.65,display,display,1.0,100,Ferreteria,Fijaciones,,,,
MONOMANDO DUCHA FUSCHER TAUMM,010400101-T,13996.76,18895.63,16796.12,unid.,unid.,1.0,100,General,Otros,,,,
MONOMANDO DUCHA COLOMBA,010400102-T,7784.01,10508.42,9340.81,unid.,unid.,1.0,100,General,Otros,,,,
MONOMANDO DUCHA DOMENICA,010400302-T,11081.15,14959.55,13297.38,unid.,unid.,1.0,100,General,Otros,,,,
BISAGRA L84 4 X 4'' A. ZINCADO C/TORNILLOS DP 2 U,10411288,3112.40,4201.74,3734.88,display,display,1.0,100,Ferreteria,Fijaciones,,,,
PACK BISAGRA L86 3 1/2 X 3 1/2'' A. LATONADO C/T BL 3 U,10450250,3102.36,4188.19,3722.83,bolsa,bolsa,1.0,100,Hogar,Banio y Decoracion,,,,
PACK BISAGRA L86 3 X 3 '' A. LATONADO C/T BL 3,10450260,2289.12,3090.31,2746.94,unidad,unidad,1.0,100,Hogar,Banio y Decoracion,,,,
BISAGRA PIANO 32MM X 1.00 MT A. BRONCEADO C/T BL 1 U,10555111,3413.60,4608.36,4096.32,bolsa,bolsa,1.0,100,Hogar,Banio y Decoracion,,,,
BISAGRA PIANO 32MM X 0.85 MT A. BRONCEADO C/T BL 1 U,10555888,3112.40,4201.74,3734.88,unidad,unidad,1.0,100,Hogar,Banio y Decoracion,,,,
MONOMANDO LAVAPLATO VERTICAL FUSCHER TAUMM,010600101-T,13226.70,17856.04,15872.04,unid.,unid.,1.0,100,Construccion,Materiales,,,,
MONOMANDO LAVAPLATO VERTICAL COLOMBA,010600102-T,5923.60,7996.86,7108.32,unid.,unid.,1.0,100,Construccion,Materiales,,,,
MONOMANDO LAVAPLATO VERTICAL INOX,010600607-T,10985.77,14830.79,13182.92,unid.,unid.,1.0,100,Construccion,Materiales,,,,
MLV INOX EXTRAÍBLE,010600608-T,21677.36,29264.44,26012.84,unid.,unid.,1.0,100,General,Otros,,,,
MONOMANDO LAVAPLATO CUELLO FLEXIBLE NEGRO,010600902-T,12366.27,16694.46,14839.52,unid.,unid.,1.0,100,General,Otros,,,,
MONOMANDO LAVAPLATO CUELLO FLEXIBLE ROJO,010600903-T,12881.32,17389.78,15457.58,unid.,unid.,1.0,100,General,Otros,,,,
MONOMANDO LAVAPLATO CUELLO FLEXIBLE VERDE,010600904-T,12881.32,17389.78,15457.58,unid.,unid.,1.0,100,General,Otros,,,,
MONOMANDO LAVAPLATO VERTICAL NOTTE,010601002-T,10779.95,14552.93,12935.94,unid.,unid.,1.0,100,Construccion,Materiales,,,,
"MODULO 600X0,30 (FACTOR DE CARGA 148,8)",107040058,8373.36,11304.04,10048.03,unidad,unidad,1.0,100,General,Otros,,,,
BISAGRA L88 3 X3 NEGRO MICROTEXTURADO C/TORN BOLSA 3 UN,10808290,3739.90,5048.87,4487.88,bolsa,bolsa,1.0,100,Hogar,Banio y Decoracion,,,,
BISAGRA L88 3 1/2 X3 1/2 NEGRO MICROTEXTURADO C/TORN BOLSA 3 UN,10808292,5020.00,6777.00,6024.00,bolsa,bolsa,1.0,100,Hogar,Banio y Decoracion,,,,
PACK BISAGRA L-88 3X3'' A. NIQUEL SATIN 3 UN C/TORN.,10852110,3202.76,4323.73,3843.31,bolsa,bolsa,1.0,100,Hogar,Banio y Decoracion,,,,
PACK BISAGRA L-88 3 1/2X3 1/2'' A. NIQUEL SATIN 3 UN C/TORN.,10852120,4166.60,5624.91,4999.92,bolsa,bolsa,1.0,100,Hogar,Banio y Decoracion,,,,
AGUARRAS BOTELLA 20X1 LT,109009,1239.18,1672.89,1487.01,litro,litro,1.0,100,General,Otros,,,,
POMEL ACERO 1/2X77MM F.PULIDO C/GOLILLA (GR),11012051,597.38,806.46,716.86,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
POMEL ACERO 5/8X86MM F.PULIDO C/GOLILLA (GR),11012066,918.66,1240.19,1102.39,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
POMEL ACERO 3/4X95MM F.PULIDO C/GOLILLA (GR),11012136,1345.36,1816.24,1614.43,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
POMEL ACERO 7/8X100MM F.PULIDO C/GOLILLA (GR),11012146,1847.36,2493.94,2216.83,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
POMEL ACERO 1X104 MM FIERRO PULIDO C/GOLILLA (GR),11012227,2379.48,3212.30,2855.38,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
BISAGRA L65 D/ACC 4'' A.INOXIDABLE SATINADO C/T DP 1 U,11394130,11411.46,15405.48,13693.76,display,display,1.0,100,Hogar,Banio y Decoracion,,,,
BISAGRA T 3'' A. ZINCADO DP 2 U,11511260,1455.80,1965.33,1746.96,display,display,1.0,100,Aceros y Techumbre,Planchas,,,,
BISAGRA T 5'' A. ZINCADO DP 2 U,11511300,1982.90,2676.92,2379.48,display,display,1.0,100,Aceros y Techumbre,Planchas,,,,
BISAGRA ALA 3'' A. ZINCADO C/T DP 2 U,11711260,1696.76,2290.63,2036.11,display,display,1.0,100,Aceros y Techumbre,Planchas,,,,
BISAGRA ALA 5'' A. ZINCADO C/T DP 2 U,11711300,2419.64,3266.51,2903.57,display,display,1.0,100,Aceros y Techumbre,Planchas,,,,
BISAGRA RETEN RECTA 35 MM SLIDE-ON METALICA,12702010,532.12,718.36,638.54,unidad,unidad,1.0,100,Hogar,Banio y Decoracion,,,,
"CORREDERA TELESCOPICA H35 STD 300MM 0,8MM C/TORN. LIOI",12800005,2660.60,3591.81,3192.72,par,par,1.0,100,General,Otros,,,,
"CORREDERA TELESCOPICA H35 STD 350MM 0,8MM C/TORN. LIOI",12800006,3062.20,4133.97,3674.64,par,par,1.0,100,General,Otros,,,,
"CORREDERA TELESCOPICA H35 STD 450MM 0,8MM C/TORN. LIOI",12800008,4005.96,5408.05,4807.15,par,par,1.0,100,General,Otros,,,,
RUEDA PARA PORTON 64MM C/PASADOR A SOLDAR,12900003,4314.19,5824.15,5177.03,unidad,unidad,1.0,100,General,Otros,,,,
RUEDA PARA PORTON 75MM C/PASADOR A SOLDAR,12900005,6357.33,8582.39,7628.79,unidad,unidad,1.0,100,General,Otros,,,,
RUEDA PARA PORTON 85MM C/PASADOR A SOLDAR,12900007,8288.02,11188.83,9945.62,unidad,unidad,1.0,100,General,Otros,,,,
RUEDA PARA PORTON 100MM C/PASADOR A SOLDAR,12900009,11553.03,15596.59,13863.63,unidad,unidad,1.0,100,General,Otros,,,,
RUEDA PARA PORTON 64MM C/PERNO,12900013,5020.00,6777.00,6024.00,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
RUEDA PARA PORTON 75MM C/PERNO,12900015,7213.74,9738.55,8656.49,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
RUEDA PARA PORTON 85MM C/PERNO,12900017,8428.58,11378.58,10114.30,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
RUEDA PARA PORTON 100MM C/PERNO,12900019,11947.60,16129.26,14337.12,unidad,unidad,1.0,100,Ferreteria,Fijaciones,,,,
GUIA PARA PORTON SIMPLE 126MM,12900100,1992.94,2690.47,2391.53,unidad,unidad,1.0,100,General,Otros,,,,
BROCA CONCRETO CORTA (ART.300) 4.0 MM.,0165400000100G,330.32,445.93,396.38,unid,unid,1.0,100,General,Otros,,,,
BROCA CONCRETO CORTA (ART.300) 6.0 MM.,0165600000100G,525.09,708.87,630.11,unid,unid,1.0,100,General,Otros,,,,
BROCA CONCRETO CORTA (ART.300) 10.0 MM.,0166000000100G,1109.42,1497.72,1331.30,unid,unid,1.0,100,General,Otros,,,,
BROCA CONCRETO LARGA (ART.304) 13.0 MM.,0167130000100G,4996.91,6745.83,5996.29,unid,unid,1.0,100,General,Otros,,,,
BROCA CONCRETO LARGA (ART.304) 14.0 MM.,0167140000100G,4996.91,6745.83,5996.29,unid,unid,1.0,100,General,Otros,,,,
BROCA CONC.SDS PLUS L160 ART.400 12.0MM.,0168220000100G,2040.13,2754.17,2448.15,unid,unid,1.0,100,General,Otros,,,,
MOTOR DIESEL MOS TDE130EXP 13 HP 498CC PARTIDA ELECTRICA,019-062,702800.00,948780.00,843360.00,unidad,unidad,1.0,100,General,Otros,,,,
KIT INSTALACION CALEFACTORES A LEÑA PLUS 6'',42036,120515.14,162695.44,144618.17,pack 4,pack 4,1.0,100,Construccion,Materiales,,,,
KIT INSTALACION CALEFACTORES Y COCINAS A LEÑA PLUS 5'',43862,114818.44,155004.90,137782.13,pack 4,pack 4,1.0,100,Construccion,Materiales,,,,
SACO DE LANA MINERAL 5 KG.,21217,22088.00,29818.80,26505.60,Unidad,Unidad,1.0,100,General,Otros,,,,
KIT INSTALACION CALEFACTORES A PELLET TECHO,24504,154262.59,208254.50,185115.11,unidad,unidad,1.0,100,Construccion,Materiales,,,,
JUEGO DUCHA BLANCO ECO,020100102-T,1985.91,2680.98,2383.09,unid.,unid.,1.0,100,General,Otros,,,,
JUEGO DUCHA SWERTT TAUMM,020100202-T,2562.21,3458.98,3074.65,unid.,unid.,1.0,100,General,Otros,,,,
JUEGO DUCHA CONSTER TAUMM,020100402-T,3579.26,4832.00,4295.11,unid.,unid.,1.0,100,General,Otros,,,,
JUEGO DUCHA NEUE-FREIBURG,020100702-T,3805.16,5136.97,4566.19,unid.,unid.,1.0,100,General,Otros,,,,
JUEGO DUCHA NEUE-SPIEGEL,020100802-T,5953.72,8037.52,7144.46,unid.,unid.,1.0,100,General,Otros,,,,
MANGO DUCHA SWERTT TAUMM,020200201-T,1231.91,1663.08,1478.29,unid.,unid.,1.0,100,General,Otros,,,,
MANGO DUCHA FREIBURG,020200301-T,1522.06,2054.79,1826.48,unid.,unid.,1.0,100,General,Otros,,,,
ESTUFA GAS 15 KG KENDAL ROJA,0202030004001I,91113.65,123003.43,109336.38,unidad,unidad,1.0,100,General,Otros,,,,
COLGADOR SWERTT TAUMM,020300201-T,686.74,927.09,824.08,unid.,unid.,1.0,100,General,Otros,,,,
FLEXIBLE DUCHA 1.85 MTS. REFORZADO SPIEGEL TAUMM,020400501-T,1418.65,1915.18,1702.38,unid.,unid.,1.0,100,General,Otros,,,,
BRAZO DUCHA METÁLICO AL MURO JAHR,020500601-T,8056.10,10875.73,9667.32,unid.,unid.,1.0,100,General,Otros,,,,
BRAZO DUCHA PLÁSTICO AL MURO,020500701-T,1033.12,1394.71,1239.74,unid.,unid.,1.0,100,General,Otros,,,,
"PLATO DUCHA REDONDO ABS 8""",020601003-T,2713.81,3663.65,3256.57,unid.,unid.,1.0,100,General,Otros,,,,
BRAZO METÁLICO P/FLEX PARA PLATO DUCHA,020702002-T,3911.58,5280.64,4693.90,unid.,unid.,1.0,100,General,Otros,,,,
GAMELA OVALADA (L2),2085,3336.29,4503.99,4003.55,unidad,unidad,1.0,100,General,Otros,,,,
MACHO ADAPTADOR SCHUKO 16A C/TIERRA LAT. Y FRONTAL. COLOR BLANCO,0300MA0276,1716.84,2317.73,2060.21,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
PERCHERO FREIBURG,030100301-T,2636.50,3559.28,3163.80,unid.,unid.,1.0,100,General,Otros,,,,
BARNIZ MARINO INCOLORO GL CAJA 4 UNS,304003,15214.62,20539.73,18257.54,galon,galon,1.0,100,General,Otros,,,,
