nombre,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel,unidad
RODILLO ESPONJA POLIURETANO 12 CM,312,2046.11,2762.25,2455.33,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
"EXTRACTOR DE AIRE 8"" REDO.",3130431158,11915.47,16085.89,14298.57,unidad,unidad,1.0,100,General,Otros,,,,
"EXTRACTOR DE AIRE 4"" CUAD.",3130431539,7145.94,9647.02,8575.13,unidad,unidad,1.0,100,General,Otros,,,,
TAPA PPR 25MM,31503,89.36,120.63,107.23,unidad,unidad,1.0,100,General,Otros,,,,
"RODILLO ESPONJA 7"" O 18 CM",318,1298.17,1752.53,1557.81,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
"MALLA CERCO T3G LIS 5.00X1.85 6-15 3.7X3.7 GA (18,207KG)",320061537375001,40160.00,54216.00,48192.00,unidad,unidad,1.0,100,General,Otros,,,,
"CODO PPR 20MM 1/2"" HI CON SOPORTE DOBLE",32101,2223.86,3002.21,2668.63,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"RODILLO ESPUMA DE POLIESTER 6"" - 15 CM LIZCAL",3215,1328.29,1793.19,1593.95,UNIDAD,UNIDAD,1.0,100,Construccion,Materiales,,,,
ESCALERA TIJERA SIMPLE 1.52 M FIBRA DE VIDRIO 5 PELDAÑOS,3217-05,62549.20,84441.42,75059.04,unidad,unidad,1.0,100,Construccion,Materiales,,,,
"RODILLO ESPUMA DE POLIESTER EXT. 49MM 7"" - 18 CM",3218,1806.20,2438.36,2167.44,UNIDAD,UNIDAD,1.0,100,Pinturas,Aplicacion,,,,
OLLA PRESIÓN 6 LTS. ALUMINIO C/MANGO,3220203,17358.16,23433.51,20829.79,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
"TETERA AGUA 2,0 LT. ALUMINIO PULIDO",3221718,5983.84,8078.18,7180.61,unidad,unidad,1.0,100,General,Otros,,,,
DILUYENTE AR-200 PISCINA Y TRAFICO 6-410/K-45 (CHILCORROFIN),32290304,5190.68,7007.42,6228.82,litro,litro,1.0,100,Pinturas,Aplicacion,,,,
"CODO PPR 25 MM 1/2"" HE ROSCA METALICO",32303,1318.25,1779.64,1581.90,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"ASADERA 53X36X7,3 CM- AL.HOTEL ASA ABATIBLE",3240752,20290.84,27392.63,24349.01,unidad,unidad,1.0,100,General,Otros,,,,
SUPERCAUCHO AZUL PISCINA 4GL (CHILCORROFIN),32602130,91427.25,123426.79,109712.70,tineta 4 galone,tineta 4 galone,1.0,100,General,Otros,,,,
SUPER CAUCHO AZUL TAHITI (CHILCORROFIN),32602201,25314.86,34175.06,30377.83,galon,galon,1.0,100,General,Otros,,,,
"AMPOLLETA LED A60 CLASICA 9,5W/6400K E-27 LUZ FRIA",3301657,702.80,948.78,843.36,unidad,unidad,1.0,100,General,Otros,,,,
PAPELERO VAIVEN CHICO PARED C/T 9 LTS(30UN)(28140),33079,3164.61,4272.22,3797.53,unidad,unidad,1.0,100,General,Otros,,,,
CAJA ELECTRICA UNIVERSAL 16-20-25 (C/COD),33095058,196.78,265.66,236.14,unidad,unidad,1.0,100,General,Otros,,,,
SALIDA CAJA/CONDUIT 16MM C/CEM (C/COD),33095805,52.21,70.48,62.65,unidad,unidad,1.0,100,General,Otros,,,,
PAPELERO PEDAL 26 LITROS (5UN) (28110),33208,11313.07,15272.65,13575.69,unidad,unidad,1.0,100,General,Otros,,,,
PLOMADA RECTA ESTUCADOR DE 200 GRS. APROX.,332301,1999.97,2699.96,2399.96,unidad,unidad,1.0,100,General,Otros,,,,
PAPELERO VAIVEN CHICO PARED C/T 7 LTS(30UN)(28130),33248,2457.79,3318.02,2949.35,unidad,unidad,1.0,100,General,Otros,,,,
PAPELERO PEDAL 10 LITROS (5UN) (28100),33318,6712.74,9062.20,8055.29,unidad,unidad,1.0,100,General,Otros,,,,
"NIPLE TAPON 7/16""HE,P/TEE REGULADOR GAS 45 KGS",335530,715.85,966.40,859.02,Unidad,Unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
ABRAZ 2PT 5/8 ZN,337567037,31.80,42.93,38.16,unidad,unidad,1.0,100,General,Otros,,,,
"PERFIL CUADRADO 15X15X1.50 MM (3,54 KG.)",34000070,5615.57,7581.02,6738.69,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"PERFIL CUADRADO 20X20X2.00 MM (6,3 KG.)",34000073,9677.56,13064.70,11613.07,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"PERFIL CUADRADO 25X25X2.00 MM (8,16 KG.)",34000075,12534.74,16921.90,15041.69,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"PERFIL CUADRADO 30X30X2.00 MM (10,08 KG.)",34000077,15484.09,20903.52,18580.91,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"PERFIL CUADRADO 40X40X2.00 MM (13,86 KG.)",34000080,21290.62,28742.34,25548.75,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"PERFIL CUADRADO 40X40X3.00 MM (19,8 KG.)",34000081,30415.18,41060.49,36498.21,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"PERFIL CUADRADO 50X50X2.00 MM (17,58 KG.)",34000083,27004.99,36456.74,32405.99,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
CUADRADO 50X50X3MM 6MTS,34000084,39171.06,52880.93,47005.27,unidad,unidad,1.0,100,General,Otros,,,,
PERFIL CUADRADO 75X75X2.00 MM (27 KG.),34000087,41475.24,55991.57,49770.29,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"PERFIL CUADRADO 75X75X3.00 MM (39,6 KG.)",34000088,60830.35,82120.98,72996.42,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"PERFIL RECTANGULAR 30X20X2.00 MM (8,16 KG.)",34000100,12534.74,16921.90,15041.69,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"PERFIL RECTANGULAR 40X20X2.00 MM (10,08 KG.)",34000103,15484.09,20903.52,18580.91,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"PERFIL RECTANGULAR 40X30X2.00 MM (11,94 KG.)",34000105,18341.27,24760.72,22009.53,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"PERFIL RECTANGULAR 50X20X2.00 MM (11,94 KG.)",34000107,18341.27,24760.72,22009.53,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"PERFIL RECTANGULAR 60X40X2.00 MM (17,58 KG.)",34000111,27004.99,36456.74,32405.99,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"PERFIL RECTANGULAR 80X40X2.00 MM (21,36 KG.)",34000115,32811.52,44295.56,39373.83,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
PERFIL RECTANGULAR 100X50X2.00 MM (27 KG.),34000118,41475.24,55991.57,49770.29,unidad,unidad,1.0,100,Aceros y Techumbre,Planchas,,,,
"CODO SANITARIO GRIS 110 X 87,5 REFORZADO",341110,1326.28,1790.48,1591.54,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
PASTA EXTERIOR A-1,34111004,26199.67,35369.56,31439.61,tineta,tineta,1.0,100,General,Otros,,,,
PASTA EXTERIOR A-1,34111010,1286.16,1736.32,1543.40,kilo,kilo,1.0,100,General,Otros,,,,
CODO SANITARIO GRIS 110 X 45 REFORZADO,341210,1054.20,1423.17,1265.04,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
TEE SANITARIO GRIS 110 X 110 MM REFORZADO,341310,1700.78,2296.05,2040.93,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
TAPA GORRO SANITARIO GRIS 110 MM,341510,396.58,535.38,475.90,unidad,unidad,1.0,100,General,Otros,,,,
VEE SANITARIO GRIS 75 X 50 MM REFORZADO,341713,962.84,1299.83,1155.40,unidad,unidad,1.0,100,General,Otros,,,,
BUJE REDUCCION PPR 25MM X 20MM,35003,93.37,126.05,112.05,unidad,unidad,1.0,100,General,Otros,,,,
"POLYSTEEL 6,0 MM TORCIDO X ROLLOS 220 METROS",35006,14056.00,18975.60,16867.20,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"POLYSTEEL 8,0 MM TORCIDO X ROLLOS 220 METROS",35008,24598.00,33207.30,29517.60,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
MANGUERA BICOLOR EXTRA 3/4. (100 MTS.),350236,734.93,992.15,881.91,mts,mts,1.0,100,General,Otros,,,,
"MANGUERA BICOLOR EXTRA 1"". (100 MTS.)",350237,1011.03,1364.89,1213.23,mts,mts,1.0,100,General,Otros,,,,
MANGUERA ESPECIAL AMARILLA 10 MM,350400,628.50,848.48,754.20,mts,mts,1.0,100,General,Otros,,,,
ESPATULA MANGO DE GOMA 100MM,350404,1645.01,2220.77,1974.02,unidad,unidad,1.0,100,General,Otros,,,,
ESPATULA MANGO DE GOMA 125MM,350405,1954.52,2638.60,2345.42,unidad,unidad,1.0,100,General,Otros,,,,
ESPATULA MANGO DE GOMA 150MM,350406,2179.49,2942.32,2615.39,unidad,unidad,1.0,100,General,Otros,,,,
"MANGUERA MALLAFLEX JAR.VER.1"". (50 MTS.)",350541,1561.22,2107.65,1873.46,mts,mts,1.0,100,General,Otros,,,,
MANGUERA MALLAFLEX JAR.VER.1/2. (100 MTS.),350544,439.75,593.67,527.70,mts,mts,1.0,100,General,Otros,,,,
MANGUERA MALLAFLEX JAR.VER.3/4. (100 MTS.),350547,804.20,1085.68,965.04,mts,mts,1.0,100,General,Otros,,,,
MANGUERA LIQUIFLEX AMAR.50MM. (50 MTS.),350634,3696.73,4990.58,4436.07,mts,mts,1.0,100,General,Otros,,,,
MANGUERA SWIMBOY AZUL 38MM (10 MTS.),350720-10,24174.31,32635.32,29009.17,unidad,unidad,1.0,100,General,Otros,,,,
MANGUERA SWIMBOY AZUL 38MM (15 MTS.),350740-15,36261.47,48952.98,43513.76,unidad,unidad,1.0,100,General,Otros,,,,
MANGUERA SWIMBOY AZUL 38MM (20 MTS.),350750-20,48327.54,65242.18,57993.05,unidad,unidad,1.0,100,General,Otros,,,,
SET MANGUERA BICOLOR 10 MT. C/ACCESORIOS,350889,5755.93,7770.51,6907.12,unidad,unidad,1.0,100,General,Otros,,,,
SET ESTRIADA BICOLOR 20.MT.C/A. (20 MTS.),350898,8089.23,10920.46,9707.07,unidad,unidad,1.0,100,General,Otros,,,,
TUBERIA FLEXADREN AGRICOLA 100MM.,351048,2683.69,3622.98,3220.43,mts,mts,1.0,100,General,Otros,,,,
BUJE REDUCCION HE - HI PVC 1 X 1/2¨,351603,245.98,332.07,295.18,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"RODILLO ACRILICO 10""",351710,3639.90,4913.87,4367.88,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
"MANGUERA EXTRA DUOCOLOR 1/2"" (100 MTS)",351900,381.52,515.05,457.82,mts,mts,1.0,100,General,Otros,,,,
MANGUERA MALLAFLEX PRESIÓN STANDARD 12MM (100MT.)1/2,352508,394.51,532.59,473.41,MTS,MTS,1.0,100,General,Otros,,,,
LLANA DENTADA 280X120MM,355002,5090.27,6871.86,6108.32,unidad,unidad,1.0,100,General,Otros,,,,
CORTA VIDRIO RULETA 130MM,356013,1924.04,2597.45,2308.84,unidad,unidad,1.0,100,General,Otros,,,,
LIJA WURTH SANDPAPER/MADERA G120,358301120CL31,90.36,121.99,108.43,caja,caja,1.0,100,General,Otros,,,,
LIJA WURTH SANDPAPER/MADERA G220,358301220CL31,90.36,121.99,108.43,caja,caja,1.0,100,General,Otros,,,,
LIJA WURTH SANDPAPER/MADERA G80,35830180CL31,90.36,121.99,108.43,caja,caja,1.0,100,General,Otros,,,,
SET TIZADOR MÁS TIZA 30MT,358701,4509.00,6087.16,5410.80,unidad,unidad,1.0,100,General,Otros,,,,
SET LAPIZ CARPINTERO 12 PIEZAS,358812,2070.48,2795.15,2484.57,unidad,unidad,1.0,100,General,Otros,,,,
SET LAPIZ CARPINTERO BICOLOR 12 PIEZAS,358912,2275.36,3071.73,2730.43,unidad,unidad,1.0,100,General,Otros,,,,
FLEXIBLE VINILO 35CM LL/ANG HI 1/2X15/16,35TF3512210,2796.35,3775.07,3355.62,unidad,unidad,1.0,100,General,Otros,,,,
LLAVE ANGULAR 1/2X1/2 Y FLEXIBLE  VINILO TECHNOFLEX 35 CM. 1/2X15/16,35TF7007104,3889.35,5250.62,4667.21,unidad,unidad,1.0,100,Gasfiteria,Tuberias y Conexiones,,,,
"MALLA MOSQUITERA VERDE OSCURO 1,20M X 30M",36-03-112,26878.08,36285.41,32253.70,rollo,rollo,1.0,100,General,Otros,,,,
ANGULO LAMINADO 40X40X3.00 MM 6000,36000382,15406.98,20799.43,18488.38,unidad,unidad,1.0,100,General,Otros,,,,
"ANGULO LAMINADO 25X25X3,0 MM 6000 ( 6.72KG)",36000386,9378.16,12660.52,11253.80,unidad,unidad,1.0,100,General,Otros,,,,
MARMOLINA R-1 BLANCO TINETA 25 KG,36111004,22145.23,29896.06,26574.27,tineta,tineta,1.0,100,General,Otros,,,,
CLORO TABLETA 90% X 1 KG (CAJAS 20 KILOS),362001,5622.40,7590.24,6746.88,unidad,unidad,1.0,100,General,Otros,,,,
CLORO GRANULAR 60% X 1 KG (CAJAS 20 KILOS),362101,2853.77,3852.59,3424.52,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
"CLORO TRIPLE ACCION , POTE X 1 KG ,  TABLETA, CAJA X 20 KILOS",362201,2928.87,3953.97,3514.64,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
ALGUICIDA CLARIFICANTE X 1 LITRO (CAJAS 20 LITROS),362311,1998.40,2697.84,2398.08,unidad,unidad,1.0,100,General,Otros,,,,
ALGUICIDA CLARIFICANTE X 5 LITRO (CAJAS 4 BIDONES ),362312,7217.23,9743.27,8660.68,unidad,unidad,1.0,100,General,Otros,,,,
BAJA PH 1KG. (CAJAS 20 KILOS),362321,1857.40,2507.49,2228.88,unidad,unidad,1.0,100,General,Otros,,,,
SUBE PH 1 KG. (CAJAS 20 KILOS),362322,1706.80,2304.18,2048.16,unidad,unidad,1.0,100,General,Otros,,,,
BOTIN A. SHOE DKR LISBOA PRO 2110 N°36,36513656,37544.58,50685.18,45053.50,par,par,1.0,100,General,Otros,,,,
BOTIN A. SHOE DKR LISBOA PRO 2110 N°38,36513658,37544.58,50685.18,45053.50,par,par,1.0,100,General,Otros,,,,
BOTIN A.SHOE DKR KAYES PRO 2410 Nº36,36513956,34477.36,46544.44,41372.83,un,un,1.0,100,General,Otros,,,,
BOTIN A.SHOE DKR KAYES PRO 2410 Nº39,36513959,34477.36,46544.44,41372.83,un,un,1.0,100,General,Otros,,,,
BOTIN A.SHOE DKR KAYES PRO 2410 Nº41,36513961,34477.36,46544.44,41372.83,un,un,1.0,100,General,Otros,,,,
BOTIN A.SHOE PANZER 7200 N 39,36521939,21488.61,29009.63,25786.33,un,un,1.0,100,General,Otros,,,,
BOTIN A.SHOE PANZER 7200 N 40,36521940,21488.61,29009.63,25786.33,un,un,1.0,100,General,Otros,,,,
BOTIN A.SHOE PANZER 7200 N 41,36521941,21488.61,29009.63,25786.33,un,un,1.0,100,General,Otros,,,,
BOTÍN A. SHOE SUMMIT HUNTER 8300 N°36,36522336,36449.22,49206.44,43739.06,par,par,1.0,100,General,Otros,,,,
"AGUJA SACO 4"" (DISPLAY 25 UNIDADES)",380101,45128.80,60923.87,54154.56,display,display,1.0,100,General,Otros,,,,
"SEPARADOR CERAMICA TILE CRAFT 4,0 MM - BOLSA 100 PZAS. # 380804 (OF)",380804,2136.51,2884.29,2563.81,unidad,unidad,1.0,100,General,Otros,,,,
BARRA PARA HORMIGON RES A-630 8 X 6000,380A63000800006,813.24,1097.87,975.89,KILO,KILO,1.0,100,Construccion,Materiales,,,,
BARRA PARA HORMIGON RES A-630 10 X 6000,380A63001000006,848.38,1145.31,1018.06,KILO,KILO,1.0,100,Construccion,Materiales,,,,
PASTA MURO SUPER F-6 KL,38111010,551.20,744.11,661.44,kilo,kilo,1.0,100,General,Otros,,,,
BROCHA DE 3/4 DON TEO(MANGO CAFE),38162,325.30,439.15,390.36,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
"BROCHA DON TEO HOGAR 1""",38163,368.97,498.11,442.76,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
BROCHA DON TEO HOGAR 11/2,38164,789.59,1065.94,947.50,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
"BROCHA DE 2"" DON TEO",38165,952.80,1286.27,1143.36,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
BROCHA DON TEO HOGAR 21/2,38166,1492.48,2014.84,1790.97,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
BROCHA DON TEO HOGAR 3,38167,1688.49,2279.46,2026.18,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
BROCHA DON TEO HOGAR 4,38168,2333.09,3149.66,2799.70,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
BARRA PARA HORMIGÓN LISO A-440 6 X 6000,381A44000600006,1149.08,1551.26,1378.89,KILO,KILO,1.0,100,General,Otros,,,,
SERRUCHO PODA M/METAL 5 UNP,384-5T,36160.06,48816.09,43392.08,unidad,unidad,1.0,100,General,Otros,,,,
"BROCHA DON TEO  HOGAR 1 1/2""",38964,462.84,624.84,555.41,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
"BROCHA DON TEO  HOGAR 2""",38965,558.73,754.28,670.47,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
"BROCHA DON TEO  HOGAR 2 1/2""",38966,953.80,1287.63,1144.56,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
"BROCHA DON TEO  HOGAR 3""",38967,1079.30,1457.06,1295.16,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
"BROCHA DON TEO  HOGAR 4""",38968,1429.70,1930.09,1715.64,unidad,unidad,1.0,100,Pinturas,Aplicacion,,,,
WD-40 BIKE LUBRICANTE CADENA AEROSOL  (6 UND),39023,9296.34,12550.06,11155.60,unidad,unidad,1.0,100,General,Otros,,,,
"HOJA SIERRA SANDFLEX 12""X24DPP",3906-300-24-100,552.20,745.47,662.64,UNIDAD,UNIDAD,1.0,100,Herramientas,Discos y Corte,,,,
PASTA MURO F-15 GALON,39111001,2876.46,3883.22,3451.75,GALON,GALON,1.0,100,General,Otros,,,,
PASTA MURO F-15 TINETA 25 KG,39111004,9387.40,12672.99,11264.88,tineta,tineta,1.0,100,General,Otros,,,,
"PASTA MURO F-15 BP2, TAJAMAR",39111020,8467.98,11431.77,10161.57,BALDE PLASTICO,BALDE PLASTICO,1.0,100,General,Otros,,,,
RODILLO CONDOR CORTAGOTAS POLIAMIDA 18 CM,39308,2348.31,3170.21,2817.97,UNIDAD,UNIDAD,1.0,100,Pinturas,Aplicacion,,,,
RODILLO EXCELSIOR DE POLIESTER 18 CM,39311,1355.96,1830.55,1627.15,UNIDAD,UNIDAD,1.0,100,Pinturas,Aplicacion,,,,
"PULVERIZADOR 1,5L W-MAX",39641001506011,5847.30,7893.85,7016.76,und,und,1.0,100,General,Otros,,,,
PULVERIZADOR 5L W-MAX,39641005006011,18780.82,25354.11,22536.99,und,und,1.0,100,General,Otros,,,,
BOCINA 12V 2X60W 335/435HZ UNIVRESAL 92,397130,10677.54,14414.68,12813.05,unidad,unidad,1.0,100,General,Otros,,,,
BATERIA BOSCH AGM MOTO 12V 10 AH PI,39BTX12-BS,41332.74,55799.20,49599.29,unidad,unidad,1.0,100,General,Otros,,,,
BATERIA BOSCH AGM MOTO 12V 12 AH PI,39BTX14-BS,55675.60,75162.05,66810.71,unidad,unidad,1.0,100,General,Otros,,,,
BATERIA BOSCH AGM MOTO 12V 6 AH PD,39BTX7L-BS,21927.70,29602.40,26313.24,unidad,unidad,1.0,100,General,Otros,,,,
BATERIA ROCKET 90AH PD 105D31R / NX120-7 / 95D31R,39NX120-7RK,97860.47,132111.64,117432.57,unidad,unidad,1.0,100,General,Otros,,,,
"LIMA MILL BASTARD 10"" C/MANGO",4-138-10-1-2,13036.94,17599.87,15644.33,unidad,unidad,1.0,100,General,Otros,,,,
"LIMA ACHAFLANADA 6"" C/MANGO",4-272-06-3-2,10089.20,13620.41,12107.04,UNIDAD,UNIDAD,1.0,100,General,Otros,,,,
"ACA 3/4 ZA 0,35X851X2000 AZ150 (U:762 MM)",400013,5474.36,7390.39,6569.23,PL,PL,1.0,100,General,Otros,,,,
ROLLO LIBRE 50MM R100/122 1.2X12,4000154,22165.31,29923.17,26598.37,rollo,rollo,1.0,100,General,Otros,,,,
"CAÑERIA PEBD 1/2""",40004,168.67,227.71,202.41,metro,metro,1.0,100,General,Otros,,,,
"ACA 3/4 PP 0,35X851X2000 NEGRO RAL 9017 (U:762 MM)",400056,7946.66,10727.99,9535.99,pl,pl,1.0,100,General,Otros,,,,
"ACA 3/4 PP 0,35X851X2500 NEGRO RAL 9017 (U:762 MM)",400057,9939.60,13418.46,11927.52,pl,pl,1.0,100,General,Otros,,,,
"ACA 3/4 PP 0,35X851X3000 NEGRO RAL 9017 (U:762 MM)",400058,13067.06,17640.53,15680.47,pl,pl,1.0,100,General,Otros,,,,
"ACA 3/4 PP 0,35X851X3660 NEGRO RAL 9017 (U:762 MM)",400059,14542.94,19632.97,17451.53,pl,pl,1.0,100,General,Otros,,,,
"CAÑERIA PEBD 1""",40006,570.27,769.87,684.33,metro,metro,1.0,100,General,Otros,,,,
"CAÑERIA PEBD 3/4""",40008,376.50,508.28,451.80,metro,metro,1.0,100,General,Otros,,,,
"ACA 3/4 ZA 0,30X851X2000 AZ80 ECONOMICA (U:762 MM)",400098,5567.18,7515.69,6680.62,pl,pl,1.0,100,General,Otros,,,,
"ACA 3/4 ZA 0,30X851X3000 AZ80 ECONOMICA (U:762 MM)",400100,10050.04,13567.55,12060.05,pl,pl,1.0,100,General,Otros,,,,
ECHONA / HOZ DENTADA DE 18 (1008 - 1) - PAJARITA,4001005,3279.06,4426.74,3934.88,un,un,1.0,100,General,Otros,,,,
