nombre,codigo_chilemat,codigo_interno,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel
"PERNO HEXAGONAL G2 UNC NG 1/4 X 1"" (100)",0010012C_016064,CHM-0010012C_016064,PEND-0010012C_016064,63.754,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO HEXAGONAL G2 UNC NG 1/4 X 5""",0010012C_016319,CHM-0010012C_016319,PEND-0010012C_016319,285.136,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO HEXAGONAL G2 UNC NG 5/16 X 1"" (100)",0010012C_020064,CHM-0010012C_020064,PEND-0010012C_020064,93.2716,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO HEXAGONAL G2 UNC NG 5/16 X 1.1/2""",0010012C_020096,CHM-0010012C_020096,PEND-0010012C_020096,153.51160000000002,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO HEXAGONAL G2 UNC NG 5/16 X 6""",0010012C_020383,CHM-0010012C_020383,PEND-0010012C_020383,485.3336,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO HEXAGONAL G2 UNC NG 3/8 X 1""",0010012C_024064,CHM-0010012C_024064,PEND-0010012C_024064,159.636,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO HEXAGONAL G2 UNC NG 3/8 X 1.1/2"" (100)",0010012C_024096,CHM-0010012C_024096,PEND-0010012C_024096,171.182,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO HEXAGONAL G2 UNC NG 3/8 X 2.1/2""",0010012C_024160,CHM-0010012C_024160,PEND-0010012C_024160,264.4536,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO HEXAGONAL G2 UNC NG 3/8 X 3"" (100)",0010012C_024192,CHM-0010012C_024192,PEND-0010012C_024192,388.3472,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO HEXAGONAL G2 UNC NG 1/2 X 1""",0010012C_032063,CHM-0010012C_032063,PEND-0010012C_032063,242.3656,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO HEXAGONAL G2 UNC NG 1/2 X 1.1/2""",0010012C_032096,CHM-0010012C_032096,PEND-0010012C_032096,334.5328,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO HEXAGONAL G2 UNC NG 1/2 X 5"" (25)",0010012C_032320,CHM-0010012C_032320,PEND-0010012C_032320,906.3108,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO COCHE UNC NG PAVONADO 1/4 X 1.1/2""",001003_C_016096,CHM-001003_C_016096,PEND-001003_C_016096,78.7136,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO COCHE UNC NG PAVONADO 5/16 X 3""",001003_C_020192,CHM-001003_C_020192,PEND-001003_C_020192,154.7164,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO COCINA CAB REDONDA ZN 1/4 X 1""",001004_CZ016064,CHM-001004_CZ016064,PEND-001004_CZ016064,93.6732,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO COCINA CAB REDONDA ZN 1/4 X 1.1/2""",001004_CZ016096,CHM-001004_CZ016096,PEND-001004_CZ016096,100.5004,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO COCINA CAB REDONDA ZN 1/4 X 2""",001004_CZ016128,CHM-001004_CZ016128,PEND-001004_CZ016128,100.6008,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO ANCLAJE 3/8 X 5"" (CAJAS DE 50)",001010__024319,CHM-001010__024319,PEND-001010__024319,566.256,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO ANCLAJE ZN 3/8 X 6.1/2"" (50)",001010__024416,CHM-001010__024416,PEND-001010__024416,695.5712,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"PERNO ANCLAJE ZN 1/2 X 4.1/4"" (40)",001010__032272,CHM-001010__032272,PEND-001010__032272,855.408,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
CLAVO P/TECHO 1.3/4 (100 PZ.),001CLATEC112,CHM-001CLATEC112,PEND-001CLATEC112,4116.4,,,bolsa,bolsa,1.0,0,General,Otros,,,
CLAVO TECHO HELICOIDAL ZINC 2.1/2 C/GOLILLA (100 PZ),001CLATEC159,CHM-001CLATEC159,PEND-001CLATEC159,4317.2,,,bolsa,bolsa,1.0,0,Aceros y Techumbre,Planchas,,,
"GOLILLA PLANA CTE NG 1/4"" (100)",003003_C_015999,CHM-003003_C_015999,PEND-003003_C_015999,46.184,,,unidad,unidad,1.0,0,General,Otros,,,
"GOLILLA PLANA CTE NG 5/16"" (100)",003003_C_019999,CHM-003003_C_019999,PEND-003003_C_019999,48.192,,,unidad,unidad,1.0,0,General,Otros,,,
"MOTOR GASOLINA MOD TF55FX 5,5 HP, 163CC PART. MANUAL",004-003,CHM-004-003,PEND-004-003,189756.0,,,unidad,unidad,1.0,0,General,Otros,,,
"MOTOR GASOLINA MOD TF150FX 15,0 HP, 420CC PART. MANUAL",004-012,CHM-004-012,PEND-004-012,451800.0,,,unidad,unidad,1.0,0,General,Otros,,,
"TORNILLO AUTOP #3 C/GOL ZN 12-14 X 1"" (100)",004010__012-064,CHM-004010__012-064,PEND-004010__012-064,51.0032,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO AUTOP #3 C/GOL ZN 12-14 X 2"" (100)",004010__012-128,CHM-004010__012-128,PEND-004010__012-128,73.6936,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO AUTOP #3 C/GOL ZN 12-14 X 2.1/2"" (100)",004010__012-160,CHM-004010__012-160,PEND-004010__012-160,86.9464,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO AUTOP TAP FAST GALV 9-15 X 1.1/2"" C 5/16",004010_0915096,CHM-004010_0915096,PEND-004010_0915096,62.75,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO AUTOP TAP FAST GALV 9-15 X 2"" C 5/16",004010_0915127,CHM-004010_0915127,PEND-004010_0915127,68.8744,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO AUTOP TAP FAST GALV 9-15 X 2.1/2"" C 5/16",004010_0915160,CHM-004010_0915160,PEND-004010_0915160,77.10719999999999,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"T.AUT.TAP-FAST C/GOL. 9-15X3"" HEX 5/16 CAJA 100 PC",004010_0915193,CHM-004010_0915193,PEND-004010_0915193,89.356,,,unidad,unidad,1.0,0,General,Otros,,,
"TORNILLO SOBERBIO ZN 3/16 X 2""",4010012127,CHM-4010012127,PEND-4010012127,37.148,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO AUTOP TAP FAST C/GOL PTA ESP 10-12 X 2""",004012_1012128,CHM-004012_1012128,PEND-004012_1012128,29.2164,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO AUTOP TAP FAST GALV 10-12 X 2.1/2"" C 5/16 (100)",004012_1012160,CHM-004012_1012160,PEND-004012_1012160,34.136,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO VOLCANITA CRS ZN 6 X 3/4"" (100-7.500)",004016VNZ006048,CHM-004016VNZ006048,PEND-004016VNZ006048,9.538,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO VOLCANITA CRS H.ESP.ZN 6 X 1.5/8""",004016VNZ006104,CHM-004016VNZ006104,PEND-004016VNZ006104,17.770799999999998,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO VOLCANITA CRS ZN 6 X 2"" (100-2.400)",004016VNZ006128,CHM-004016VNZ006128,PEND-004016VNZ006128,20.9836,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO VOLCANITA CRS ZN 8 X 2.1/2"" (100-2.400)",004016VNZ008129,CHM-004016VNZ008129,PEND-004016VNZ008129,29.8188,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO VOLCANITA CRS ZN 8 X 3"" (100-2.400)",004016VNZ008192,CHM-004016VNZ008192,PEND-004016VNZ008192,36.5456,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO VOLCANITA CRS ZN 8 X 3.1/2"" (100-2.400)",004016VNZ008222,CHM-004016VNZ008222,PEND-004016VNZ008222,38.152,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO VOLCANITA CRS ZN 8 X 4"" (100-1.600)",004016VNZ008256,CHM-004016VNZ008256,PEND-004016VNZ008256,46.184,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO VOLCANITA ZN P/B 6 X 1.1/4"" (100-4.000)",004017_PB006080,CHM-004017_PB006080,PEND-004017_PB006080,17.57,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO VOLCANITA PH.ZN.P/BR 6 X 1.5/8""",004017_PB006104,CHM-004017_PB006104,PEND-004017_PB006104,21.9876,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO TRUSS ZN P/F 8-18 X 1/2"" (100)",004018PF_008032,CHM-004018PF_008032,PEND-004018PF_008032,12.55,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
TORNILLO TECHO POLICARBONATO 1.1/2 (BOLSA 100 PZ),004019_P0000961,CHM-004019_P0000961,PEND-004019_P0000961,19232.624,,,bolsa,bolsa,1.0,0,Ferreteria,Fijaciones,,,
"TORN.TECHO POLICARBONATO 2"" (BOLSA 100 PZ)",004019_P0001281,CHM-004019_P0001281,PEND-004019_P0001281,20029.8,,,bolsa,bolsa,1.0,0,General,Otros,,,
"HILO ZN 3/8"" X 1 METRO",005005_CZ024000,CHM-005005_CZ024000,PEND-005005_CZ024000,2012.016,,,unidad,unidad,1.0,0,General,Otros,,,
TARUGO CLAVO PH 8 X 120MM (100),006004___008120,CHM-006004___008120,PEND-006004___008120,190.8604,,,unidad,unidad,1.0,0,General,Otros,,,
REMACHE POP ALUMINIO 4.0 X 12MM (1.000),007019_RK_4012,CHM-007019_RK_4012,PEND-007019_RK_4012,28.112,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
REMACHE POP ALUMINIO 4.8 X 8MM (1.000),007019_RK_4808,CHM-007019_RK_4808,PEND-007019_RK_4808,30.12,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
REMACHE POP ALUMINIO 4.8 X 10MM (1.000),007019_RK_4810,CHM-007019_RK_4810,PEND-007019_RK_4810,32.128,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
REMACHE POP ALUMINIO 4.8 X 12MM (1.000),007019_RK_4812,CHM-007019_RK_4812,PEND-007019_RK_4812,35.14,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
REMACHE POP ALUMINIO 4.8 X 14MM (1.000),007019_RK_4814,CHM-007019_RK_4814,PEND-007019_RK_4814,39.156,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
REMACHE POP ALUMINIO 4.8 X 16MM (1.000),007019_RK_4816,CHM-007019_RK_4816,PEND-007019_RK_4816,50.2,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
REMACHE POP ALUMINIO 4.8 X 20MM,007019_RK_4820,CHM-007019_RK_4820,PEND-007019_RK_4820,50.2,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
REMACHE POP ALUMINIO 4.8 X 25MM (500),007019_RK_4825,CHM-007019_RK_4825,PEND-007019_RK_4825,50.2,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
REMACHE POP ALUMINIO 4.8 X 30MM,007019_RK_4830,CHM-007019_RK_4830,PEND-007019_RK_4830,50.2,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
"TIRAFONDO NG PAVONADO 1/4 X 2.1/2""",007022__016159,CHM-007022__016159,PEND-007022__016159,100.4,,,unidad,unidad,1.0,0,General,Otros,,,
"TIRAFONDO NG PAVONADO 5/16 X 1""",007022__020064,CHM-007022__020064,PEND-007022__020064,85.34,,,unidad,unidad,1.0,0,General,Otros,,,
"TIRAFONDO NG PAVONADO 5/16 X 1.1/2""",007022__020095,CHM-007022__020095,PEND-007022__020095,99.396,,,unidad,unidad,1.0,0,General,Otros,,,
"TIRAFONDO NG PAVONADO 5/16 X 2""",007022__020127,CHM-007022__020127,PEND-007022__020127,123.8936,,,unidad,unidad,1.0,0,General,Otros,,,
"TIRAFONDO NG PAVONADO 5/16 X 2.1/2""",007022__020159,CHM-007022__020159,PEND-007022__020159,159.636,,,unidad,unidad,1.0,0,General,Otros,,,
"TIRAFONDO NG PAVONADO 5/16 X 3""",007022__020191,CHM-007022__020191,PEND-007022__020191,187.748,,,unidad,unidad,1.0,0,General,Otros,,,
"TIRAFONDO NG PAVONADO 5/16 X 3.1/2""",007022__020223,CHM-007022__020223,PEND-007022__020223,245.98,,,unidad,unidad,1.0,0,General,Otros,,,
"TIRAFONDO NG PAVONADO 5/16 X 4""",007022__020255,CHM-007022__020255,PEND-007022__020255,337.6452,,,unidad,unidad,1.0,0,General,Otros,,,
"TIRAFONDO NG PAVONADO 5/16 X 4.1/2""",007022__020287,CHM-007022__020287,PEND-007022__020287,363.0464,,,unidad,unidad,1.0,0,General,Otros,,,
ELECT 6011 3/32-2.5MM TB11 (25/5K) TB,007025_TB11-24,CHM-007025_TB11-24,PEND-007025_TB11-24,4216.8,,,kg,kg,1.0,0,General,Otros,,,
CALEFACTOR LEÑA SCANTEK 360,45323,CHM-45323,PEND-45323,329961.588,,,unidad,unidad,1.0,0,Construccion,Materiales,,,
CALEFACTOR LEÑA CLASSIC 400 ROJA,45505,CHM-45505,PEND-45505,424246.224,,,unidad,unidad,1.0,0,Construccion,Materiales,,,
CALEFACTOR LEÑA CLASSIC 500 ROJA,45597,CHM-45597,PEND-45597,508615.356,,,unidad,unidad,1.0,0,Construccion,Materiales,,,
COCINA LEÑA TRADICIONAL ANGELINA BLANCA,01-118,CHM-01-118,PEND-01-118,491741.128,,,unidad,unidad,1.0,0,General,Otros,,,
COCINA LEÑA TRADICIONAL ANGELINA NEGRA,01-170,CHM-01-170,PEND-01-170,491741.128,,,unidad,unidad,1.0,0,General,Otros,,,
CALEFACTOR LEÑA NORDIC 380,43831,CHM-43831,PEND-43831,407371.996,,,unidad,unidad,1.0,0,Construccion,Materiales,,,
CALEFACTOR A PELLET ITALY 7100 ROJA,01-219,CHM-01-219,PEND-01-219,719540.696,,,unidad,unidad,1.0,0,Construccion,Materiales,,,
CALEFACTOR LEÑA SCANTEK 350,12055,CHM-12055,PEND-12055,297692.024,,,unidad,unidad,1.0,0,Construccion,Materiales,,,
CALEFACTOR LEÑA NORDIC 450,13150,CHM-13150,PEND-13150,424246.224,,,unidad,unidad,1.0,0,Construccion,Materiales,,,
TB. HIDRÁULICO. 110MMC-4,01.01.100,CHM-0101100,PEND-0101100,17323.08628,,,unidad,unidad,1.0,0,General,Otros,,,
TB. SANITARIO GRIS 40MM,01.02.005,CHM-0102005,PEND-0102005,3866.655,,,unidad,unidad,1.0,0,General,Otros,,,
TB. SANITARIO GRIS 50MM,01.02.015,CHM-0102015,PEND-0102015,4891.31732,,,unidad,unidad,1.0,0,General,Otros,,,
TB. SANITARIO GRIS 75MM,01.02.025,CHM-0102025,PEND-0102025,7443.31464,,,unidad,unidad,1.0,0,General,Otros,,,
"CLAVO C/GOL PLASTICA 2""",0100191_SDM0128,CHM-0100191_SDM0128,PEND-0100191_SDM0128,52.208,,,unidad,unidad,1.0,0,General,Otros,,,
"CLAVO C/GOL PLASTICA 2.1/2"" (100)",0100191_SDM0160,CHM-0100191_SDM0160,PEND-0100191_SDM0160,80.32,,,unidad,unidad,1.0,0,General,Otros,,,
"CLAVO C/GOL PLASTICA 3"" (100)",0100191_SDM0192,CHM-0100191_SDM0192,PEND-0100191_SDM0192,86.344,,,unidad,unidad,1.0,0,General,Otros,,,
PARRILLA DISCO ARADO 55CM.,01003-0015,CHM-01003-0015,PEND-01003-0015,22709.476,,,unidad,unidad,1.0,0,Herramientas,Discos y Corte,,,
PARRILLA DISCO 45CM,01003-0020,CHM-01003-0020,PEND-01003-0020,17454.54,,,unidad,unidad,1.0,0,Herramientas,Discos y Corte,,,
MONOMANDO LAVATORIO COLOMBA,010100102-T,CHM-010100102-T,PEND-010100102-T,6227.812,,,unid.,unid.,1.0,0,General,Otros,,,
MONOMANDO LAVATORIO DOMENICA,010100302-T,CHM-010100302-T,PEND-010100302-T,7308.116,,,unid.,unid.,1.0,0,General,Otros,,,
MONOMANDO LAVATORIO MODERN TAUMM,010100601-T,CHM-010100601-T,PEND-010100601-T,11058.056,,,unid.,unid.,1.0,0,General,Otros,,,
MONOMANDO LAVATORIO MODERN INOX,010100607-T,CHM-010100607-T,PEND-010100607-T,10492.804,,,unid.,unid.,1.0,0,General,Otros,,,
MONOMANDO LAVATORIO ALTO MODERN INOX,010100608-T,CHM-010100608-T,PEND-010100608-T,13359.224,,,unid.,unid.,1.0,0,General,Otros,,,
MONOMANDO LAVATORIO AL MURO HESSEN,010100702-T,CHM-010100702-T,PEND-010100702-T,32314.744,,,unid.,unid.,1.0,0,General,Otros,,,
MONOMANDO LAVATORIO NOTTE,010101002-T,CHM-010101002-T,PEND-010101002-T,11238.776,,,unid.,unid.,1.0,0,General,Otros,,,
BISAGRA L55 1 '' C/TORN. BRONCEADO DP 2 U.,10111150,CHM-10111150,PEND-10111150,471.88,,,display,display,1.0,0,Hogar,Banio y Decoracion,,,
MONOMANDO TINA-DUCHA COLOMBA,010300102-T,CHM-010300102-T,PEND-010300102-T,9810.084,,,unid.,unid.,1.0,0,General,Otros,,,
BISAGRA L38 1 1/2'' A. ZINCADO C/ TORNILLOS DP 2,10311168,CHM-10311168,PEND-10311168,788.14,,,display,display,1.0,0,Ferreteria,Fijaciones,,,
BISAGRA L38 2'' A. ZINCADO C/TORNILLOS DP 2 U,10311228,CHM-10311228,PEND-10311228,1012.032,,,display,display,1.0,0,Ferreteria,Fijaciones,,,
BISAGRA L38 2 1/2'' A. ZINCADO C/TORNILLOS DP 2 U,10311231,CHM-10311231,PEND-10311231,1249.98,,,display,display,1.0,0,Ferreteria,Fijaciones,,,
BISAGRA L38 3'' A. ZINCADO C/TORNILLOS DP 2 U,10311260,CHM-10311260,PEND-10311260,1596.36,,,display,display,1.0,0,Ferreteria,Fijaciones,,,
BISAGRA L38 3 1/2'' A. ZINCADO C/TORNILLOS DP 2 U,10311262,CHM-10311262,PEND-10311262,2018.04,,,display,display,1.0,0,Ferreteria,Fijaciones,,,
BISAGRA L38 4'' A. ZINCADO C/TORNILLOS DP 2 U,10311280,CHM-10311280,PEND-10311280,3106.376,,,display,display,1.0,0,Ferreteria,Fijaciones,,,
MONOMANDO DUCHA FUSCHER TAUMM,010400101-T,CHM-010400101-T,PEND-010400101-T,13996.764,,,unid.,unid.,1.0,0,General,Otros,,,
MONOMANDO DUCHA COLOMBA,010400102-T,CHM-010400102-T,PEND-010400102-T,7784.012,,,unid.,unid.,1.0,0,General,Otros,,,
MONOMANDO DUCHA DOMENICA,010400302-T,CHM-010400302-T,PEND-010400302-T,11081.148,,,unid.,unid.,1.0,0,General,Otros,,,
BISAGRA L84 4 X 4'' A. ZINCADO C/TORNILLOS DP 2 U,10411288,CHM-10411288,PEND-10411288,3112.4,,,display,display,1.0,0,Ferreteria,Fijaciones,,,
PACK BISAGRA L86 3 1/2 X 3 1/2'' A. LATONADO C/T BL 3 U,10450250,CHM-10450250,PEND-10450250,3102.36,,,bolsa,bolsa,1.0,0,Hogar,Banio y Decoracion,,,
PACK BISAGRA L86 3 X 3 '' A. LATONADO C/T BL 3,10450260,CHM-10450260,PEND-10450260,2289.12,,,unidad,unidad,1.0,0,Hogar,Banio y Decoracion,,,
BISAGRA PIANO 32MM X 1.00 MT A. BRONCEADO C/T BL 1 U,10555111,CHM-10555111,PEND-10555111,3413.6,,,bolsa,bolsa,1.0,0,Hogar,Banio y Decoracion,,,
BISAGRA PIANO 32MM X 0.85 MT A. BRONCEADO C/T BL 1 U,10555888,CHM-10555888,PEND-10555888,3112.4,,,unidad,unidad,1.0,0,Hogar,Banio y Decoracion,,,
MONOMANDO LAVAPLATO VERTICAL FUSCHER TAUMM,010600101-T,CHM-010600101-T,PEND-010600101-T,13226.696,,,unid.,unid.,1.0,0,Construccion,Materiales,,,
MONOMANDO LAVAPLATO VERTICAL COLOMBA,010600102-T,CHM-010600102-T,PEND-010600102-T,5923.6,,,unid.,unid.,1.0,0,Construccion,Materiales,,,
MONOMANDO LAVAPLATO VERTICAL INOX,010600607-T,CHM-010600607-T,PEND-010600607-T,10985.768,,,unid.,unid.,1.0,0,Construccion,Materiales,,,
MLV INOX EXTRAÍBLE,010600608-T,CHM-010600608-T,PEND-010600608-T,21677.364,,,unid.,unid.,1.0,0,General,Otros,,,
MONOMANDO LAVAPLATO CUELLO FLEXIBLE NEGRO,010600902-T,CHM-010600902-T,PEND-010600902-T,12366.268,,,unid.,unid.,1.0,0,General,Otros,,,
MONOMANDO LAVAPLATO CUELLO FLEXIBLE ROJO,010600903-T,CHM-010600903-T,PEND-010600903-T,12881.32,,,unid.,unid.,1.0,0,General,Otros,,,
MONOMANDO LAVAPLATO CUELLO FLEXIBLE VERDE,010600904-T,CHM-010600904-T,PEND-010600904-T,12881.32,,,unid.,unid.,1.0,0,General,Otros,,,
MONOMANDO LAVAPLATO VERTICAL NOTTE,010601002-T,CHM-010601002-T,PEND-010601002-T,10779.948,,,unid.,unid.,1.0,0,Construccion,Materiales,,,
"MODULO 600X0,30 (FACTOR DE CARGA 148,8)",107040058,CHM-107040058,PEND-107040058,8373.36,,,unidad,unidad,1.0,0,General,Otros,,,
BISAGRA L88 3 X3 NEGRO MICROTEXTURADO C/TORN BOLSA 3 UN,10808290,CHM-10808290,PEND-10808290,3739.9,,,bolsa,bolsa,1.0,0,Hogar,Banio y Decoracion,,,
BISAGRA L88 3 1/2 X3 1/2 NEGRO MICROTEXTURADO C/TORN BOLSA 3 UN,10808292,CHM-10808292,PEND-10808292,5020.0,,,bolsa,bolsa,1.0,0,Hogar,Banio y Decoracion,,,
PACK BISAGRA L-88 3X3'' A. NIQUEL SATIN 3 UN C/TORN.,10852110,CHM-10852110,PEND-10852110,3202.76,,,bolsa,bolsa,1.0,0,Hogar,Banio y Decoracion,,,
PACK BISAGRA L-88 3 1/2X3 1/2'' A. NIQUEL SATIN 3 UN C/TORN.,10852120,CHM-10852120,PEND-10852120,4166.6,,,bolsa,bolsa,1.0,0,Hogar,Banio y Decoracion,,,
AGUARRAS BOTELLA 20X1 LT,109009,CHM-109009,PEND-109009,1239.17696,,,litro,litro,1.0,0,General,Otros,,,
POMEL ACERO 1/2X77MM F.PULIDO C/GOLILLA (GR),11012051,CHM-11012051,PEND-11012051,597.38,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,
POMEL ACERO 5/8X86MM F.PULIDO C/GOLILLA (GR),11012066,CHM-11012066,PEND-11012066,918.66,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,
POMEL ACERO 3/4X95MM F.PULIDO C/GOLILLA (GR),11012136,CHM-11012136,PEND-11012136,1345.36,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,
POMEL ACERO 7/8X100MM F.PULIDO C/GOLILLA (GR),11012146,CHM-11012146,PEND-11012146,1847.36,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,
POMEL ACERO 1X104 MM FIERRO PULIDO C/GOLILLA (GR),11012227,CHM-11012227,PEND-11012227,2379.48,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,
BISAGRA L65 D/ACC 4'' A.INOXIDABLE SATINADO C/T DP 1 U,11394130,CHM-11394130,PEND-11394130,11411.464,,,display,display,1.0,0,Hogar,Banio y Decoracion,,,
BISAGRA T 3'' A. ZINCADO DP 2 U,11511260,CHM-11511260,PEND-11511260,1455.8,,,display,display,1.0,0,Aceros y Techumbre,Planchas,,,
BISAGRA T 5'' A. ZINCADO DP 2 U,11511300,CHM-11511300,PEND-11511300,1982.9,,,display,display,1.0,0,Aceros y Techumbre,Planchas,,,
BISAGRA ALA 3'' A. ZINCADO C/T DP 2 U,11711260,CHM-11711260,PEND-11711260,1696.76,,,display,display,1.0,0,Aceros y Techumbre,Planchas,,,
BISAGRA ALA 5'' A. ZINCADO C/T DP 2 U,11711300,CHM-11711300,PEND-11711300,2419.64,,,display,display,1.0,0,Aceros y Techumbre,Planchas,,,
BISAGRA RETEN RECTA 35 MM SLIDE-ON METALICA,12702010,CHM-12702010,PEND-12702010,532.12,,,unidad,unidad,1.0,0,Hogar,Banio y Decoracion,,,
"CORREDERA TELESCOPICA H35 STD 300MM 0,8MM C/TORN. LIOI",12800005,CHM-12800005,PEND-12800005,2660.6,,,par,par,1.0,0,General,Otros,,,
"CORREDERA TELESCOPICA H35 STD 350MM 0,8MM C/TORN. LIOI",12800006,CHM-12800006,PEND-12800006,3062.2,,,par,par,1.0,0,General,Otros,,,
"CORREDERA TELESCOPICA H35 STD 450MM 0,8MM C/TORN. LIOI",12800008,CHM-12800008,PEND-12800008,4005.96,,,par,par,1.0,0,General,Otros,,,
RUEDA PARA PORTON 64MM C/PASADOR A SOLDAR,12900003,CHM-12900003,PEND-12900003,4314.188,,,unidad,unidad,1.0,0,General,Otros,,,
RUEDA PARA PORTON 75MM C/PASADOR A SOLDAR,12900005,CHM-12900005,PEND-12900005,6357.328,,,unidad,unidad,1.0,0,General,Otros,,,
RUEDA PARA PORTON 85MM C/PASADOR A SOLDAR,12900007,CHM-12900007,PEND-12900007,8288.02,,,unidad,unidad,1.0,0,General,Otros,,,
RUEDA PARA PORTON 100MM C/PASADOR A SOLDAR,12900009,CHM-12900009,PEND-12900009,11553.028,,,unidad,unidad,1.0,0,General,Otros,,,
RUEDA PARA PORTON 64MM C/PERNO,12900013,CHM-12900013,PEND-12900013,5020.0,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
RUEDA PARA PORTON 75MM C/PERNO,12900015,CHM-12900015,PEND-12900015,7213.74,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
RUEDA PARA PORTON 85MM C/PERNO,12900017,CHM-12900017,PEND-12900017,8428.58,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
RUEDA PARA PORTON 100MM C/PERNO,12900019,CHM-12900019,PEND-12900019,11947.6,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,
GUIA PARA PORTON SIMPLE 126MM,12900100,CHM-12900100,PEND-12900100,1992.94,,,unidad,unidad,1.0,0,General,Otros,,,
BROCA CONCRETO CORTA (ART.300) 4.0 MM.,0165400000100G,CHM-0165400000100G,PEND-0165400000100G,330.316,,,unid,unid,1.0,0,General,Otros,,,
BROCA CONCRETO CORTA (ART.300) 6.0 MM.,0165600000100G,CHM-0165600000100G,PEND-0165600000100G,525.092,,,unid,unid,1.0,0,General,Otros,,,
BROCA CONCRETO CORTA (ART.300) 10.0 MM.,0166000000100G,CHM-0166000000100G,PEND-0166000000100G,1109.42,,,unid,unid,1.0,0,General,Otros,,,
BROCA CONCRETO LARGA (ART.304) 13.0 MM.,0167130000100G,CHM-0167130000100G,PEND-0167130000100G,4996.908,,,unid,unid,1.0,0,General,Otros,,,
