nombre,codigo_chilemat,codigo_interno,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel
BROCA CONCRETO LARGA (ART.304) 14.0 MM.,0167140000100G,CHM-0167140000100G,PEND-0167140000100G,4996.908,,,unid,unid,1.0,0,General,Otros,,,
BROCA CONC.SDS PLUS L160 ART.400 12.0MM.,0168220000100G,CHM-0168220000100G,PEND-0168220000100G,2040.128,,,unid,unid,1.0,0,General,Otros,,,
MOTOR DIESEL MOS TDE130EXP 13 HP 498CC PARTIDA ELECTRICA,019-062,CHM-019-062,PEND-019-062,702800.0,,,unidad,unidad,1.0,0,General,Otros,,,
KIT INSTALACION CALEFACTORES A LEÑA PLUS 6'',42036,CHM-42036,PEND-42036,120515.14,,,pack 4,pack 4,1.0,0,Construccion,Materiales,,,
KIT INSTALACION CALEFACTORES Y COCINAS A LEÑA PLUS 5'',43862,CHM-43862,PEND-43862,114818.444,,,pack 4,pack 4,1.0,0,Construccion,Materiales,,,
SACO DE LANA MINERAL 5 KG.,21217,CHM-21217,PEND-21217,22088.0,,,Unidad,Unidad,1.0,0,General,Otros,,,
KIT INSTALACION CALEFACTORES A PELLET TECHO,24504,CHM-24504,PEND-24504,154262.592,,,unidad,unidad,1.0,0,Construccion,Materiales,,,
JUEGO DUCHA BLANCO ECO,020100102-T,CHM-020100102-T,PEND-020100102-T,1985.912,,,unid.,unid.,1.0,0,General,Otros,,,
JUEGO DUCHA SWERTT TAUMM,020100202-T,CHM-020100202-T,PEND-020100202-T,2562.208,,,unid.,unid.,1.0,0,General,Otros,,,
JUEGO DUCHA CONSTER TAUMM,020100402-T,CHM-020100402-T,PEND-020100402-T,3579.26,,,unid.,unid.,1.0,0,General,Otros,,,
JUEGO DUCHA NEUE-FREIBURG,020100702-T,CHM-020100702-T,PEND-020100702-T,3805.16,,,unid.,unid.,1.0,0,General,Otros,,,
JUEGO DUCHA NEUE-SPIEGEL,020100802-T,CHM-020100802-T,PEND-020100802-T,5953.72,,,unid.,unid.,1.0,0,General,Otros,,,
MANGO DUCHA SWERTT TAUMM,020200201-T,CHM-020200201-T,PEND-020200201-T,1231.908,,,unid.,unid.,1.0,0,General,Otros,,,
MANGO DUCHA FREIBURG,020200301-T,CHM-020200301-T,PEND-020200301-T,1522.064,,,unid.,unid.,1.0,0,General,Otros,,,
ESTUFA GAS 15 KG KENDAL ROJA,0202030004001I,CHM-0202030004001I,PEND-0202030004001I,91113.6526,,,unidad,unidad,1.0,0,General,Otros,,,
COLGADOR SWERTT TAUMM,020300201-T,CHM-020300201-T,PEND-020300201-T,686.736,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE DUCHA 1.85 MTS. REFORZADO SPIEGEL TAUMM,020400501-T,CHM-020400501-T,PEND-020400501-T,1418.652,,,unid.,unid.,1.0,0,General,Otros,,,
BRAZO DUCHA METÁLICO AL MURO JAHR,020500601-T,CHM-020500601-T,PEND-020500601-T,8056.096,,,unid.,unid.,1.0,0,General,Otros,,,
BRAZO DUCHA PLÁSTICO AL MURO,020500701-T,CHM-020500701-T,PEND-020500701-T,1033.116,,,unid.,unid.,1.0,0,General,Otros,,,
"PLATO DUCHA REDONDO ABS 8""",020601003-T,CHM-020601003-T,PEND-020601003-T,2713.812,,,unid.,unid.,1.0,0,General,Otros,,,
BRAZO METÁLICO P/FLEX PARA PLATO DUCHA,020702002-T,CHM-020702002-T,PEND-020702002-T,3911.584,,,unid.,unid.,1.0,0,General,Otros,,,
GAMELA OVALADA (L2),2085,CHM-2085,PEND-2085,3336.292,,,unidad,unidad,1.0,0,General,Otros,,,
MACHO ADAPTADOR SCHUKO 16A C/TIERRA LAT. Y FRONTAL. COLOR BLANCO,0300MA0276,CHM-0300MA0276,PEND-0300MA0276,1716.84,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,
PERCHERO FREIBURG,030100301-T,CHM-030100301-T,PEND-030100301-T,2636.504,,,unid.,unid.,1.0,0,General,Otros,,,
BARNIZ MARINO INCOLORO GL CAJA 4 UNS,304003,CHM-304003,PEND-304003,15214.616,,,galon,galon,1.0,0,General,Otros,,,
TOALLERO ARO LÍNEA COLOMBA,030401602-T,CHM-030401602-T,PEND-030401602-T,1476.884,,,unid.,unid.,1.0,0,General,Otros,,,
BASURERO 55 LTS. T/LISA (1039)(80UN),3046,CHM-3046,PEND-3046,7033.02,,,unidad,unidad,1.0,0,General,Otros,,,
PORTA ROLLO LINEA ECO,030501602-N,CHM-030501602-N,PEND-030501602-N,2031.092,,,unid.,unid.,1.0,0,General,Otros,,,
PORTA ROLLO LÍNEA COLOMBA,030501602-T,CHM-030501602-T,PEND-030501602-T,1555.196,,,unid.,unid.,1.0,0,General,Otros,,,
BASURERO 75 LTS. C/RUEDAS NEGRO (1328)(20UN),3054,CHM-3054,PEND-3054,16135.284,,,unidad,unidad,1.0,0,General,Otros,,,
PORTA PAPEL WC METALICO REDONDO - TAUMM,030600200-T,CHM-030600200-T,PEND-030600200-T,4409.568,,,unid.,unid.,1.0,0,General,Otros,,,
TOALLERO BARRA 61 CMS LINEA ECO,030601602-N,CHM-030601602-N,PEND-030601602-N,1941.736,,,unid.,unid.,1.0,0,General,Otros,,,
KIT ACCESORIOS DE PARED ECONOMICO C/CUBRE ROLLO SI,030701602-N,CHM-030701602-N,PEND-030701602-N,7008.924,,,unid.,unid.,1.0,0,General,Otros,,,
DLP/BLANCA S/TABIQUE 20X10MM,30802,CHM-30802,PEND-30802,1220.2214399999998,,,metro,metro,1.0,0,General,Otros,,,
3/4 ABATIBLE 60X40 177 3/4 SNP (325)(0040101V0000),3109,CHM-3109,PEND-3109,4633.46,,,unidad,unidad,1.0,0,General,Otros,,,
BARRA SEGURIDAD CORTA ACERO INOXIDABLE,031200102-T,CHM-031200102-T,PEND-031200102-T,3917.608,,,unid.,unid.,1.0,0,Aceros y Techumbre,Planchas,,,
AGARRADERA RECTA D32 L24 TAUMM,031200201-T,CHM-031200201-T,PEND-031200201-T,5550.112,,,unid.,unid.,1.0,0,General,Otros,,,
BARRA SEGURIDAD ACERO INOXIDABLE,031200202-T,CHM-031200202-T,PEND-031200202-T,5256.944,,,unid.,unid.,1.0,0,Aceros y Techumbre,Planchas,,,
AGARRADERA RECTA D25 L16 TAUMM,031200301-T,CHM-031200301-T,PEND-031200301-T,4526.032,,,unid.,unid.,1.0,0,General,Otros,,,
BARRA 90° ESQUINERA 3 APOYOS,031200532-T,CHM-031200532-T,PEND-031200532-T,13502.796,,,unid.,unid.,1.0,0,General,Otros,,,
BASURERO AC.INOX. 3 LTS TAUMM,031400100-T,CHM-031400100-T,PEND-031400100-T,2518.032,,,unid.,unid.,1.0,0,General,Otros,,,
BASURERO AC.INOX. 5 LTS TAUMM,031400200-T,CHM-031400200-T,PEND-031400200-T,3970.82,,,unid.,unid.,1.0,0,General,Otros,,,
BASURERO AC.INOX. 12 LTS,031400400-T,CHM-031400400-T,PEND-031400400-T,7004.908,,,unid.,unid.,1.0,0,General,Otros,,,
"BASURERO AC.INOX 20 LTS, CON PEDAL Y BALDE INTERIOR",031400500-T,CHM-031400500-T,PEND-031400500-T,17735.66,,,unid.,unid.,1.0,0,General,Otros,,,
DISPENSA JABÓN AL MURO 500 - TAUMM,031500100-T,CHM-031500100-T,PEND-031500100-T,6755.916,,,unid.,unid.,1.0,0,General,Otros,,,
DISPENSA JABÓN PLÁSTICO BLANCO-CELESTE,031500601-T,CHM-031500601-T,PEND-031500601-T,2162.616,,,unid.,unid.,1.0,0,General,Otros,,,
DISPENSADOR DE PAPEL CON PALANCA,031600500-T,CHM-031600500-T,PEND-031600500-T,16418.412,,,unid.,unid.,1.0,0,General,Otros,,,
BIDON MAUSER 10 LTS. BLANCO (4046)(144UN),3360,CHM-3360,PEND-3360,5514.972,,,unidad,unidad,1.0,0,General,Otros,,,
BIDON MAUSER 22 LTS. BLANCO (4052)(64UN),3374,CHM-3374,PEND-3374,8193.644,,,unidad,unidad,1.0,0,General,Otros,,,
LLAVE LAVATORIO TIPO INOX,040000100-T,CHM-040000100-T,PEND-040000100-T,3327.256,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
BIDON 20 LTS. BLANCO C/TAPA,4001,CHM-4001,PEND-4001,4933.656,,,unidad,unidad,1.0,0,General,Otros,,,
BIDON 10 LTS. BLANCO SIMPLE C/TAPA,4002,CHM-4002,PEND-4002,1983.904,,,unidad,unidad,1.0,0,General,Otros,,,
BIDON 5 LTS. WW NATURAL SIMPLE C/TAPA,4003,CHM-4003,PEND-4003,1328.292,,,un,un,1.0,0,General,Otros,,,
BIDON 5 LTS. WW NATURAL SIMPLE C/TAPA,4003,CHM-4003,PEND-4003,1328.292,,,unidad,unidad,1.0,0,General,Otros,,,
MONOBLOCK LAVATORIO BONN TAUMM,040102001-T,CHM-040102001-T,PEND-040102001-T,16679.452,,,unid.,unid.,1.0,0,General,Otros,,,
ANTICORROSIVO ALQUID ROJO OXIDO 1/4 GALON,401069,CHM-401069,PEND-401069,2844.9344,,,1/4 galon,1/4 galon,1.0,0,General,Otros,,,
ANTICORROSIVO ALQUID NEGRO 1/4 GALON,401070,CHM-401070,PEND-401070,3137.5,,,1/4 galon,1/4 galon,1.0,0,General,Otros,,,
ESMALTE AL AGUA PREMIUM TINETA 4 GLNS,402144,CHM-402144,PEND-402144,59925.748,,,tineta,tineta,1.0,0,Pinturas,Aplicacion,,,
ESMALTE AL AGUA PREMIUM GALON,402168,CHM-402168,PEND-402168,16481.664,,,galon,galon,1.0,0,Pinturas,Aplicacion,,,
ESMALTE AL AGUA TINETA,402169,CHM-402169,PEND-402169,41568.612,,,tineta,tineta,1.0,0,Pinturas,Aplicacion,,,
ESMALTE AL AGUA DECO TINETA 4 GL,402170,CHM-402170,PEND-402170,42651.928,,,tineta,tineta,1.0,0,Pinturas,Aplicacion,,,
LATEX PREMIUM BLANCO TINETA 4 GLN,403065,CHM-403065,PEND-403065,33854.88,,,tineta,tineta,1.0,0,General,Otros,,,
COMBINACION DUCHA VANDER,040401001-T,CHM-040401001-T,PEND-040401001-T,12743.772,,,unid.,unid.,1.0,0,General,Otros,,,
COMBINACIÓN DUCHA ECO SIN,040401002-N,CHM-040401002-N,PEND-040401002-N,8905.48,,,unid.,unid.,1.0,0,General,Otros,,,
LLAVE LAVATORIO VANDER MUY MEJORADO,040601001-T,CHM-040601001-T,PEND-040601001-T,5620.392,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
LLAVE LAVATORIO BONN TAUMM,040602001-T,CHM-040602001-T,PEND-040602001-T,8127.38,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
LLAVE LAVATORIO VANDER ECONOMICA SIMPLE - TAUMM,040604002-T,CHM-040604002-T,PEND-040604002-T,4296.116,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
LLAVE LAVATORIO ECO CHICA MEJORADA SIN MARCA,040605002-N,CHM-040605002-N,PEND-040605002-N,2683.692,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
LLAVE LAVATORIO PLÁSTICA MIRAGE S/GTÍA,040605006-M,CHM-040605006-M,PEND-040605006-M,1430.7,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
LLAVE LAVATORIO ECO MEDIANA MEJORADA SIN GARANTIA,040606002-N,CHM-040606002-N,PEND-040606002-N,2816.22,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
LAVACOPA,040701001-T,CHM-040701001-T,PEND-040701001-T,3769.016,,,unid.,unid.,1.0,0,General,Otros,,,
LAVACOPA PLUS,040701002-T,CHM-040701002-T,PEND-040701002-T,3589.3,,,unid.,unid.,1.0,0,General,Otros,,,
LAVACOPA INOX,040701007-T,CHM-040701007-T,PEND-040701007-T,4428.644,,,unid.,unid.,1.0,0,General,Otros,,,
BIDET ÁRABE MANGO CROMADO TAUMM,040704001-T,CHM-040704001-T,PEND-040704001-T,8011.92,,,unid.,unid.,1.0,0,General,Otros,,,
PUERTA SOLIDA PINO RADIATA CLEAR - MODELO COLICO 1/2,040801457502-PLA,CHM-040801457502-PLA,PEND-040801457502-PLA,65561.2,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,
"SIFÓN 1.1/4"" PLÁSTICO CON CODO SALIDA",040806105-T,CHM-040806105-T,PEND-040806105-T,1084.32,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"SIFÓN 1.1/4"" -1.1/2"" PLÁSTICO CON CODO SALIDA",040906205-T,CHM-040906205-T,PEND-040906205-T,1483.912,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
ESTUFA MINI OLEOELECTRICO DF1000H1-9,0409100204N35I,CHM-0409100204N35I,PEND-0409100204N35I,24292.3322,,,unidad,unidad,1.0,0,General,Otros,,,
DESAGÜE LAVATORIO 1.1/4 TAUMM,041006001-T,CHM-041006001-T,PEND-041006001-T,3056.176,,,unid.,unid.,1.0,0,General,Otros,,,
"DESAGÜE LAVATORIO 1.1/4"" SIN COLA",041006005-T,CHM-041006005-T,PEND-041006005-T,2628.472,,,unid.,unid.,1.0,0,General,Otros,,,
"DESAGUE 1.1/4"" LAVATORIO PLÁSTICO",041006007-T,CHM-041006007-T,PEND-041006007-T,576.296,,,unid.,unid.,1.0,0,General,Otros,,,
DESAGÜE TINA 1.1/2 TAUMM,041107001-T,CHM-041107001-T,PEND-041107001-T,3416.612,,,unid.,unid.,1.0,0,General,Otros,,,
COMB.LAVAPLATO CUERPO FUNDIDO ALTO VANDER,041201001-T,CHM-041201001-T,PEND-041201001-T,14522.86,,,unid.,unid.,1.0,0,General,Otros,,,
COMBINACION LAVAPLATO V VANDER MUY MEJORADO TAUMM,041301001-T,CHM-041301001-T,PEND-041301001-T,8448.66,,,unid.,unid.,1.0,0,General,Otros,,,
COMBINACIÓN LAVAPLATO ANTONELLA,041402001-T,CHM-041402001-T,PEND-041402001-T,5930.628,,,unid.,unid.,1.0,0,General,Otros,,,
COMBINACIÓN LAVAPLATO ANTONELLA ALTA,041402002-T,CHM-041402002-T,PEND-041402002-T,5612.36,,,unid.,unid.,1.0,0,General,Otros,,,
TEFLON DOMESTICO 1/2 TAUMM,041703001-T,CHM-041703001-T,PEND-041703001-T,77.308,,,rollo,rollo,1.0,0,General,Otros,,,
"TEFLÓN 1/2"" (CINTA AMARILLA)",041703002-N,CHM-041703002-N,PEND-041703002-N,149.596,,,rollo,rollo,1.0,0,General,Otros,,,
"TEFLÓN JUMBO 1/2""",041703004-T,CHM-041703004-T,PEND-041703004-T,290.156,,,rollo,rollo,1.0,0,General,Otros,,,
TEFLON DOMESTICO 3/4 TAUMM,041704001-T,CHM-041704001-T,PEND-041704001-T,96.384,,,rollo,rollo,1.0,0,General,Otros,,,
"TEFLÓN 3/4"" (CINTA AMARILLA)",041704002-N,CHM-041704002-N,PEND-041704002-N,253.008,,,rollo,rollo,1.0,0,General,Otros,,,
"TEFLÓN JUMBO 3/4""",041704004-T,CHM-041704004-T,PEND-041704004-T,414.652,,,rollo,rollo,1.0,0,General,Otros,,,
"TEFLON DOMESTICO 1""",041705001-T,CHM-041705001-T,PEND-041705001-T,124.496,,,rollo,rollo,1.0,0,General,Otros,,,
"TEFLÓN 1"" (CINTA AMARILLA)",041705002-N,CHM-041705002-N,PEND-041705002-N,219.876,,,rollo,rollo,1.0,0,General,Otros,,,
"TEFLÓN JUMBO 1""",041705004-T,CHM-041705004-T,PEND-041705004-T,494.972,,,rollo,rollo,1.0,0,General,Otros,,,
SPRAY ESMALTE ACRILICO BLANCO S/R 400 ML CAJA 12 U,430001,CHM-430001,PEND-430001,2102.376,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,
SPRAY ESMALTE ACRILICO NEGRO S/R 400 ML CAJA 12 UN,430002,CHM-430002,PEND-430002,2102.376,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,
SPRAY ESMALTE S/R ALUMINIO-400 ML,430003,CHM-430003,PEND-430003,2102.376,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,
SPRAY ESMALTE ACRILICO ROJO VIVO S/R 400 ML CAJA 12,430004,CHM-430004,PEND-430004,1422.668,,,UNIDAD,UNIDAD,1.0,0,Pinturas,Aplicacion,,,
SPRAY ESMALTE ACRILICO AZUL S/R 400 ML CAJA 12 UNS,430005,CHM-430005,PEND-430005,2102.376,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,
SPRAY ESMALTE ACRILICO VERDE S/R 400 ML CAJA 12 UN,430006,CHM-430006,PEND-430006,2102.376,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,
SPRAY ESMALTE ACRILICO S/R AMARILLO 400 ML,430007,CHM-430007,PEND-430007,2102.376,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,
SPRAY NEGRO ALTA T? CAJA 12 UNS,430010,CHM-430010,PEND-430010,3970.82,,,unidad,unidad,1.0,0,General,Otros,,,
SPRAY METALICO CROMO DORADO 400 ML CAJA 12 UNS,430011,CHM-430011,PEND-430011,2820.236,,,unidad,unidad,1.0,0,General,Otros,,,
SPRAY NEGRO OPACO 400 ML CAJA 12 UNS,430013,CHM-430013,PEND-430013,2102.376,,,unidad,unidad,1.0,0,General,Otros,,,
SPRAY BLANCO OPACO 400 ML CAJA 12 UNS,430014,CHM-430014,PEND-430014,2102.376,,,unidad,unidad,1.0,0,General,Otros,,,
SPRAY GRIS BRILLANTE 400 ML CAJA 12 UNS,430015,CHM-430015,PEND-430015,2102.376,,,unidad,unidad,1.0,0,General,Otros,,,
STAIN IMPREGNANTE INCOLORO GL CAJA 4 UNS,440022,CHM-440022,PEND-440022,18084.048,,,galon,galon,1.0,0,General,Otros,,,
STAIN MIEL PROTECTOR IMPREGNANTE GLN (4 UN),440025,CHM-440025,PEND-440025,15956.572,,,galon,galon,1.0,0,General,Otros,,,
STAIN IMPREGNANTE ALERCE GL CAJA 4 UNS,440031,CHM-440031,PEND-440031,18084.048,,,galon,galon,1.0,0,General,Otros,,,
STAIN IMPREGNANTE NOGAL GL CAJA 4 UNS,440034,CHM-440034,PEND-440034,18084.048,,,galon,galon,1.0,0,General,Otros,,,
STAIN IMPREGNANTE ROBLE GL CAJA 4 UNS,440037,CHM-440037,PEND-440037,18084.048,,,galon,galon,1.0,0,General,Otros,,,
STAIN IMPREGNANTE CAOBA GL CAJA 4 UNS,440082,CHM-440082,PEND-440082,18084.048,,,galon,galon,1.0,0,General,Otros,,,
ESTUFA PARAFINA KPM-3300,0501010104124I,CHM-0501010104124I,PEND-0501010104124I,78964.1482,,,unidad,unidad,1.0,0,General,Otros,,,
MATA RAIZ SOLIDO 500 GRS CAJA 40 UNS,502167,CHM-502167,PEND-502167,3185.692,,,unidad,unidad,1.0,0,General,Otros,,,
DESTAPADOR BIOLOGICO FOSAS 946 ML,502180,CHM-502180,PEND-502180,8208.704,,,unidad,unidad,1.0,0,General,Otros,,,
"FLEXIBLE HI-HI 1/2"" 100 CM",050433011-T,CHM-050433011-T,PEND-050433011-T,1895.552,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 25 CM - TAUMM,050433211-T,CHM-050433211-T,PEND-050433211-T,985.928,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 25 CM TAUMM,050433212-T,CHM-050433212-T,PEND-050433212-T,719.868,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 25 CM SIN,050433213-N,CHM-050433213-N,PEND-050433213-N,468.868,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HI-HE 1/2 25 CM - TAUMM,050433221-T,CHM-050433221-T,PEND-050433221-T,931.712,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HE-HI 1/2 25 CM TAUMM,050433222-T,CHM-050433222-T,PEND-050433222-T,678.704,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 30 CM - TAUMM,050433311-T,CHM-050433311-T,PEND-050433311-T,1018.056,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 30 CM TAUMM,050433312-T,CHM-050433312-T,PEND-050433312-T,816.252,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HI-HE 1/2 30 CM - TAUMM,050433321-T,CHM-050433321-T,PEND-050433321-T,963.84,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HE-HI 1/2 30 CM TAUMM,050433322-T,CHM-050433322-T,PEND-050433322-T,716.856,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 35 CM TAUMM,050433412-T,CHM-050433412-T,PEND-050433412-T,795.168,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HI-HE 1/2 35 CM - TAUMM,050433421-T,CHM-050433421-T,PEND-050433421-T,1036.128,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HE-HI 1/2 35 CM TAUMM,050433422-T,CHM-050433422-T,PEND-050433422-T,770.068,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 40 CM - TAUMM,050433511-T,CHM-050433511-T,PEND-050433511-T,1105.404,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 40 CM TAUMM,050433512-T,CHM-050433512-T,PEND-050433512-T,865.448,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HI-HE 1/2 40 CM - TAUMM,050433521-T,CHM-050433521-T,PEND-050433521-T,1086.328,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HE-HI 1/2 40 CM TAUMM,050433522-T,CHM-050433522-T,PEND-050433522-T,832.316,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 50 CM - TAUMM,050433612-T,CHM-050433612-T,PEND-050433612-T,910.628,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HI-HE 1/2 50 CM - TAUMM,050433622-T,CHM-050433622-T,PEND-050433622-T,899.584,,,unid.,unid.,1.0,0,General,Otros,,,
"FLEXIBLE HI-HI 1/2"" 60 CM",050433712-T,CHM-050433712-T,PEND-050433712-T,1034.12,,,unid.,unid.,1.0,0,General,Otros,,,
"FLEXIBLE HE-HI 1/2"" 60 CM",050433722-T,CHM-050433722-T,PEND-050433722-T,998.98,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 X 15/16 35 CM TAUMM,050473422-T,CHM-050473422-T,PEND-050473422-T,828.3,,,unid.,unid.,1.0,0,General,Otros,,,
FLEXIBLE NYLON ACERO LAVADORA-HI 3/4 150 CM - TAUMM,050705811-T,CHM-050705811-T,PEND-050705811-T,1157.612,,,unid.,unid.,1.0,0,Aceros y Techumbre,Planchas,,,
CADENA ESLABON CORTO 4MMX61,50923010,CHM-50923010,PEND-50923010,1557.204,,,mts,mts,1.0,0,General,Otros,,,
CADENA ESLABON CORTO 5MMX61,50923015,CHM-50923015,PEND-50923015,2473.856,,,mts,mts,1.0,0,General,Otros,,,
CADENA ESLABON CORTO 6MMX61,50923020,CHM-50923020,PEND-50923020,4117.404,,,mts,mts,1.0,0,General,Otros,,,
CADENA ESLABON CORTO 8MMX30,50923025,CHM-50923025,PEND-50923025,4372.42,,,mts,mts,1.0,0,General,Otros,,,
FLEXIBLE HE-HI 1/2 X M10 35 CM AZUL - TAUMM,050939321-T,CHM-050939321-T,PEND-050939321-T,896.572,,,unid.,unid.,1.0,0,General,Otros,,,
"FLEXIBLE HE-HI M10X1 X 1/2"" 50 CM AZUL",050939621-T,CHM-050939621-T,PEND-050939621-T,1026.088,,,unid.,unid.,1.0,0,General,Otros,,,
PICAPORTE BASE RECTA 1078 2'' C/TORNILLOS ZINCADO DP 1 U,50962228,CHM-50962228,PEND-50962228,1131.508,,,display,display,1.0,0,Ferreteria,Fijaciones,,,
PICAPORTE BASE RECTA 1078 2 1/2'' C/TORNILLOS ZINCADO DP 1 U,50962231,CHM-50962231,PEND-50962231,1311.224,,,display,display,1.0,0,Ferreteria,Fijaciones,,,
PICAPORTE BASE RECTA 1078 3'' ZINCADO DP 1U,50962260,CHM-50962260,PEND-50962260,1705.796,,,display,display,1.0,0,Aceros y Techumbre,Planchas,,,
PICAPORTE C/PERFORACION P/CANDADO 70 MM C/TORNILLOS ZINCADO BOLSA,50988670,CHM-50988670,PEND-50988670,3609.38,,,bolsa,bolsa,1.0,0,Ferreteria,Fijaciones,,,
PICAPORTE C/PERFORACION P/CANDADO 70 MM C/TORNILLOS ZINCADO,50989570,CHM-50989570,PEND-50989570,4204.92268,,,display,display,1.0,0,Ferreteria,Fijaciones,,,
PICAPORTE C/PERFORACION P/CANDADO 100 MM C/TORNILLOS ZINCADO,50989600,CHM-50989600,PEND-50989600,5445.696,,,display,display,1.0,0,Ferreteria,Fijaciones,,,
PICAPORTE AL PISO Nº 320 300 X 15 MM ZINCADO,50998170,CHM-50998170,PEND-50998170,6827.2,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,
FLEXIBLE AGUA CALEFONT HI-HI 1/2 25 CM - TAUMM,051033211-T,CHM-051033211-T,PEND-051033211-T,1372.468,,,unid.,unid.,1.0,0,Construccion,Materiales,,,
"FLEXIBLE AGUA CALEFONT HI-HE 1/2"" 25 CM",051033221-t,CHM-051033221-T,PEND-051033221-T,1404.596,,,unid.,unid.,1.0,0,Construccion,Materiales,,,
"FLEXIBLE AGUA CALEFONT HI-HI  1/2"" 35 CM",051033411-T,CHM-051033411-T,PEND-051033411-T,1671.66,,,unid.,unid.,1.0,0,Construccion,Materiales,,,
"FLEXIBLE AGUA CALEFONT HI-HE  1/2"" 35 CM",051033421-T,CHM-051033421-T,PEND-051033421-T,1721.86,,,unid.,unid.,1.0,0,Construccion,Materiales,,,
ESCUADRA SILLA 1'' ZINCADO,51051150,CHM-51051150,PEND-51051150,216.864,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,
ESCUADRA SILLA 1 1/2'' ZINCADO,51051168,CHM-51051168,PEND-51051168,229.916,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,
ESCUADRA SILLA 2'' ZINCADO,51051228,CHM-51051228,PEND-51051228,260.036,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,
ESCUADRA SILLA 2 1/2'' ZINCADO,51051231,CHM-51051231,PEND-51051231,341.36,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,
ESCUADRA SILLA 3'' ZINCADO,51051260,CHM-51051260,PEND-51051260,376.5,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,
ESCUADRA SILLA 3 1/2'' ZINCADO,51051262,CHM-51051262,PEND-51051262,587.34,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,
ESCUADRA SILLA 4'' ZINCADO,51051280,CHM-51051280,PEND-51051280,607.42,,,un,un,1.0,0,Aceros y Techumbre,Planchas,,,
ESCUADRA ESTANTE 3 X 4'' ESMALTADO BLANCO,51057270,CHM-51057270,PEND-51057270,346.38,,,unidad,unidad,1.0,0,General,Otros,,,
ESCUADRA ESTANTE 4 X 5'' ESMALTADO BLANCO,51057290,CHM-51057290,PEND-51057290,451.8,,,unidad,unidad,1.0,0,General,Otros,,,
ESCUADRA ESTANTE 5 X 6'' ESMALTADO BLANCO,51057302,CHM-51057302,PEND-51057302,519.068,,,unidad,unidad,1.0,0,General,Otros,,,
